"Gene ID","Gene Name","Gene Description",FC(M30/M5),Log2FC(M30/M5),Pvalue,Padjust,Significant,Regulate,M30_1,M30_2,M30_3,M5_1,M5_2,M5_3,M30,M5
EVM0000849,,-,0.1839860388,-2.44233179881,8.55665584977E-7,4.40710417405E-5,yes,down,7.18,9.99,5.3,38.36,50.33,26.23,7.49,38.3066666667
EVM0000851,,-,12.3666227021,3.6283796521,9.24005465304E-9,9.124112566E-7,yes,up,43.98,24.66,56.39,3.09,1.21,5.75,41.6766666667,3.35
EVM0000854,,-,0.182794495314,-2.45170546925,0.00016975991124,0.00290805293254,yes,down,0.84,1.51,0.64,5.04,6.73,3.51,0.996666666667,5.09333333333
EVM0000855,,-,0.128743181121,-2.95743207287,0.00013700705232,0.00247554817264,yes,down,0.27,1.68,1.01,10.82,7.47,2.79,0.986666666667,7.02666666667
EVM0000863,,-,2.23505433919,1.16030990699,0.00766338209932,0.0485436095878,yes,up,229.67,210.61,217.17,83.6,61.59,136.49,219.15,93.8933333333
EVM0000865,,-,0.338795660441,-1.56151269926,0.00137048322903,0.0137786001943,yes,down,6.16,10.52,5.09,30.37,19.11,11.09,7.25666666667,20.19
EVM0000866,,-,0.413373143094,-1.27448343516,0.00466883576918,0.033759776553,yes,down,35.08,34.21,23.56,88.27,90.09,37.03,30.95,71.7966666667
EVM0000875,,-,0.240158737863,-2.05793979478,4.9496024328E-5,0.00113231250434,yes,down,6.53,8.77,3.65,42.63,16.24,16.19,6.31666666667,25.02
EVM0000876,,-,20.0328940689,4.32429895125,0.00113046701926,0.0120043380189,yes,up,3.12,3.42,10.12,0,0,0.73,5.55333333333,0.243333333333
EVM0000881,,-,3.54969652273,1.82769568832,0.000121937871216,0.0022693911374,yes,up,35.52,32.83,45.84,9.84,6.13,15.12,38.0633333333,10.3633333333
EVM0000887,,-,0.224905900175,-2.15260658565,0.00104052761396,0.0112885231625,yes,down,5.24,13.5,5.44,50.59,40.79,8.27,8.06,33.2166666667
EVM0000922,,-,0.19671265502,-2.34583832208,0.000444730664909,0.00600057397571,yes,down,1.15,1.63,1.37,1.81,6.34,11.41,1.38333333333,6.52
EVM0000926,,-,3.55196529188,1.82861748443,0.00300332718163,0.0247268089733,yes,up,56.15,78.11,104.18,25.06,9.37,32.27,79.48,22.2333333333
EVM0000928,,-,0.326619633663,-1.61431657852,0.00147611290877,0.0144744961573,yes,down,13.34,9.76,8.51,46.12,34.2,14.47,10.5366666667,31.5966666667
EVM0000929,,-,0.321968396818,-1.63500900901,0.00204673020663,0.0185449786051,yes,down,10.32,12.78,9.22,44.22,40.52,11.41,10.7733333333,32.05
EVM0000936,,-,3.24809847639,1.69959537306,0.0007230477659,0.00862183831188,yes,up,3.35,3.87,3.32,1.1,1,1,3.51333333333,1.03333333333
EVM0000948,,-,0.0667154009821,-3.90583634957,4.54459086175E-14,1.80653313153E-11,yes,down,1.55,1.85,1.02,32.62,21.21,9.69,1.47333333333,21.1733333333
EVM0000978,,-,0.0337635196456,-4.88839088553,0.00453849688765,0.0331263263886,yes,down,0,0.15,0,1.83,2.25,0.69,0.05,1.59
EVM0000991,,-,0.194824265464,-2.35975471785,1.09629411833E-7,7.7253853257E-6,yes,down,48.32,74.05,31.29,338.02,261.33,139.06,51.22,246.136666667
EVM0001017,,-,8.07901971676,3.01418025145,7.01026301677E-5,0.00149491207082,yes,up,9.37,9.14,16.15,1.62,1.3,1.3,11.5533333333,1.40666666667
EVM0001073,,-,6.0685873277,2.6013607187,0.00552797993852,0.0382932408342,yes,up,21.82,46.19,42.7,0.43,3.03,13.22,36.9033333333,5.56
EVM0001079,,-,0.326733711892,-1.61381277733,6.04894168374E-5,0.00132453026727,yes,down,321.81,525.7,273.56,712.29,1297.3,1144.7,373.69,1051.43
EVM0001082,,-,0.30175133361,-1.72856794781,0.00446807304345,0.0327317059794,yes,down,12.45,8.03,2.36,36.28,19.4,17.75,7.61333333333,24.4766666667
EVM0001102,,-,0.129608401778,-2.9477688519,1.55254673475E-5,0.000463759769341,yes,down,0.13,0.76,0.36,3.14,2.63,3,0.416666666667,2.92333333333
EVM0001125,,-,2.4857337362,1.31367176781,0.00133150414449,0.0135255777105,yes,up,44.2,38.61,46,15.84,15.65,18.55,42.9366666667,16.68
EVM0001142,,-,4.53322022415,2.18053624915,6.13394813623E-6,0.000217110954237,yes,up,275.69,276.05,494.22,71.12,68.15,90.76,348.653333333,76.6766666667
EVM0001151,,-,3.60884617853,1.85153765191,5.16481967347E-6,0.000190786337065,yes,up,35.19,32.63,30.5,11.62,6.98,7.75,32.7733333333,8.78333333333
EVM0001156,,-,0.465686698157,-1.10256842118,0.00572424102806,0.0392494067484,yes,down,30.88,26.75,19.63,60.79,62.06,36.61,25.7533333333,53.1533333333
EVM0001183,,-,0.28451038369,-1.81344678779,0.00161917451778,0.0155430727859,yes,down,0.74,1.58,0.67,2.74,1.92,4.98,0.996666666667,3.21333333333
EVM0001197,,-,0.0136461279917,-6.19536453677,4.46219365355E-12,1.0808966908E-9,yes,down,1.58,21.72,8.1,94.79,1057.67,857.54,10.4666666667,670
EVM0001204,,-,0.0263431066355,-5.24643069751,0.00788486975141,0.049504414629,yes,down,0.55,0,0,0,1.64,18.84,0.183333333333,6.82666666667
EVM0001213,,-,0.354969780997,-1.4942318834,0.00340462066773,0.026998380671,yes,down,5.84,12.43,10.79,13.52,27.82,34.42,9.68666666667,25.2533333333
EVM0001218,,-,0.451942922052,-1.14578751533,0.00303208114609,0.0249106274552,yes,down,155.39,160.81,97.49,417.04,257.26,204.59,137.896666667,292.963333333
EVM0001223,,-,8.8620882739,3.14764669736,0.00648821409555,0.0430041826094,yes,up,2.33,1.03,4.62,0.14,0.34,0.41,2.66,0.296666666667
EVM0001227,,-,0.332475384314,-1.58868056402,0.00360273179879,0.0281092858967,yes,down,11.29,20.5,10.43,17.83,38.17,59.63,14.0733333333,38.5433333333
EVM0001229,,-,3.95451551011,1.98350095286,9.54761137742E-5,0.00187870316237,yes,up,6.47,6.01,5.76,1.7,1.19,1.54,6.08,1.47666666667
EVM0001233,,-,0.168160318925,-2.57209078432,0.00215958090348,0.0193295213004,yes,down,1.68,1.72,3.11,10.86,25.16,1.8,2.17,12.6066666667
EVM0001236,,-,0.441666256079,-1.17897148222,0.00248879136287,0.0214711922641,yes,down,99.53,150.68,72.42,315.95,161.08,209.28,107.543333333,228.77
EVM0001255,,-,0.268549495728,-1.89674008243,0.000250368297772,0.00394056824402,yes,down,3.09,3.96,1.23,12.17,7.21,9.64,2.76,9.67333333333
EVM0001262,,-,2.2642096445,1.17900754433,0.00234206276591,0.0205367641742,yes,up,75.25,56.86,62.18,29.94,28.2,25.14,64.7633333333,27.76
EVM0001269,,-,0.14578119606,-2.77812345273,1.50391187957E-6,6.93903150862E-5,yes,down,28.99,120.49,39.2,251.84,611.01,279.36,62.8933333333,380.736666667
EVM0001289,,-,4.50226624743,2.17065137498,1.59602921959E-8,1.48163119708E-6,yes,up,8.4,9.28,8.41,2.32,1.51,1.72,8.69666666667,1.85
EVM0001294,,-,0.333709021279,-1.58333740693,1.41782191976E-6,6.64063239338E-5,yes,down,20.63,22.68,15.91,65.91,57.23,46.1,19.74,56.4133333333
EVM0001298,,-,0.227490514193,-2.13612170523,0.00789043466093,0.049504414629,yes,down,6.13,5.26,3.69,4.99,8.81,47.93,5.02666666667,20.5766666667
EVM0001309,,-,2.52007086229,1.33346430168,0.00365237853878,0.0282972636115,yes,up,5.25,8.37,4.55,2.51,2.29,1.96,6.05666666667,2.25333333333
EVM0001321,,-,16.0701712267,4.00631339581,6.89917186112E-9,7.13052409086E-7,yes,up,307.37,193.03,367.95,7.59,7.32,37.24,289.45,17.3833333333
EVM0001357,,-,0.183892161387,-2.44306811035,0.000149854854256,0.00262720274177,yes,down,0.99,5.72,1.2,9.84,13.68,14.08,2.63666666667,12.5333333333
EVM0001366,,-,0.224786826097,-2.15337060773,0.000288121178886,0.00437487035873,yes,down,13.13,9.9,12.23,66.3,72.47,15.08,11.7533333333,51.2833333333
EVM0001382,,-,0.325164529843,-1.62075820344,0.000642395303993,0.00787277027494,yes,down,22.81,18.79,15.88,93.24,49.29,30.53,19.16,57.6866666667
EVM0001393,,-,8.8827657791,3.15100895073,0.00108363555385,0.0116582942341,yes,up,57.76,81.49,268.27,42.04,5.9,1.41,135.84,16.45
EVM0001396,,-,2.25620218747,1.17389635931,0.00235018167439,0.0205746919724,yes,up,311.34,235.53,308.51,136.59,141.54,92.45,285.126666667,123.526666667
EVM0001409,,-,0.0937298848434,-3.41534707955,0.000535605587689,0.00688515209447,yes,down,0.22,2.14,0.17,14.53,7.52,2.16,0.843333333333,8.07
EVM0001412,,-,0.26925248113,-1.89296845579,3.44880419096E-5,0.000849192718645,yes,down,1.62,3.91,1.84,6.56,7.14,11.15,2.45666666667,8.28333333333
EVM0001418,,-,0.307326137162,-1.70215762587,5.16869390229E-6,0.000190786337065,yes,down,4.31,6.09,3.46,12.38,15.87,13.81,4.62,14.02
EVM0001445,,-,0.107460910876,-3.21811612289,0.00709054829546,0.0458593117332,yes,down,1.66,4.7,0.71,0.32,4.73,51.52,2.35666666667,18.8566666667
EVM0001446,,-,0.0534309621826,-4.22618019239,5.74858011032E-12,1.37108057616E-9,yes,down,1.41,6.32,1.41,28.04,63.97,58.01,3.04666666667,50.0066666667
EVM0001454,,-,0.364893583092,-1.45445231454,0.00484353378498,0.0347153510257,yes,down,8.57,10.61,10.22,32.86,34.25,10.4,9.8,25.8366666667
EVM0001475,,-,0.431547983772,-1.21240711347,5.48020781345E-5,0.001220684795,yes,down,22.95,31.59,23.16,65.85,52.66,52.12,25.9,56.8766666667
EVM0001479,,-,0.100104896649,-3.3204155493,1.85115537057E-11,4.04203686055E-9,yes,down,20.34,58.6,18.59,304.76,385.94,186.25,32.51,292.316666667
EVM0001486,,-,0.00178083828882,-9.13322776795,1.76472589619E-10,2.79168832333E-8,yes,down,0,0,0,5.36,18.65,31.02,0,18.3433333333
EVM0001496,,-,3.48561424002,1.80141291232,0.00535760252972,0.037481458492,yes,up,8.11,5.29,6.65,2.81,2.11,0.8,6.68333333333,1.90666666667
EVM0001500,,-,0.392655641188,-1.34866347079,0.000652105639028,0.00796434350368,yes,down,39.94,39.6,30.53,72.8,121.47,71.66,36.69,88.6433333333
EVM0001507,,-,0.223350815738,-2.16261657112,0.000549301896647,0.00701468476419,yes,down,13.23,14.72,15.48,34.69,122.58,26.88,14.4766666667,61.3833333333
EVM0001523,,-,0.21187690604,-2.23870174813,1.7205697716E-6,7.82228538682E-5,yes,down,36,43.1,37.34,129.82,282.48,107.02,38.8133333333,173.106666667
EVM0001524,,-,4.57838841751,2.19483986225,0.000581760826132,0.00734449355661,yes,up,11.19,6.52,13.54,2.03,1.92,2.76,10.4166666667,2.23666666667
EVM0001532,,-,0.0321717583619,-4.95806140048,2.12892256408E-5,0.000591481837114,yes,down,0.24,4.18,0.31,1.72,57.02,65.98,1.57666666667,41.5733333333
EVM0001534,,-,0.0723675659412,-3.78851294191,5.98446828999E-12,1.40571533181E-9,yes,down,13.41,22.09,10.61,163.03,339.4,86.07,15.37,196.166666667
EVM0001561,,-,8.9039652757,3.15444796637,0.00362660641011,0.0282018850175,yes,up,2.84,5.58,2.01,0.61,0,0.45,3.47666666667,0.353333333333
EVM0001570,,-,3.9268504603,1.9733726593,1.99506996904E-5,0.000563380140801,yes,up,39.43,28.15,50.61,9.22,10.68,9.64,39.3966666667,9.84666666667
EVM0001582,,-,3.09107540246,1.62810884715,0.00179756223768,0.0168588066368,yes,up,275.27,146.54,188.24,102.51,63.39,31.08,203.35,65.66
EVM0001589,,-,2.60313311417,1.38024908748,0.00056337742123,0.00714148827582,yes,up,180.62,152.5,198.38,58.91,54.79,83.86,177.166666667,65.8533333333
EVM0001591,,-,0.0626762102541,-3.99593824055,1.09528323197E-6,5.3396779702E-5,yes,down,0.2,0.29,0.46,6.85,6,1.63,0.316666666667,4.82666666667
EVM0001592,,-,0.392677523166,-1.34858307428,2.93473027214E-5,0.000752018568743,yes,down,47.6,63.59,41.42,138.49,132.76,96.04,50.87,122.43
EVM0001599,,-,0.118644065359,-3.07528815694,1.05323372507E-6,5.20008994895E-5,yes,down,10.65,9.89,2.31,41.19,88.9,47.75,7.61666666667,59.28
EVM0001611,,-,0.34777956627,-1.52375492506,0.00143228946539,0.014191178355,yes,down,122.35,111.98,98.97,415.39,380.97,133.09,111.1,309.816666667
EVM0001616,,-,2.2268292545,1.15499094154,0.00201756657001,0.0183393802592,yes,up,17.8,17.07,19.56,7.39,9.57,6.6,18.1433333333,7.85333333333
EVM0001630,,-,0.164895895744,-2.60037260432,0.00107953982846,0.0116303724535,yes,down,0.25,1.79,0.82,1.99,9.52,3.67,0.953333333333,5.06
EVM0001642,,-,0.315470523049,-1.664422886,0.00037923024389,0.00537896291951,yes,down,0.76,1.74,0.85,2.72,3.77,3.25,1.11666666667,3.24666666667
EVM0001670,,-,7.12314794826,2.83251495547,2.54551693149E-7,1.57223701151E-5,yes,up,11.8,16.89,19.64,3.75,1.8,1.05,16.11,2.2
EVM0001694,,-,0.216158213651,-2.20984043761,3.24072506012E-5,0.000811647182665,yes,down,5.89,9.52,3.59,49.15,16.67,17.03,6.33333333333,27.6166666667
EVM0001698,,-,0.176992705682,-2.49823819047,6.18878050326E-5,0.00134943268836,yes,down,8.74,20.48,9.36,87.01,95.91,20.8,12.86,67.9066666667
EVM0001709,,-,3.01198683371,1.59071546358,0.00726740120156,0.0467302035785,yes,up,615.04,466.25,501.52,355.25,63.56,109.62,527.603333333,176.143333333
EVM0001724,,-,0.272239357835,-1.87705244153,0.000371553040615,0.0052942893278,yes,down,26.81,29.99,25.84,131.83,126.4,34.98,27.5466666667,97.7366666667
EVM0001737,,-,0.212622218986,-2.23363572875,0.000555730108729,0.00707346787818,yes,down,49.69,126.69,27.37,96.62,313.11,428.92,67.9166666667,279.55
EVM0001738,,-,0.0905797116426,-3.46466824315,0.00606283815465,0.040830660257,yes,down,0,0.21,0,0.81,0.82,0.34,0.07,0.656666666667
EVM0001762,,-,0.399691525958,-1.32304110904,0.00100866585354,0.0110838577512,yes,down,99.59,104.07,85.7,326.05,238.18,135.45,96.4533333333,233.226666667
EVM0001763,,-,4.60206714098,2.20228203164,6.44630394827E-6,0.000223572819038,yes,up,13.64,31.14,16.74,3.37,2.72,6.11,20.5066666667,4.06666666667
EVM0001792,,-,0.290650302764,-1.7826436835,0.00244773051066,0.0212232472633,yes,down,3.13,5.71,2.26,14.34,16.61,4.51,3.7,11.82
EVM0001807,,-,0.327834159089,-1.60896190921,0.0031202960158,0.0254064858892,yes,down,17.42,34.7,20.22,110.53,73.63,23.85,24.1133333333,69.3366666667
EVM0001822,,-,13.8942483191,3.79641588153,4.09892944507E-6,0.000159639986524,yes,up,4.48,20.3,7.1,0.94,0.17,0.93,10.6266666667,0.68
EVM0001823,,-,0.10209387127,-3.29203183155,0.000314157110171,0.00465696479974,yes,down,3.42,7.65,3.66,3.33,16.61,108.94,4.91,42.96
EVM0001836,,-,2.50584093435,1.32529483824,0.000207083197239,0.00337582629526,yes,up,627.19,510.78,536.81,281.47,170.86,199.81,558.26,217.38
EVM0001867,,-,3.99947751487,1.99981154101,5.40866992139E-5,0.00120996550925,yes,up,11.85,11.01,7.18,3.21,1.38,2.59,10.0133333333,2.39333333333
EVM0001877,,-,0.192358760826,-2.37812855736,1.46161144109E-6,6.80461326463E-5,yes,down,22.51,37.76,14.64,145.85,156.99,58.6,24.97,120.48
EVM0001879,,-,0.41470573607,-1.26984009264,0.000158562784205,0.00274659088662,yes,down,46.3,55.77,32.97,110.2,105.06,92.19,45.0133333333,102.483333333
EVM0001883,,-,0.0172830174172,-5.85450107223,2.42258888786E-14,1.0432609869E-11,yes,down,11.67,8.55,7.12,575.93,903.64,52.2,9.11333333333,510.59
