"Gene ID","Gene Name","Gene Description",FC(MS30/M5),Log2FC(MS30/M5),Pvalue,Padjust,Significant,Regulate,MS30_1,MS30_2,MS30_3,M5_1,M5_2,M5_3,MS30,M5
EVM0006393,,-,0.260006325313,-1.94338137399,0.000570446071169,0.0104490962429,yes,down,31.11,14.09,19.77,70.36,82.12,66.5,21.6566666667,72.9933333333
EVM0006461,,-,0.0122482379184,-6.35128197763,0.000376976965835,0.00765978914355,yes,down,0,0.08,0.08,0,0.76,8.95,0.0533333333333,3.23666666667
EVM0006486,,-,3.07444300783,1.62032506326,0.00502820562634,0.0464446750503,yes,up,9.19,10.45,26.07,2.9,2.17,6.06,15.2366666667,3.71
EVM0006491,,-,3.09458091958,1.62974404718,0.00162074225717,0.0216048111601,yes,up,14,31.81,30.72,7.2,3.47,8.65,25.51,6.44
EVM0006498,,-,0.0474787090347,-4.39657548172,0.000842369579605,0.013461095131,yes,down,0,0.26,0.13,0.1,1.9,4.31,0.13,2.10333333333
EVM0006508,,-,0.369941720578,-1.43463008375,0.00394226703546,0.0394683379442,yes,down,60.8,38.53,60.03,95.07,117.44,148.26,53.12,120.256666667
EVM0006509,,-,0.24757434288,-2.01406628485,0.00271040422521,0.0305921712948,yes,down,0.35,0.6,0.95,2,1.24,2.59,0.633333333333,1.94333333333
EVM0006518,,-,26.4792996067,4.72679305739,5.94990608073E-9,8.2800566118E-7,yes,up,2.93,14.42,7.84,0.32,0.08,0.32,8.39666666667,0.24
EVM0006526,,-,0.0902412288853,-3.4700694756,0.00115365695826,0.0168820913709,yes,down,3.19,3.79,5.27,1.08,15.88,88.75,4.08333333333,35.2366666667
EVM0006527,,-,61.1414487472,5.93407883219,0.000395173245876,0.00795054020035,yes,up,0.22,2.15,0.83,0,0,0,1.06666666667,0
EVM0006544,,-,0.402542397425,-1.31278735307,0.00121455306466,0.0175503870201,yes,down,45.59,55.48,81.35,152.48,119.83,86.9,60.8066666667,119.736666667
EVM0006572,,-,10.6566063376,3.41367617094,0.000825692130269,0.0132538424508,yes,up,0.32,3.43,1.97,0.16,0.13,0.11,1.90666666667,0.133333333333
EVM0006587,,-,22.1281846944,4.46781319809,0.00068372794711,0.0117393792605,yes,up,1.61,2.44,2.1,0,0.25,0,2.05,0.0833333333333
EVM0006602,,-,0.229421776751,-2.1239257562,3.17459601263E-6,0.000169394602888,yes,down,76.89,93.5,66.38,343.73,304.61,229.34,78.9233333333,292.56
EVM0006629,,-,0.0907925223379,-3.46128270757,2.57013736705E-7,2.10282927956E-5,yes,down,2,2.71,3.33,11.45,14.75,43.37,2.68,23.19
EVM0006639,,-,4.04130301068,2.01482052663,9.16739190715E-5,0.00258838217207,yes,up,210.94,498.32,273.29,64.76,84.7,46.18,327.516666667,65.2133333333
EVM0006643,,-,5.45133100127,2.44660852246,0.000386313677293,0.00781499833547,yes,up,17.12,43.53,10.45,5.42,3.47,2.11,23.7,3.66666666667
EVM0006658,,-,0.151637324866,-2.72130318457,8.42725466998E-6,0.000380262643007,yes,down,93.7,40.87,68.28,214.96,484.89,446.36,67.6166666667,382.07
EVM0006668,,-,0.103693774682,-3.2695988112,5.3137543433E-8,5.28761641653E-6,yes,down,5.3,5.96,8.13,67.67,66.09,16.43,6.46333333333,50.0633333333
EVM0006680,,-,0.350640755457,-1.51193440262,0.00163882985439,0.0217716212671,yes,down,12.49,13.59,16.32,50.78,25.92,23.02,14.1333333333,33.24
EVM0006684,,-,30.6668458269,4.9386078838,0.00167575835201,0.0221298676486,yes,up,0.49,2.67,1.35,0,0,0.1,1.50333333333,0.0333333333333
EVM0006712,,-,0.0723822030431,-3.78822117116,1.52811310696E-10,3.9070880814E-8,yes,down,0.85,0.42,1.67,10.19,13.24,8.32,0.98,10.5833333333
EVM0006722,,-,0.014107778493,-6.14736536055,3.86587239893E-9,6.05674489299E-7,yes,down,0.16,0.07,0.13,0.7,4.54,15.97,0.12,7.07
EVM0006733,,-,67.5291984685,6.07743952857,5.49861813052E-5,0.00172737305742,yes,up,0.67,1.26,0.98,0,0,0,0.97,0
EVM0006739,,-,3.17090576374,1.66489500258,4.7498070686E-5,0.0015180416376,yes,up,29.53,38.48,43.06,11.87,7.86,8.59,37.0233333333,9.44
EVM0006749,,-,0.123955859067,-3.01210162946,1.93389410435E-5,0.000763971170966,yes,down,0.43,0.56,0.63,2.62,6.45,1.28,0.54,3.45
EVM0006772,,-,13.4935385393,3.75419682446,4.30595689968E-5,0.00139556972828,yes,up,2.88,4.81,4.51,0.48,0,0.23,4.06666666667,0.236666666667
EVM0006778,,-,0.252744312182,-1.98424946914,0.00533435969112,0.0481609747689,yes,down,19.87,8.71,21.19,75.73,75.56,14.4,16.59,55.23
EVM0006792,,-,6.28165934327,2.65114570722,2.73627655291E-5,0.000986931131404,yes,up,7.75,6.6,9.49,1.13,1.39,0.62,7.94666666667,1.04666666667
EVM0006798,,-,0.263208962061,-1.92571948233,0.00132255250855,0.0185429315536,yes,down,23.76,20.65,34.74,113.83,102.48,27.68,26.3833333333,81.33
EVM0006805,,-,5.02915972762,2.33031737457,0.000468553908373,0.0090037671182,yes,up,27.17,28.85,32.95,1.74,4.19,8.36,29.6566666667,4.76333333333
EVM0006819,,-,0.198304524787,-2.33421049845,0.00061762636613,0.0109960191239,yes,down,0.75,0.96,2.23,5.43,3.94,5.74,1.31333333333,5.03666666667
EVM0006832,,-,7.64892132905,2.93525630951,0.00449290197018,0.0431004858619,yes,up,0.76,3.98,1.3,0.26,0,0.39,2.01333333333,0.216666666667
EVM0006837,,-,0.356531691649,-1.48789777319,0.00266892256831,0.030253815,yes,down,247.76,149.84,231.63,567.26,633.4,360.02,209.743333333,520.226666667
EVM0006881,,-,3.85608259222,1.94713595253,0.000212370553526,0.00501865150174,yes,up,1.27,2.01,2.26,0.42,0.4,0.34,1.84666666667,0.386666666667
EVM0006898,,-,4.05384411167,2.01929061183,0.00122561492059,0.0176268320883,yes,up,1.9,7.74,8.06,1.52,1.19,0.54,5.9,1.08333333333
EVM0006918,,-,0.263265552753,-1.92540933204,0.00386287618702,0.0389802822589,yes,down,7.47,3.57,9.77,25.14,31.78,7.49,6.93666666667,21.47
EVM0006932,,-,0.0469600750766,-4.41242147484,1.34220124731E-8,1.6383988304E-6,yes,down,12.58,8.55,17.07,45.44,144.15,459.26,12.7333333333,216.283333333
EVM0006970,,-,6.78584110138,2.76252764801,0.00424566803526,0.0415911588989,yes,up,4462.08,2358.43,296.2,726.99,216.25,106.67,2372.23666667,349.97
EVM0006989,,-,67.656060981,6.08014727899,0.00067175489398,0.0116447002936,yes,up,8.9,0.49,3.88,0,0,0,4.42333333333,0
EVM0006993,,-,0.178656441086,-2.48474016666,6.33154555328E-5,0.00194586681286,yes,down,16.81,20.86,21.27,42.28,58.19,165.62,19.6466666667,88.6966666667
EVM0007004,,-,0.149554589504,-2.74125591059,0.00148394582404,0.0201468875414,yes,down,187.08,23.62,146.24,187.62,1089.09,762.14,118.98,679.616666667
EVM0007034,,-,0.0759882549973,-3.71807974183,4.70487236417E-6,0.000235358683022,yes,down,1.54,0.82,0.89,4.27,22.29,9.86,1.08333333333,12.14
EVM0007042,,-,3.66117045168,1.87230494219,0.00113594070219,0.0166891718967,yes,up,43.91,42.35,31.63,6.8,6.28,14.3,39.2966666667,9.12666666667
EVM0007065,,-,0.263967142091,-1.92156973687,0.000673038248271,0.0116447002936,yes,down,56.7,63.89,82.21,129.85,123.34,361.48,67.6,204.89
EVM0007068,,-,0.0675640162408,-3.88760110026,0.0036706243004,0.0380047934455,yes,down,1.36,0.04,0.25,2.9,0.24,20.61,0.55,7.91666666667
EVM0007070,,-,0.058879027985,-4.08610233517,7.29466418318E-7,5.20494081195E-5,yes,down,2.17,2.31,4.93,15.86,9.7,96.15,3.13666666667,40.57
EVM0007071,,-,0.10534060399,-3.2468664583,0.00293975734915,0.0324643029637,yes,down,3.47,0.35,7.34,3.25,10.57,66.4,3.72,26.74
EVM0007085,,-,0.134840559159,-2.89067357985,6.48363325714E-5,0.00198928674384,yes,down,10.65,10.18,2.57,29.49,55.73,70.04,7.8,51.7533333333
EVM0007092,,-,0.222129569632,-2.17052663932,0.000849300005388,0.013557051473,yes,down,39.46,21.27,53.29,202.94,172.61,44.84,38.0066666667,140.13
EVM0007100,,-,4.60881212193,2.20439495746,8.49089096218E-5,0.00245768571891,yes,up,60.91,31.44,74.2,13.56,5.5,10.95,55.5166666667,10.0033333333
EVM0007101,,-,0.0296160860473,-5.0774751978,0.000126128740234,0.00334086903448,yes,down,0,0.09,0.09,0.49,0.41,3.42,0.06,1.44
EVM0007110,,-,0.0383816594878,-4.70343909984,2.26779406049E-6,0.000128060800183,yes,down,0.1,0.64,0.1,2.64,5.89,8.84,0.28,5.79
EVM0007153,,-,0.0789825960488,-3.6623214018,0.000189967925632,0.00462963297218,yes,down,3.15,1.11,0.22,13.43,35.37,6.25,1.49333333333,18.35
EVM0007156,,-,3.74647143952,1.90553245341,0.00450409249604,0.0431628520351,yes,up,4.43,3.61,7.24,1.72,0.31,1.23,5.09333333333,1.08666666667
EVM0007160,,-,0.205351684599,-2.2838313124,0.00192452369534,0.0241669337719,yes,down,9.08,4.94,13.85,58.71,43.72,7.32,9.29,36.5833333333
EVM0007166,,-,3.47531138946,1.79714224975,0.00370481461213,0.0382297826203,yes,up,1.75,5.77,7.44,1.14,0.84,1.21,4.98666666667,1.06333333333
EVM0007173,,-,0.118131667225,-3.08153233908,1.36245246572E-7,1.19358440877E-5,yes,down,11.07,7.13,9.33,60.02,101.45,35.16,9.17666666667,65.5433333333
EVM0007177,,-,0.11888675335,-3.07234011942,0.000943627123926,0.0146469070188,yes,down,0.52,0.26,0.4,0.66,2.11,5.46,0.393333333333,2.74333333333
EVM0007184,,-,0.0137305496654,-6.18646680874,2.10836291295E-5,0.000820567713836,yes,down,0.11,0,0.23,0,6.19,12.28,0.113333333333,6.15666666667
EVM0007189,,-,4.51645054171,2.17518941035,1.53576303326E-5,0.000632480127054,yes,up,231.85,469.06,293.7,43.55,51.76,82.03,331.536666667,59.1133333333
EVM0007190,,-,0.128628859295,-2.95871373146,0.000267897291119,0.0060363784972,yes,down,0.77,2.12,1.24,2.79,4.35,18.05,1.37666666667,8.39666666667
EVM0007207,,-,0.0980000349482,-3.35107392606,0.000229532672406,0.0053284577129,yes,down,1.04,1.21,0.86,2.13,13.96,10.5,1.03666666667,8.86333333333
EVM0007231,,-,6.11005424952,2.6111851894,5.63126966647E-6,0.000274248791773,yes,up,130.9,132.55,228.57,17.84,9.44,36.2,164.006666667,21.16
EVM0007232,,-,6.56478180831,2.71474706149,0.000490795437363,0.00930734105287,yes,up,0.64,3.8,3.28,0.57,0.14,0.15,2.57333333333,0.286666666667
EVM0007237,,-,3.81618039725,1.93212937157,0.00440887884881,0.0425181745626,yes,up,1.13,4.78,2.97,0.28,0.66,0.83,2.96,0.59
EVM0007246,,-,0.285022707939,-1.81085123061,0.000284799953531,0.00627128532341,yes,down,1.99,3.47,6.33,15.12,9.39,6.7,3.93,10.4033333333
EVM0007256,,-,0.165053927826,-2.59899062377,7.05367950928E-5,0.00212522399487,yes,down,4.31,4.45,12.49,27.33,55.7,13.18,7.08333333333,32.07
EVM0007266,,-,3.68379713497,1.88119361506,0.00265691438971,0.0301734342999,yes,up,10.66,37.75,12.36,5.45,3.76,4.22,20.2566666667,4.47666666667
EVM0007292,,-,5.57055164942,2.47782020413,0.00390462159005,0.0391931182395,yes,up,10.76,23.58,13.83,0.77,0.46,5.57,16.0566666667,2.26666666667
EVM0007296,,-,5.6548941454,2.4995000185,0.00149709844059,0.0202946135441,yes,up,3.3,3.09,5.78,0.13,1.17,0.4,4.05666666667,0.566666666667
EVM0007319,,-,0.0984340657304,-3.34469850475,1.88981151304E-10,4.57757107151E-8,yes,down,1.8,1.68,5.4,22.32,28.34,16.26,2.96,22.3066666667
EVM0007335,,-,0.236610367357,-2.07941480647,0.00239566109385,0.0281440491874,yes,down,20.67,35.75,62.82,118.55,223.85,33.29,39.7466666667,125.23
EVM0007337,,-,2.22498768539,1.15379735124,0.00476914143451,0.0450231408553,yes,up,8.7,13.39,18.63,4.76,4.21,5.19,13.5733333333,4.72
EVM0007345,,-,0.0234032467887,-5.41714749753,2.98736068316E-9,4.9994838924E-7,yes,down,1.09,1.15,2.74,5.23,52.16,102.57,1.66,53.32
EVM0007365,,-,2.86170660452,1.51687576783,0.00130979393909,0.018434248184,yes,up,13.88,34.18,27.21,7.27,7.99,5.36,25.09,6.87333333333
EVM0007375,,-,0.232936890931,-2.1019889532,0.000115246159042,0.00309567152252,yes,down,19.43,20.27,18.39,35.46,86.31,83.52,19.3633333333,68.43
EVM0007385,,-,5.84453140108,2.54708735796,0.00510290610006,0.0468542481598,yes,up,7.83,10.91,2.16,1.71,0.93,0.56,6.96666666667,1.06666666667
EVM0007393,,-,0.318764547421,-1.64943691131,0.00192348091359,0.0241669337719,yes,down,6.55,5.6,10.61,25.91,21.61,9.78,7.58666666667,19.1
EVM0007399,,-,6.4527746907,2.68991965228,3.08930605196E-7,2.5053319432E-5,yes,up,34.61,124.97,106.98,12.03,11.65,8.06,88.8533333333,10.58
EVM0007405,,-,30.4719776947,4.92941123186,2.43383109973E-5,0.000905139327574,yes,up,0.44,2.49,1.7,0.07,0,0.04,1.54333333333,0.0366666666667
EVM0007414,,-,0.0627857238269,-3.99341963234,1.00625282677E-10,2.72413357175E-8,yes,down,2.32,1.81,3.26,13.61,47.99,31.83,2.46333333333,31.1433333333
EVM0007419,,-,4.30360005502,2.10554401064,0.00173515006503,0.0226702466623,yes,up,4.22,7.13,4.32,1.58,0.37,1.05,5.22333333333,1
EVM0007438,,-,0.0667159740166,-3.90582395797,4.60758835553E-17,7.06842450308E-14,yes,down,1.64,2.66,5.58,41.34,34.56,35.23,3.29333333333,37.0433333333
EVM0007440,,-,3.04612080686,1.60697315916,0.00291002416594,0.0322520378512,yes,up,30.13,25.23,33.54,8.35,4.38,11.5,29.6333333333,8.07666666667
EVM0007448,,-,0.401782928911,-1.31551182723,0.00341694180073,0.0362759409514,yes,down,7.09,11.42,14.66,24.43,26.05,13.84,11.0566666667,21.44
EVM0007468,,-,0.454710832486,-1.13697872136,0.00158394196692,0.0211909794107,yes,down,152.08,200.96,250.29,403.23,303.18,357.65,201.11,354.686666667
EVM0007478,,-,4.85440656643,2.2792949422,0.00107940486272,0.0161235714265,yes,up,22.39,148.32,52.99,14.4,6.78,15.17,74.5666666667,12.1166666667
EVM0007481,,-,0.199079070225,-2.32858654068,0.000359918723373,0.00742796387732,yes,down,2.06,5.76,5.1,19.85,24.92,5.38,4.30666666667,16.7166666667
EVM0007513,,-,0.110764416616,-3.17443360896,0.000281980735124,0.00625419681071,yes,down,0.46,0.8,0.92,5.58,7.82,2.37,0.726666666667,5.25666666667
EVM0007517,,-,0.0436411687363,-4.51816645137,8.43114023572E-11,2.38782862461E-8,yes,down,0.86,1.14,2.05,16.34,45.56,8.37,1.35,23.4233333333
EVM0007524,,-,6.00301555482,2.58568740623,0.000463252272598,0.00892985454059,yes,up,4.2,12.36,4.12,1.27,0.35,1.2,6.89333333333,0.94
EVM0007552,,-,3.00413572358,1.58694999372,0.00455684963301,0.043487322392,yes,up,155.24,85.74,173.67,25.98,32.72,55.5,138.216666667,38.0666666667
EVM0007569,,-,13.7578016793,3.78217805913,3.1528926666E-5,0.00111618463653,yes,up,1.76,6.59,1.9,0.05,0.34,0.22,3.41666666667,0.203333333333
EVM0007575,,-,0.371603556004,-1.42816378745,0.00409949401616,0.0406833344169,yes,down,64.23,44.9,94.18,170.6,181.84,91.56,67.77,148
EVM0007580,,-,0.0348215794802,-4.84387454576,1.01544584504E-5,0.000440880720788,yes,down,0.05,0.2,0.33,0.46,2.15,9.37,0.193333333333,3.99333333333
EVM0007597,,-,18.6674166548,4.22245038468,4.56461669088E-7,3.48904722105E-5,yes,up,18.18,2.42,22.24,0.7,0.26,0.94,14.28,0.633333333333
EVM0007604,,-,0.376173499519,-1.4105298767,0.00184137738512,0.0235893641494,yes,down,19.08,30.32,55.65,73.52,49.3,87.92,35.0166666667,70.2466666667
EVM0007608,,-,5.42519526567,2.43967506452,0.00105589378492,0.015932744825,yes,up,8.02,12.72,3.56,0.63,1.15,1.97,8.1,1.25
EVM0007637,,-,0.13413788009,-2.89821138784,4.92834523411E-6,0.000243886847889,yes,down,4.05,5.08,5.34,42.99,36.11,9.14,4.82333333333,29.4133333333
EVM0007644,,-,0.141215818737,-2.82402638918,0.000560764610473,0.0103128029113,yes,down,3.74,0.98,0.86,22.39,8.05,8.09,1.86,12.8433333333
EVM0007648,,-,9.92150519492,3.31055900897,7.64372277454E-6,0.000353550986323,yes,up,43.22,77.59,16.3,4.14,5.61,2.23,45.7033333333,3.99333333333
EVM0007653,,-,0.407406000692,-1.29546086494,0.00300199500908,0.0328428626365,yes,down,15.03,18.97,33.57,59.82,37.22,31.75,22.5233333333,42.93
EVM0007669,,-,0.110870312943,-3.1730549792,5.69413427845E-13,2.75850836663E-10,yes,down,3.78,6.66,9.07,37.43,42.28,55.6,6.50333333333,45.1033333333
EVM0007674,,-,0.00351914399643,-8.15055973713,5.60426449725E-11,1.80998079175E-8,yes,down,0.06,0.13,0.08,0.75,31.82,25.64,0.09,19.4033333333
EVM0007680,,-,0.267768613647,-1.90094122904,0.000342767688231,0.00721144042588,yes,down,6.38,4.74,8.66,20.85,26.86,12.23,6.59333333333,19.98
EVM0007697,,-,0.223869729991,-2.15926862406,0.00191070919765,0.0241415549894,yes,down,42.58,16.24,43.44,177.7,170.95,39.9,34.0866666667,129.516666667
EVM0007720,,-,0.258949937769,-1.94925488313,1.95168298842E-5,0.000769347583167,yes,down,48.11,70,49.74,196.1,208.24,132.21,55.95,178.85
EVM0007726,,-,4.24796827168,2.08677299061,3.02245049277E-5,0.00107206726631,yes,up,21.72,29.96,22.69,3.39,5.67,5.32,24.79,4.79333333333
EVM0007734,,-,0.244456797648,-2.03234857174,0.0034415980951,0.0363281991587,yes,down,22.88,8.9,26.6,96.06,83.33,20.85,19.46,66.7466666667
EVM0007741,,-,0.38315152477,-1.3840130479,0.00283681891094,0.0317079534496,yes,down,8.73,7.35,8.59,17.24,14.98,21.45,8.22333333333,17.89
EVM0007766,,-,0.0684305512484,-3.8692156206,5.56101751993E-6,0.000271545813062,yes,down,0.36,0.28,0.87,2.08,11.6,3.04,0.503333333333,5.57333333333
EVM0007771,,-,0.294778469115,-1.76229694235,0.00243793163677,0.0284951641279,yes,down,8.11,3.57,13.68,30.6,14.4,23.76,8.45333333333,22.92
EVM0007820,,-,2.52551267791,1.33657628402,0.00189526122942,0.024075698637,yes,up,9.45,19.98,21.15,5.54,3.92,6.04,16.86,5.16666666667
EVM0007828,,-,2.98821181,1.57928241266,0.00261252755797,0.0297703252309,yes,up,6.65,8.13,8.01,1.78,1.55,2.91,7.59666666667,2.08
EVM0007832,,-,3.43782706171,1.78149697254,0.00540714242937,0.0483970839307,yes,up,7.39,37.56,24.29,5.5,3.15,6.82,23.08,5.15666666667
EVM0007855,,-,4.26118673007,2.09125527345,0.00358478761179,0.0374219434019,yes,up,1.75,2.94,2.16,0.53,0.28,0.54,2.28333333333,0.45
EVM0007856,,-,0.214215445274,-2.22286559044,1.35078450275E-7,1.18978908666E-5,yes,down,39.71,38.91,42.41,183.13,161.14,125.41,40.3433333333,156.56
EVM0007864,,-,0.284947192373,-1.81123351722,0.00137260048153,0.0190415992951,yes,down,8.94,4.14,18.18,31.8,27.22,26.57,10.42,28.53
EVM0007874,,-,0.165463744354,-2.59541295986,0.000615817229528,0.0109850575372,yes,down,0.47,0.39,0.68,3.39,3.46,0.62,0.513333333333,2.49
EVM0007964,,-,0.294965022346,-1.76138420848,0.00140894027543,0.0194140580317,yes,down,53.05,49.13,79.74,222.34,206.57,68.47,60.64,165.793333333
EVM0007967,,-,4.72600464436,2.24062104708,3.22790426601E-5,0.00113836187037,yes,up,5.18,14.63,11.7,2.13,1.28,1.78,10.5033333333,1.73
EVM0007974,,-,0.193043557839,-2.37300168476,0.005628563438,0.0497676389674,yes,down,1.64,0.24,1.6,4.5,2.74,7.95,1.16,5.06333333333
EVM0007981,,-,67.2760465417,6.0720210234,4.56334531233E-5,0.00147121933196,yes,up,10.32,2.41,10.11,0,0.31,0,7.61333333333,0.103333333333
EVM0007982,,-,0.419804773435,-1.25220952385,0.00198837074086,0.0247323763301,yes,down,241.2,443.31,536.52,925.44,765.6,569.2,407.01,753.413333333
EVM0007990,,-,0.134502446421,-2.89429568116,4.20775617145E-6,0.00021280380044,yes,down,9.16,4.07,15.48,82.83,61.97,26.35,9.57,57.05
EVM0008007,,-,56.3131967919,5.81540114712,0.000227391691847,0.00529210323036,yes,up,0.48,1.48,1.97,0,0,0,1.31,0
EVM0008027,,-,16.8898104495,4.07808123208,0.00129375353196,0.0182643472162,yes,up,47.71,178.38,1.5,8.22,3.37,0.16,75.8633333333,3.91666666667
EVM0008047,,-,5.55268589841,2.47318578858,6.74621899343E-5,0.00204935883581,yes,up,2.3,8.82,8.79,1.34,0.88,0.5,6.63666666667,0.906666666667
EVM0008082,,-,0.105859803441,-3.23977321457,3.57987476964E-6,0.000186690976301,yes,down,24.32,47.72,37.31,86.84,178.3,548.37,36.45,271.17
EVM0008091,,-,4.49889633629,2.16957112467,0.0050218873761,0.0464096007563,yes,up,9.4,15.36,3.45,2.17,2.4,0.91,9.40333333333,1.82666666667
EVM0008099,,-,0.335588132433,-1.57523639693,0.00540195717476,0.0483970839307,yes,down,19.37,22.53,39.54,92.68,73.25,24.45,27.1466666667,63.46
EVM0008102,,-,20.4476539033,4.35386341745,7.34063705405E-9,9.79230344406E-7,yes,up,29.26,122.24,21.75,3.61,1.43,1.99,57.75,2.34333333333
EVM0008114,,-,4.7133363612,2.23674864111,0.00166866978844,0.0220688322449,yes,up,149.37,28.4,172.74,21.17,12.5,28.35,116.836666667,20.6733333333
EVM0008117,,-,0.194224945863,-2.36419958537,0.000617619550928,0.0109960191239,yes,down,15.75,53.91,36.73,203.86,196.25,39.63,35.4633333333,146.58
EVM0008120,,-,4.59983595549,2.20158241108,4.39318735997E-5,0.00142133894744,yes,up,7.98,17.36,10.39,1.81,1.75,2.68,11.91,2.08
EVM0008127,,-,2.94210831609,1.55685036155,0.001772834318,0.023031832717,yes,up,59.52,91.48,62.38,27.52,20.17,12.94,71.1266666667,20.21
EVM0008131,,-,0.0923556361868,-3.43665618254,1.75604144195E-7,1.48288839013E-5,yes,down,9.64,7.74,11.52,66.23,156.64,31.58,9.63333333333,84.8166666667
EVM0008141,,-,0.167517520128,-2.57761610451,0.00224627298101,0.0269319139001,yes,down,2,0.51,3.29,5.1,2.78,19.48,1.93333333333,9.12
EVM0008161,,-,0.141300809295,-2.82315836621,7.87724661018E-7,5.51476868888E-5,yes,down,7.26,3.43,7.5,33.5,23.71,50.09,6.06333333333,35.7666666667
EVM0008165,,-,50.1750889494,5.64889936406,0.000416963837879,0.00827143027104,yes,up,0.15,0.09,0.24,0,0,0,0.16,0
EVM0008167,,-,0.320104917503,-1.64338325492,0.00099705308694,0.0153083822164,yes,down,19.83,18.59,17.11,52.28,61.84,31.85,18.51,48.6566666667
EVM0008179,,-,0.298555881793,-1.74392710363,0.00082580027655,0.0132538424508,yes,down,1.79,1.71,3.56,5.35,6.34,6.77,2.35333333333,6.15333333333
EVM0008181,,-,0.0661386425742,-3.91836275373,0.000343629503781,0.00721824409787,yes,down,0.08,0.08,0.08,1.52,1.13,0.3,0.08,0.983333333333
EVM0008215,,-,0.104804121571,-3.25423264087,0.00115986595525,0.0169460098177,yes,down,5.43,9.21,17.79,195.88,41.45,2.88,10.81,80.07
EVM0008219,,-,0.121610395387,-3.03966153772,9.40266138009E-6,0.000417092996015,yes,down,0.64,0.35,0.98,6.5,1.76,4.89,0.656666666667,4.38333333333
EVM0008220,,-,0.248014485025,-2.01150371273,0.00252958180348,0.029159092937,yes,down,19.14,24.7,41.51,140.8,107.98,21.07,28.45,89.95
EVM0008225,,-,0.0275239041426,-5.18317106538,6.04934059579E-14,3.84007969062E-11,yes,down,4.99,3.29,2.5,100.23,196.34,46.64,3.59333333333,114.403333333
EVM0008237,,-,44.0228097405,5.46017932256,2.32281900487E-10,5.41275633679E-8,yes,up,14.02,7.92,25.04,0.37,0.54,0,15.66,0.303333333333
EVM0008266,,-,7.67281308057,2.93975560945,3.44407848746E-5,0.00118508487618,yes,up,44.98,87.84,165.24,7.08,2.73,18.96,99.3533333333,9.59
EVM0008269,,-,183.012006051,7.51579448584,3.29554874665E-8,3.65926520622E-6,yes,up,4.42,7.97,10.37,0,0,0,7.58666666667,0
EVM0008271,,-,29.1271928572,4.86429476286,0.00551133882567,0.0490610427668,yes,up,0.37,0.54,0.52,0,0,0,0.476666666667,0
EVM0008281,,-,0.35018143617,-1.51382548929,0.0055076367699,0.0490518071104,yes,down,164.82,441.6,182.09,490.49,638.64,695.31,262.836666667,608.146666667
EVM0008322,,-,3.02646067727,1.59763160627,0.00401534960094,0.0400208829473,yes,up,7.11,24.7,29.13,5.89,4.2,5.04,20.3133333333,5.04333333333
EVM0008332,,-,0.254843580937,-1.97231608015,0.000683965009747,0.0117393792605,yes,down,0.38,1.19,1.11,2.54,3.58,1.9,0.893333333333,2.67333333333
EVM0008337,,-,0.240354874494,-2.05676203268,0.00035961883792,0.00742796387732,yes,down,87.13,73.98,118.66,267.15,146.61,532.56,93.2566666667,315.44
EVM0008343,,-,0.0930775592658,-3.42542280973,0.000152372493441,0.00388507649828,yes,down,0.08,0.3,0.66,1.4,1.18,5.49,0.346666666667,2.69
EVM0008344,,-,0.0648491511417,-3.94676849967,8.7280878539E-5,0.00250663602656,yes,down,2.2,1.22,1.41,0.87,16.13,46.78,1.61,21.26
EVM0008358,,-,6.17688273412,2.62687894191,0.00141120185094,0.0194306767942,yes,up,3.09,16.87,7.47,1.45,1.26,0.81,9.14333333333,1.17333333333
EVM0008367,,-,6.16683049979,2.62452919325,0.00129507580625,0.0182690042278,yes,up,6.2,11.04,13.03,0.37,0.46,2.92,10.09,1.25
EVM0008388,,-,0.320695647284,-1.64072332229,0.00512349654396,0.0469074400961,yes,down,0.57,1.41,1.7,2.04,3.21,3.43,1.22666666667,2.89333333333
EVM0008389,,-,0.034581198486,-4.85386832022,1.63392305371E-7,1.3861239399E-5,yes,down,7,3.33,10.7,54.87,23.11,405.44,7.01,161.14
EVM0008406,,-,0.335277597829,-1.57657200478,0.00100472299623,0.0153876419615,yes,down,3.7,10.35,9.23,15.1,15.44,22.69,7.76,17.7433333333
EVM0008428,,-,0.0946499943857,-3.40125376942,0.000606689085042,0.0108689208834,yes,down,1.18,0.13,2.25,4.26,2.42,22.34,1.18666666667,9.67333333333
EVM0008436,,-,0.0633091354041,-3.98144249658,1.97422728509E-13,1.03838714546E-10,yes,down,0.79,1.32,1.63,16.1,10.18,20.91,1.24666666667,15.73
EVM0008439,,-,3.73965673718,1.90290585132,0.00268175339,0.0303432072259,yes,up,9.2,10.62,17.5,2.69,0.83,4.29,12.44,2.60333333333
EVM0008444,,-,259.284921548,8.01839449994,1.53281934753E-6,9.31276282796E-5,yes,up,6.98,0.19,5.35,0,0,0,4.17333333333,0
EVM0008453,,-,4.68485577004,2.22800463315,0.000169372575899,0.0042039539712,yes,up,98.59,53.8,103.65,19.3,6.68,20.06,85.3466666667,15.3466666667
EVM0008458,,-,0.448408078667,-1.15711582444,0.00552719866753,0.0491639839551,yes,down,8.03,10.22,12.93,19.58,13.52,22.32,10.3933333333,18.4733333333
EVM0008507,,-,0.217422676851,-2.2014256758,0.00108188600362,0.0161266716119,yes,down,65.67,32.54,75.91,284.17,316,65.89,58.04,222.02
