"Gene ID","Gene Name","Gene Description",FC(MS30/M5),Log2FC(MS30/M5),Pvalue,Padjust,Significant,Regulate,MS30_1,MS30_2,MS30_3,M5_1,M5_2,M5_3,MS30,M5
EVM0000272,,-,0.0252030792261,-5.31025618173,3.32385669254E-10,7.46205827475E-8,yes,down,0.36,0.19,0.52,5.67,23.96,3.85,0.356666666667,11.16
EVM0000274,,-,0.132889471019,-2.91170129208,4.11019053528E-9,6.14157944758E-7,yes,down,46.99,33.7,63.1,388.19,321.5,175.86,47.93,295.183333333
EVM0000329,,-,4.43754397415,2.14976141606,0.00144679670257,0.0198022903328,yes,up,8.64,26.17,21.86,1.54,1.84,6.35,18.89,3.24333333333
EVM0000341,,-,23.3009618936,4.5423176073,0.00515914973732,0.047087152957,yes,up,0.26,1.45,0.85,0,0.09,0,0.853333333333,0.03
EVM0000352,,-,0.017103947096,-5.86952689398,8.05682210993E-13,3.80302662107E-10,yes,down,1.37,1.02,2.32,48.12,150.5,20.44,1.57,73.02
EVM0000363,,-,40.3076984022,5.33298350153,0.00107537011391,0.0160816315409,yes,up,0.76,0.9,1.33,0,0,0,0.996666666667,0
EVM0000365,,-,15.467103495,3.95113114529,0.000130483776036,0.00343644611308,yes,up,0.6,10.05,4.36,0.03,0.15,0.54,5.00333333333,0.24
EVM0000380,,-,4.39783963892,2.13679499929,9.50477222697E-5,0.00265916948216,yes,up,7.3,24.43,14.63,2.64,2.77,2.85,15.4533333333,2.75333333333
EVM0000390,,-,10.759334038,3.42751687819,0.0014286628544,0.0196124194531,yes,up,0.6,4.11,2.84,0.22,0,0.27,2.51666666667,0.163333333333
EVM0000391,,-,0.227637410995,-2.13519041852,0.00149475271642,0.0202777470571,yes,down,2.18,1.73,2.24,14.02,6.47,2.4,2.05,7.63
EVM0000396,,-,0.256386129183,-1.96360988246,5.55029392229E-6,0.000271545813062,yes,down,58.92,77.92,114.53,221.88,340.66,203.9,83.79,255.48
EVM0000423,,-,4.2193562181,2.07702289187,0.00276480293357,0.0310538482026,yes,up,2.35,3.96,4.26,1.08,0.71,0.21,3.52333333333,0.666666666667
EVM0000427,,-,8.20940908406,3.03727838008,0.000318434950354,0.006840220538,yes,up,1.99,14.41,2.65,0.52,0.58,0.75,6.35,0.616666666667
EVM0000437,,-,64.3925274314,6.00882137231,0.000163363755684,0.00408609154671,yes,up,3.38,3.96,1.41,0,0,0,2.91666666667,0
EVM0000440,,-,0.367006384694,-1.44612293349,0.00101000415994,0.0154428293856,yes,down,57.71,74.35,93.21,182.02,203.89,104.13,75.09,163.346666667
EVM0000443,,-,0.300291818952,-1.73556292375,0.0002359656011,0.00545714918423,yes,down,20.08,28.25,45.27,51.67,76.09,110.34,31.2,79.3666666667
EVM0000460,,-,0.257141626845,-1.95936491808,7.46663660629E-5,0.00222226601793,yes,down,2.45,4.4,7.03,20.03,12.72,8.3,4.62666666667,13.6833333333
EVM0000461,,-,17.8536732845,4.1581490254,0.00459662073087,0.0438214350257,yes,up,2.37,2.16,0.12,0,0,0.23,1.55,0.0766666666667
EVM0000463,,-,0.0695273919431,-3.84627471647,0.000201869490771,0.00484513097209,yes,down,11.79,0.27,7,181.52,47.7,29.55,6.35333333333,86.2566666667
EVM0000473,,-,0.282574303181,-1.82329781944,0.000667090379744,0.0116072465035,yes,down,4.95,10.53,7.63,15.85,31.44,17.58,7.70333333333,21.6233333333
EVM0000477,,-,4.42767821294,2.14655037626,0.00135835242979,0.0189009144974,yes,up,40.11,69.29,50.61,18.17,2.59,9.18,53.3366666667,9.98
EVM0000504,,-,3.06275505833,1.61482999304,0.000807745623129,0.0130665985731,yes,up,10.48,31.16,33.45,7.89,4.8,5.92,25.03,6.20333333333
EVM0000508,,-,8.92772255958,3.15829219427,0.0017818969105,0.0231332441645,yes,up,40.59,39.17,3.79,7.03,1.26,0.65,27.85,2.98
EVM0000522,,-,0.354294363575,-1.49697958091,0.0015931680938,0.0212989335067,yes,down,9.29,14.11,18.52,38.33,34.29,22.78,13.9733333333,31.8
EVM0000524,,-,0.221055374527,-2.17752028388,0.000481097583354,0.00919680728137,yes,down,49.42,23.13,37.78,208.93,161.72,64.5,36.7766666667,145.05
EVM0000530,,-,3.85638404917,1.94724873368,0.000224847288287,0.00524615174915,yes,up,13.84,18.68,26.47,4.88,2.8,4.47,19.6633333333,4.05
EVM0000532,,-,20.2907763281,4.34275215876,0.00128974795816,0.0182357681734,yes,up,0.94,1.85,1.86,0,0,0.17,1.55,0.0566666666667
EVM0000540,,-,0.118797434625,-3.07342441274,1.60297823528E-7,1.37252215504E-5,yes,down,16.84,6.56,18.34,96.45,64.5,132.98,13.9133333333,97.9766666667
EVM0000545,,-,0.332481863442,-1.58865244972,0.00351114099767,0.036914103156,yes,down,4.13,2.26,6.64,12.62,11.99,6.64,4.34333333333,10.4166666667
EVM0000547,,-,59.7868706403,5.90175679433,0.000211486729005,0.00501062959363,yes,up,0.39,1.69,2.09,0,0,0,1.39,0
EVM0000549,,-,3.55474781985,1.82974721612,0.00138230511533,0.0191473701039,yes,up,15.81,59.86,45.99,7.45,6.24,12.5,40.5533333333,8.73
EVM0000553,,-,4.45811566927,2.15643404892,0.0042913225002,0.0418993201489,yes,up,4.29,10.86,5.17,2.21,0.77,0.78,6.77333333333,1.25333333333
EVM0000563,,-,31.9937412626,4.99971780211,6.98529765451E-7,5.02313845788E-5,yes,up,1.42,6.43,5.21,0.15,0.09,0.07,4.35333333333,0.103333333333
EVM0000568,,-,8.5096445712,3.08909887503,0.000656671359567,0.0114693197896,yes,up,37.96,12.52,14.57,2.6,1.51,2.98,21.6833333333,2.36333333333
EVM0000575,,-,3.95392789435,1.98328656166,0.00324380785964,0.0348724435211,yes,up,1.46,3.21,4.77,0.37,0.89,0.51,3.14666666667,0.59
EVM0000586,,-,0.362531605587,-1.4638213198,0.00493769965444,0.0459868894449,yes,down,3.14,2.66,3.16,7.28,8.67,4.6,2.98666666667,6.85
EVM0000607,,-,0.378626588685,-1.40115236843,0.00366440078319,0.037961707382,yes,down,48.45,34.51,69.11,150.94,102.62,73.74,50.69,109.1
EVM0000608,,-,0.175873562353,-2.50738946443,0.000627592285318,0.0110612902636,yes,down,0.71,0.96,0.83,1.32,5.59,4.45,0.833333333333,3.78666666667
EVM0000649,,-,0.324711676856,-1.62276882902,0.00270202755842,0.030516334554,yes,down,1.25,1.04,2.48,4.66,3.39,3.53,1.59,3.86
EVM0000666,,-,6.73318519738,2.75128914694,3.21576780519E-9,5.28563120766E-7,yes,up,17.48,39.44,41.11,4.75,3.03,3.45,32.6766666667,3.74333333333
EVM0000686,,-,0.0394439864021,-4.66405082488,9.84491860927E-6,0.000431512158757,yes,down,0.68,1.14,3.6,1.35,28.12,68.28,1.80666666667,32.5833333333
EVM0000689,,-,0.0235832124894,-5.40609593512,1.49408106018E-7,1.29129287497E-5,yes,down,2.84,3.01,4.63,28.29,307,6.86,3.49333333333,114.05
EVM0000698,,-,0.0664150406622,-3.9123461917,1.06589734234E-11,3.92442083502E-9,yes,down,3.81,3.64,6.99,42.56,96.08,29.61,4.81333333333,56.0833333333
EVM0000710,,-,0.200230892673,-2.32026351698,0.000455202623595,0.00883947795122,yes,down,5.7,3.03,9.87,24.99,8.84,39.79,6.2,24.54
EVM0000712,,-,38.3515193374,5.26121182769,0.000267054668809,0.00602476641924,yes,up,6.04,7.3,8.58,0.51,0,0,7.30666666667,0.17
EVM0000731,,-,4.10305959552,2.03670010903,0.00262277162837,0.029840916506,yes,up,35.13,64.12,16.48,10.97,4.02,9.4,38.5766666667,8.13
EVM0000736,,-,0.340073218272,-1.55608270068,0.00547597341816,0.0488880672429,yes,down,1.38,0.87,1.93,3.79,2.26,3.92,1.39333333333,3.32333333333
EVM0000740,,-,0.0211162036551,-5.56550570452,4.28335334211E-6,0.000215991606453,yes,down,0,0.03,0.14,3.02,2.57,0.25,0.0566666666667,1.94666666667
EVM0000767,,-,19.968705931,4.31966893706,0.00130302700703,0.018367093547,yes,up,0.8,0.62,1.25,0,0.12,0,0.89,0.04
EVM0000774,,-,0.157442230105,-2.66710553376,0.00394276025201,0.0394683379442,yes,down,10.27,1.09,10.22,8.3,40.9,64.45,7.19333333333,37.8833333333
EVM0000779,,-,2.48225931747,1.31165383928,0.00347967639823,0.0366880657589,yes,up,52,133.9,100.42,30.98,25.6,33.83,95.44,30.1366666667
EVM0000817,,-,0.273101986434,-1.87248828716,0.00144915261217,0.0198050856997,yes,down,0.9,0.73,1.86,4.53,3.88,1.6,1.16333333333,3.33666666667
EVM0000827,,-,10.6053125767,3.40671523779,3.98744158745E-8,4.17072796496E-6,yes,up,75.77,129.6,41.22,6.28,8.57,5.01,82.1966666667,6.62
EVM0000844,,-,0.0534938061625,-4.22448433258,6.44451032188E-8,6.27708944527E-6,yes,down,26.75,8.24,18.43,85.76,230.72,543.17,17.8066666667,286.55
EVM0000849,,-,0.156320755585,-2.67741874911,4.56976774846E-8,4.69971254086E-6,yes,down,5.35,7.82,9.27,38.36,50.33,26.23,7.48,38.3066666667
EVM0000854,,-,0.20414399297,-2.29234097866,0.00069126931245,0.0118377458352,yes,down,0.48,0.99,2.87,5.04,6.73,3.51,1.44666666667,5.09333333333
EVM0000866,,-,0.355191781924,-1.49332989247,0.0048116899349,0.045234664626,yes,down,29.39,21.45,44.19,88.27,90.09,37.03,31.6766666667,71.7966666667
EVM0000875,,-,0.259107723475,-1.94837607492,0.000809965077135,0.0130909983362,yes,down,3.89,12.2,8.5,42.63,16.24,16.19,8.19666666667,25.02
EVM0000913,,-,0.288837174959,-1.7916716578,0.00186768103452,0.0238322997648,yes,down,15.48,9.73,10.6,23.89,32.17,50.39,11.9366666667,35.4833333333
EVM0000922,,-,0.136169752528,-2.8765218227,0.000192330909692,0.00467717267704,yes,down,0.31,1.3,2.16,1.81,6.34,11.41,1.25666666667,6.52
EVM0000926,,-,4.01920456161,2.00691000673,0.001108333249,0.0164013720104,yes,up,66.8,155.52,97.36,25.06,9.37,32.27,106.56,22.2333333333
EVM0000936,,-,4.87609737469,2.28572693658,2.3945488315E-6,0.000134073671532,yes,up,3.94,7.38,7.99,1.1,1,1,6.43666666667,1.03333333333
EVM0000948,,-,0.228631074656,-2.12890659245,0.000327322037132,0.00697415669162,yes,down,2.71,8.9,7.11,32.62,21.21,9.69,6.24,21.1733333333
EVM0000967,,-,54.864481258,5.7778005593,0.000363420877367,0.00747020708111,yes,up,0.35,1.36,7.82,0,0.12,0,3.17666666667,0.04
EVM0000988,,-,17.0189458227,4.08906977213,9.87162579068E-8,9.22470858785E-6,yes,up,12.26,45.46,13.26,1.81,1.29,0.32,23.66,1.14
EVM0001029,,-,3.706982185,1.89024518188,0.00106356893978,0.0159830535612,yes,up,4.87,12.47,8.67,1.92,2.38,1.27,8.67,1.85666666667
EVM0001033,,-,0.330217691301,-1.59851068067,0.00495593527572,0.0459868894449,yes,down,5.41,5.31,12.57,23.83,22.49,8.07,7.76333333333,18.13
EVM0001039,,-,0.240932006652,-2.05330203352,6.78692912593E-6,0.00032122736058,yes,down,27.68,24.26,36.73,106.8,124.43,67.88,29.5566666667,99.7033333333
EVM0001043,,-,16.79139274,4.06964999257,8.42778849188E-6,0.000380262643007,yes,up,3.33,2.53,3.67,0,0.27,0.21,3.17666666667,0.16
EVM0001044,,-,0.320104240261,-1.64338630721,0.00508137534099,0.0467183028939,yes,down,31.41,10.11,32.48,67.84,64.08,62.96,24.6666666667,64.96
EVM0001083,,-,0.29147780447,-1.77854206601,0.000542838072866,0.0100838608309,yes,down,42.36,33.71,61.99,181.67,136.18,67.51,46.02,128.453333333
EVM0001120,,-,0.353420060463,-1.50054416392,0.000270433335134,0.00607864135101,yes,down,4.07,4.94,5.72,11.65,10.56,11.36,4.91,11.19
EVM0001122,,-,0.416111994783,-1.26495621899,0.000909167513922,0.0142320278604,yes,down,32.66,49.35,62.55,115.11,76.23,82.34,48.1866666667,91.2266666667
EVM0001124,,-,6.67492313784,2.73875122417,0.000480947714043,0.00919680728137,yes,up,19.49,48.02,31.61,1.4,1.5,8.76,33.04,3.88666666667
EVM0001138,,-,0.0632705761583,-3.98232145631,8.04840445232E-6,0.000366740290997,yes,down,61.74,13.24,38.07,77.75,929.89,537.41,37.6833333333,515.016666667
EVM0001142,,-,3.24496443916,1.69820266814,0.00118085005694,0.0172116141712,yes,up,119.57,360.51,480.28,71.12,68.15,90.76,320.12,76.6766666667
EVM0001156,,-,0.18399851826,-2.44223394658,3.30268885849E-6,0.000175213830536,yes,down,11.89,6.48,18.16,60.79,62.06,36.61,12.1766666667,53.1533333333
EVM0001176,,-,3.4203354371,1.77413781918,0.00245986802928,0.0286605762981,yes,up,19.91,32.45,11.79,6.87,4.68,4.5,21.3833333333,5.35
EVM0001197,,-,0.0337746412893,-4.88791574259,1.67767111212E-9,3.02786740226E-7,yes,down,17.17,43.39,25.16,94.79,1057.67,857.54,28.5733333333,670
EVM0001217,,-,2.62822448821,1.39408850785,0.000676967282549,0.011668811521,yes,up,13.2,18.21,21.01,5.69,5.87,4.37,17.4733333333,5.31
EVM0001218,,-,0.321191304464,-1.63849525924,0.00412668991593,0.0408871015406,yes,down,136,52.98,139.98,417.04,257.26,204.59,109.653333333,292.963333333
EVM0001255,,-,0.418331585747,-1.25728116341,0.00423113154362,0.0415639811027,yes,down,3.67,4.45,7.36,12.17,7.21,9.64,5.16,9.67333333333
EVM0001275,,-,5.55829507653,2.47464242579,0.000676876003809,0.011668811521,yes,up,5.48,8.7,10.75,0.48,0.78,2.2,8.31,1.15333333333
EVM0001289,,-,8.87285987437,3.14939918475,4.1195877832E-9,6.14157944758E-7,yes,up,7.85,29.95,27.34,2.32,1.51,1.72,21.7133333333,1.85
EVM0001294,,-,0.366253734934,-1.44908462315,0.000136667548636,0.0035737399188,yes,down,19.62,24.03,34.81,65.91,57.23,46.1,26.1533333333,56.4133333333
EVM0001305,,-,8.20770209055,3.03697836736,0.00565097355655,0.0498938955408,yes,up,0.87,5.44,1.3,0.12,0,0.59,2.53666666667,0.236666666667
EVM0001335,,-,5.84680077217,2.54764743279,0.000355094300759,0.00739970869426,yes,up,2.55,3.4,3.38,0.52,0.16,0.55,3.11,0.41
EVM0001346,,-,0.295225743029,-1.7601095682,0.000290421424548,0.00634960570606,yes,down,24.48,20.36,36.61,50.3,71.45,98.36,27.15,73.37
EVM0001347,,-,23.2743738242,4.5406704488,5.1158658331E-10,1.08250544967E-7,yes,up,30.22,43.71,16.45,1.49,0.37,1.47,30.1266666667,1.11
EVM0001382,,-,0.26653689708,-1.90759283376,0.000358234207404,0.00741814794613,yes,down,16.3,13.8,27.38,93.24,49.29,30.53,19.16,57.6866666667
EVM0001383,,-,9.82711253871,3.2967675775,0.00172313697717,0.0225934676729,yes,up,1394.28,1125.95,20.24,99.77,104,43.47,846.823333333,82.4133333333
EVM0001386,,-,11.7079508131,3.54941668478,0.000338675938709,0.00713350727197,yes,up,1.61,3.1,3.45,0,0.25,0.3,2.72,0.183333333333
EVM0001433,,-,3.39421108147,1.76307628696,0.000625672709364,0.0110612902636,yes,up,3.4,8.61,10.75,1.95,1.3,1.84,7.58666666667,1.69666666667
EVM0001441,,-,0.0749323207928,-3.73826805467,0.00385675814426,0.038946275742,yes,down,0.06,0.08,0.07,0.06,0.46,1.64,0.07,0.72
EVM0001445,,-,0.0210328333821,-5.57121297779,9.23827006489E-6,0.00041079061262,yes,down,0.32,0.97,0.17,0.32,4.73,51.52,0.486666666667,18.8566666667
EVM0001446,,-,0.0756375783132,-3.72475301649,1.61951071648E-11,5.84579858427E-9,yes,down,2.81,7.09,4.57,28.04,63.97,58.01,4.82333333333,50.0066666667
EVM0001466,,-,5.19771523346,2.37787759523,0.00451812429444,0.0432298077632,yes,up,4.75,10.12,10.85,0.32,0.38,3.05,8.57333333333,1.25
EVM0001479,,-,0.093274615011,-3.42237168941,1.36858141614E-13,7.87319227803E-11,yes,down,22.39,41.46,40.13,304.76,385.94,186.25,34.66,292.316666667
EVM0001486,,-,0.00138370257004,-9.49725041889,2.29071942477E-11,8.10958728665E-9,yes,down,0,0,0.09,5.36,18.65,31.02,0.03,18.3433333333
EVM0001492,,-,0.428624416612,-1.22221405933,0.00343737938349,0.0363114486305,yes,down,188.67,224.29,259.4,404.15,534.74,325.44,224.12,421.443333333
EVM0001500,,-,0.311826155687,-1.68118614986,0.000150840850385,0.00385670724268,yes,down,27.84,33.52,43.13,72.8,121.47,71.66,34.83,88.6433333333
EVM0001507,,-,0.226915837529,-2.13977078986,0.00215036631887,0.0261812788122,yes,down,8.29,24.97,21.89,34.69,122.58,26.88,18.3833333333,61.3833333333
EVM0001512,,-,11.308402789,3.4993232708,9.87955756596E-7,6.5895933055E-5,yes,up,16.97,41.98,14.61,0.77,1.18,3.33,24.52,1.76
EVM0001532,,-,0.125930587488,-2.98929935068,0.00234024960081,0.0276874388825,yes,down,5.6,3.46,11.56,1.72,57.02,65.98,6.87333333333,41.5733333333
EVM0001534,,-,0.161476705608,-2.63060203602,9.01485526117E-6,0.000402368687196,yes,down,26.68,36.6,60.8,163.03,339.4,86.07,41.36,196.166666667
EVM0001550,,-,8.95425121053,3.16257279346,0.00537473737533,0.0483595016337,yes,up,2771.24,2327.15,74.45,412.02,130.89,20.35,1724.28,187.753333333
EVM0001554,,-,0.137844200882,-2.85888952058,9.62076604178E-6,0.000423704981012,yes,down,0.37,0.57,0.95,2.54,2.16,5.77,0.63,3.49
EVM0001582,,-,3.86966597757,1.95220904097,0.00229889600763,0.0273387445765,yes,up,175.9,546.22,202.05,102.51,63.39,31.08,308.056666667,65.66
EVM0001591,,-,0.117773456819,-3.08591366633,6.38960291947E-6,0.000305522597778,yes,down,0.55,0.84,0.68,6.85,6,1.63,0.69,4.82666666667
EVM0001592,,-,0.443243659534,-1.17382810093,0.00239086010275,0.0281235422565,yes,down,53.78,68.69,80.35,138.49,132.76,96.04,67.6066666667,122.43
EVM0001599,,-,0.239928837079,-2.05932152912,0.000231070820339,0.00535740898188,yes,down,11.86,24.35,16.55,41.19,88.9,47.75,17.5866666667,59.28
EVM0001611,,-,0.300760321551,-1.73331384595,0.00382926542427,0.0387323885688,yes,down,132.41,71.84,124.76,415.39,380.97,133.09,109.67,309.816666667
EVM0001614,,-,6.12880507441,2.61560582085,0.00376868530137,0.0384364142454,yes,up,0.47,1.63,1.69,0.25,0.06,0.15,1.26333333333,0.153333333333
EVM0001643,,-,6.10034335073,2.60889044537,0.000109021319355,0.00296936040266,yes,up,4.66,8.45,11.47,0.56,0.86,1.65,8.19333333333,1.02333333333
EVM0001666,,-,5.99521821332,2.58381226566,0.0037306332932,0.0383346271389,yes,up,13.59,30.56,20.28,0.55,1,6.89,21.4766666667,2.81333333333
EVM0001694,,-,0.281081700286,-1.83093856421,0.00247052202103,0.0287120201296,yes,down,5.09,14.96,8.94,49.15,16.67,17.03,9.66333333333,27.6166666667
EVM0001698,,-,0.148427937851,-2.75216542607,3.78702786403E-5,0.00126296007154,yes,down,8.23,7.99,23.03,87.01,95.91,20.8,13.0833333333,67.9066666667
EVM0001708,,-,3.25419041519,1.70229867111,0.000947363724154,0.0146801505033,yes,up,51.95,97.7,54.9,20.61,20.15,10.92,68.1833333333,17.2266666667
EVM0001737,,-,0.205931822047,-2.27976131221,0.000223682941065,0.0052256082006,yes,down,64.19,57.67,97.42,96.62,313.11,428.92,73.0933333333,279.55
EVM0001765,,-,9.02433813425,3.1738211253,9.8091231608E-5,0.00271135357759,yes,up,8.73,54.8,8.65,2.28,2.81,1.4,24.06,2.16333333333
EVM0001797,,-,2.81937322598,1.49537447317,0.00355530328267,0.0372483946091,yes,up,3.41,6.86,6.43,1.67,1.93,1.08,5.56666666667,1.56
EVM0001818,,-,0.0609606449445,-4.0359780236,0.00548337882373,0.0489067445572,yes,down,0.02,0.08,0.2,0,0.23,3.15,0.1,1.12666666667
EVM0001822,,-,11.7890302517,3.55937314411,0.000106632886089,0.00292113809527,yes,up,12.54,2.16,14.07,0.94,0.17,0.93,9.59,0.68
EVM0001845,,-,0.265397797475,-1.91377169699,0.000658680797223,0.0114826276478,yes,down,79.99,47.54,70.5,150.87,155.82,323.35,66.01,210.013333333
EVM0001877,,-,0.255710009421,-1.96741946087,0.000566577489501,0.0103885707213,yes,down,37.99,21.8,54.26,145.85,156.99,58.6,38.0166666667,120.48
EVM0001883,,-,0.0750222764219,-3.73653715001,2.48976281932E-5,0.000922214159776,yes,down,36.43,78.69,21.94,575.93,903.64,52.2,45.6866666667,510.59
EVM0001884,,-,0.148252125316,-2.75387530775,0.00342033985243,0.0362910872296,yes,down,18.33,4,13.8,16,164.71,25.87,12.0433333333,68.86
EVM0001900,,-,5.70885126802,2.51320047647,2.64536278876E-5,0.000966239753538,yes,up,9.71,19.91,11.27,2.37,1.02,2.45,13.63,1.94666666667
EVM0001918,,-,0.120506105917,-3.05282184675,0.000459740551619,0.00888075951181,yes,down,4.36,1.83,3.02,4.68,12.09,47.99,3.07,21.5866666667
EVM0001923,,-,0.189892317529,-2.39674655531,0.000593002095399,0.0107235516446,yes,down,159.72,52.43,137.47,204.11,765.69,578.93,116.54,516.243333333
EVM0001925,,-,0.107754878563,-3.2141749066,0.00227398360824,0.0271301129256,yes,down,0.17,0.99,0.61,0.37,1.13,10.79,0.59,4.09666666667
EVM0001937,,-,19.2534198895,4.26704282222,0.000403356360176,0.00806230970085,yes,up,157.78,346.56,1.69,14.22,8.36,1.4,168.676666667,7.99333333333
EVM0001939,,-,0.268809763724,-1.89534255417,0.00481104136856,0.045234664626,yes,down,15.18,13.58,16.82,56.28,71.89,11.67,15.1933333333,46.6133333333
EVM0001961,,-,3.70870638993,1.89091605739,0.00181265759482,0.0234092174704,yes,up,15.28,82.84,57.21,14.88,6.82,10.27,51.7766666667,10.6566666667
EVM0001970,,-,0.14430452711,-2.79281153424,1.10376126763E-9,2.07338175263E-7,yes,down,10.42,12.53,29.76,104.89,98.39,75.21,17.57,92.83
EVM0001989,,-,0.270742070098,-1.88500901226,9.68517973374E-7,6.4935581976E-5,yes,down,211.47,244.99,254.15,944.4,646.2,660.18,236.87,750.26
EVM0002030,,-,3.666643885,1.87446015416,0.00227563586519,0.0271322413486,yes,up,12.97,48.03,31.23,4.53,10.15,4.71,30.7433333333,6.46333333333
EVM0002038,,-,3.52055329994,1.81580218464,0.00150535578649,0.0203677715854,yes,up,15,14.41,26.21,2.24,3.56,6.56,18.54,4.12
EVM0002051,,-,0.180045273977,-2.47356836428,4.39990609921E-8,4.57026139462E-6,yes,down,40.74,61.06,39.46,236.31,177.33,238.97,47.0866666667,217.536666667
EVM0002066,,-,0.00616860207009,-7.3408407021,1.01727807655E-41,1.87270721112E-37,yes,down,18.95,12.12,18.89,2305.92,3261.75,1313.1,16.6533333333,2293.59
EVM0002089,,-,0.0297555739796,-5.07069624238,0.000363385756783,0.00747020708111,yes,down,0.65,0.23,0.85,0,4.75,41.28,0.576666666667,15.3433333333
EVM0002119,,-,63.7580732243,5.99453612648,6.20751203462E-6,0.000298259952105,yes,up,42.38,3.38,23.77,0,1.05,0,23.1766666667,0.35
EVM0002134,,-,0.237223596177,-2.07568057575,0.00100572735611,0.0153902201983,yes,down,10.95,9.03,18.6,62.58,54.06,13.25,12.86,43.2966666667
EVM0002137,,-,8.57046767746,3.09937393217,0.000113143469559,0.00304957266634,yes,up,10.02,29.23,7.1,2.89,1.33,0.4,15.45,1.54
EVM0002140,,-,6.69948064891,2.7440492606,0.000208704599778,0.00496911228449,yes,up,19.69,20.77,5.73,3.41,1.8,1.08,15.3966666667,2.09666666667
EVM0002147,,-,0.362583973977,-1.46361293477,0.0009100513468,0.0142337597649,yes,down,10.29,12.1,24.71,33.43,25.8,40.45,15.7,33.2266666667
