"Gene ID","Gene Name","Gene Description",FC(MS40/M5),Log2FC(MS40/M5),Pvalue,Padjust,Significant,Regulate,MS40_1,MS40_2,MS40_3,M5_1,M5_2,M5_3,MS40,M5
EVM0000240,,-,20.6645573588,4.36908655596,4.39205351115E-6,0.000142158480669,yes,up,4.54,10.07,5.39,0.8,0.23,0,6.66666666667,0.343333333333
EVM0000243,,-,19.743437348,4.30330128089,0.000186375604882,0.00318064683594,yes,up,3.07,9.56,4.91,0.59,0,0.28,5.84666666667,0.29
EVM0000265,,-,2.82177453784,1.49660271999,0.00242768366762,0.0215138506768,yes,up,21.97,57.68,29.14,16.54,13.38,8.57,36.2633333333,12.83
EVM0000267,,-,2.962863298,1.56699206408,0.000560566641918,0.00731759100211,yes,up,40.87,43.26,33.99,12.12,8.09,20.18,39.3733333333,13.4633333333
EVM0000272,,-,0.0295987220444,-5.07832130243,7.25979200296E-9,6.15996743877E-7,yes,down,0.43,0.1,0.44,5.67,23.96,3.85,0.323333333333,11.16
EVM0000274,,-,0.154799572363,-2.69152660887,3.72950766077E-11,5.46132258905E-9,yes,down,39.11,49.72,46.47,388.19,321.5,175.86,45.1,295.183333333
EVM0000283,,-,3.90162298598,1.96407437699,0.00529479196705,0.0380914550466,yes,up,143.73,191.33,199.54,68.08,63.03,7.68,178.2,46.2633333333
EVM0000288,,-,4.27205871929,2.09493147695,1.4524672042E-5,0.000388995567757,yes,up,128.29,185.56,126.75,32.28,17.98,53.64,146.866666667,34.6333333333
EVM0000297,,-,2.69825893283,1.43202880017,0.00132013130614,0.0136664448443,yes,up,251.85,186.4,206.33,49.4,91.7,101.35,214.86,80.8166666667
EVM0000309,,-,2.73523735651,1.45166603163,7.60758665036E-5,0.00150641830313,yes,up,23.72,28.16,33.43,9.3,10.97,11.28,28.4366666667,10.5166666667
EVM0000352,,-,0.0255671833627,-5.28956295655,1.50851314019E-7,8.00923438585E-6,yes,down,4.1,0.21,0.85,48.12,150.5,20.44,1.72,73.02
EVM0000355,,-,3.49804172596,1.80654749837,0.000172253542988,0.00297985637093,yes,up,12.51,7.77,7,3.47,2,2.54,9.09333333333,2.67
EVM0000363,,-,33.5779688514,5.06944305844,0.00294397695414,0.0247944033086,yes,up,0.82,0.53,0.58,0,0,0,0.643333333333,0
EVM0000380,,-,3.62363355564,1.85743706847,6.6620217866E-6,0.000199948746448,yes,up,7.92,9.18,12.56,2.64,2.77,2.85,9.88666666667,2.75333333333
EVM0000396,,-,0.272349228796,-1.87647031294,1.47268057904E-6,5.64154724774E-5,yes,down,73.09,64.4,67.66,221.88,340.66,203.9,68.3833333333,255.48
EVM0000409,,-,8.97448149031,3.16582858819,0.00114333461516,0.0123649016927,yes,up,11.77,2.25,12.3,0.11,0.56,2.34,8.77333333333,1.00333333333
EVM0000423,,-,3.69655745437,1.88618233684,0.00650490624775,0.0443902316428,yes,up,2.16,3.33,1.88,1.08,0.71,0.21,2.45666666667,0.666666666667
EVM0000437,,-,66.610960552,6.05768768109,0.000364831522215,0.00534673993573,yes,up,4.71,0.55,2.2,0,0,0,2.48666666667,0
EVM0000440,,-,0.354961617296,-1.49426506331,0.000247979870705,0.00400250532646,yes,down,53.85,51.83,65.43,182.02,203.89,104.13,57.0366666667,163.346666667
EVM0000443,,-,0.328280347879,-1.60699970765,0.000688169913048,0.00848322422344,yes,down,34.52,22.14,20.43,51.67,76.09,110.34,25.6966666667,79.3666666667
EVM0000445,,-,6.63635371901,2.73039078428,0.00696954704358,0.0465610872765,yes,up,0.82,1.33,0.85,0.29,0,0.13,1,0.14
EVM0000452,,-,2.78379802578,1.47705454245,0.000396868259558,0.00568322859389,yes,up,67.5,70.45,102.71,37.39,30.97,19.07,80.22,29.1433333333
EVM0000454,,-,2.92392444003,1.54790602969,0.00588073005181,0.0411809858391,yes,up,6.45,12.22,9.9,5.75,1.97,2.14,9.52333333333,3.28666666667
EVM0000460,,-,0.257012056978,-1.96009205401,5.36708119798E-5,0.00113452223973,yes,down,2.27,5.25,3.12,20.03,12.72,8.3,3.54666666667,13.6833333333
EVM0000461,,-,27.1503979025,4.76290143648,7.58400061022E-6,0.000223193327521,yes,up,1.23,2.48,2.99,0,0,0.23,2.23333333333,0.0766666666667
EVM0000463,,-,0.0562814063491,-4.15119781096,1.14519731604E-6,4.60055151874E-5,yes,down,0.83,9.34,4.14,181.52,47.7,29.55,4.77,86.2566666667
EVM0000473,,-,0.303261518867,-1.72136565021,0.000348453688197,0.0051735258138,yes,down,7.72,5.77,5.9,15.85,31.44,17.58,6.46333333333,21.6233333333
EVM0000477,,-,4.79874993888,2.2626586367,0.000374647229852,0.00545339930811,yes,up,40.9,43.38,55.48,18.17,2.59,9.18,46.5866666667,9.98
EVM0000505,,-,5.54954560004,2.47236964761,0.00505912726299,0.0367454531366,yes,up,0.77,1.04,0.91,0.26,0.23,0,0.906666666667,0.163333333333
EVM0000508,,-,43.2004125149,5.43297318344,7.06282551277E-12,1.1874702376E-9,yes,up,81.72,111.75,182.33,7.03,1.26,0.65,125.266666667,2.98
EVM0000521,,-,4.64742340745,2.21643108879,0.00116554550189,0.0125008713664,yes,up,52.35,57.07,96.99,24.46,18.29,3.24,68.8033333333,15.33
EVM0000522,,-,0.304907816335,-1.71355496047,0.00200084954781,0.0185933603322,yes,down,5.98,16.49,6.01,38.33,34.29,22.78,9.49333333333,31.8
EVM0000524,,-,0.346608737979,-1.5286200697,0.00193038636388,0.0181312788667,yes,down,41.48,55.13,52.39,208.93,161.72,64.5,49.6666666667,145.05
EVM0000525,,-,0.431794395769,-1.21158357605,0.00625436526144,0.0432538809471,yes,down,7.75,9.94,6.18,13.85,14.16,27.15,7.95666666667,18.3866666667
EVM0000530,,-,3.37456228775,1.75470038328,0.000638682964584,0.00806481590467,yes,up,15.6,12.26,11.65,4.88,2.8,4.47,13.17,4.05
EVM0000540,,-,0.256989078449,-1.96022104598,2.90898030444E-5,0.000679195414227,yes,down,18.64,38.87,18.2,96.45,64.5,132.98,25.2366666667,97.9766666667
EVM0000541,,-,8.61956818934,3.10761559707,2.88083608492E-5,0.000674970601677,yes,up,211.02,179.47,270.71,46.79,28.18,3.81,220.4,26.26
EVM0000547,,-,43.852324419,5.45458141051,0.000739051071264,0.00892266579256,yes,up,0.96,0.67,0.58,0,0,0,0.736666666667,0
EVM0000549,,-,2.88020224798,1.52617012136,0.000283518843121,0.0044457125677,yes,up,22.79,25.72,26.19,7.45,6.24,12.5,24.9,8.73
EVM0000563,,-,21.5103581944,4.42695964387,2.03776343931E-6,7.37085827311E-5,yes,up,1.72,2.74,2.2,0.15,0.09,0.07,2.22,0.103333333333
EVM0000568,,-,6.50420531309,2.70137279854,0.000175621458661,0.00302555450319,yes,up,11.96,16.15,15.62,2.6,1.51,2.98,14.5766666667,2.36333333333
EVM0000584,,-,0.444846196103,-1.16862147897,0.00169976227464,0.0165314854755,yes,down,13.44,10.95,11.42,33.15,28.21,20.6,11.9366666667,27.32
EVM0000588,,-,3.24609772204,1.6987064321,0.000100369626464,0.00191843334457,yes,up,113.89,101.15,137.11,31.31,24.6,53.98,117.383333333,36.63
EVM0000607,,-,0.364165822412,-1.45733256563,0.000501984862298,0.00678707455667,yes,down,34.99,32.78,48.81,150.94,102.62,73.74,38.86,109.1
EVM0000608,,-,0.125991434939,-2.98860243411,6.10304228138E-5,0.00125930729256,yes,down,0.59,0.52,0.33,1.32,5.59,4.45,0.48,3.78666666667
EVM0000636,,-,4.26077995733,2.09111754725,0.000981936686158,0.0109926056395,yes,up,17.36,23.54,18.33,8.21,4.63,1.22,19.7433333333,4.68666666667
EVM0000653,,-,0.360501716963,-1.47192196428,0.000205212610688,0.00343116996765,yes,down,64.21,84.69,102.85,299.56,244.13,158.93,83.9166666667,234.206666667
EVM0000660,,-,0.320571360793,-1.64128255114,0.000527326595537,0.00700453278841,yes,down,2.75,3.08,2.69,11.68,10.58,4.48,2.84,8.91333333333
EVM0000666,,-,6.90801538603,2.78827129615,1.64770724287E-10,2.1524509436E-8,yes,up,17.83,37.6,23.03,4.75,3.03,3.45,26.1533333333,3.74333333333
EVM0000686,,-,0.0858219971771,-3.54250871512,0.000388578598543,0.00561321415461,yes,down,3.04,2.24,2.87,1.35,28.12,68.28,2.71666666667,32.5833333333
EVM0000689,,-,0.0374735492589,-4.73798356264,3.02334875783E-5,0.000699683942287,yes,down,7.13,0.83,4.65,28.29,307,6.86,4.20333333333,114.05
EVM0000698,,-,0.0874423883155,-3.51552338387,3.23661992741E-11,4.92784642943E-9,yes,down,4.2,5.56,5.13,42.56,96.08,29.61,4.96333333333,56.0833333333
EVM0000711,,-,3.80352671109,1.92733773672,0.00548880351836,0.0391152646336,yes,up,3.57,6.38,7.21,1.57,2.13,0.93,5.72,1.54333333333
EVM0000712,,-,37.4808391853,5.22808134978,0.00079934897533,0.00946808786304,yes,up,4.83,10.56,1.76,0.51,0,0,5.71666666667,0.17
EVM0000731,,-,5.51226138368,2.46264430023,3.54811721697E-7,1.68656315251E-5,yes,up,31.65,44.3,56.85,10.97,4.02,9.4,44.2666666667,8.13
EVM0000740,,-,0.103094629498,-3.27795891444,0.00613877777265,0.0426753165374,yes,down,0.36,0.21,0,3.02,2.57,0.25,0.19,1.94666666667
EVM0000791,,-,7.18202290264,2.8443902536,0.000354924716305,0.00524814576438,yes,up,2.66,17.28,13.57,3,1.01,0.63,11.17,1.54666666667
EVM0000798,,-,0.0727992993063,-3.77993162523,0.00467054184121,0.0347003677384,yes,down,0.12,0.27,0.11,0.24,0.3,6.09,0.166666666667,2.21
EVM0000806,,-,4.21361976546,2.07506013209,0.00690485430669,0.0462650717716,yes,up,3.84,4.4,3.63,0.45,1.1,1.32,3.95666666667,0.956666666667
EVM0000816,,-,0.391017243945,-1.35469586279,0.00648975556784,0.0443177817227,yes,down,15.02,22.09,14.14,62.37,49.49,20.8,17.0833333333,44.22
EVM0000817,,-,0.212970194725,-2.23127655613,2.20821412791E-5,0.000546277277038,yes,down,0.62,0.84,0.66,4.53,3.88,1.6,0.706666666667,3.33666666667
EVM0000827,,-,15.839804304,3.98548260635,2.20431517225E-20,1.90599785227E-17,yes,up,83.27,90.53,135.42,6.28,8.57,5.01,103.073333333,6.62
EVM0000844,,-,0.104768051201,-3.2547292578,1.914415302E-6,6.98031185819E-5,yes,down,21.99,47.19,21.97,85.76,230.72,543.17,30.3833333333,286.55
EVM0000849,,-,0.21175614792,-2.23952423893,1.4249229696E-5,0.000383883550179,yes,down,4.58,12.47,7.18,38.36,50.33,26.23,8.07666666667,38.3066666667
EVM0000854,,-,0.265026905322,-1.91578926652,0.0018875001216,0.0178413468027,yes,down,1.65,0.63,1.66,5.04,6.73,3.51,1.31333333333,5.09333333333
EVM0000858,,-,0.307166735784,-1.70290610512,7.26735488979E-5,0.00145331855279,yes,down,2.9,4.41,3.24,13.05,13.04,8.48,3.51666666667,11.5233333333
EVM0000860,,-,4.80205542527,2.26365205524,0.000438070177566,0.00609538565843,yes,up,39.26,58.51,78.96,4.91,8.03,23.85,58.91,12.2633333333
EVM0000865,,-,0.378337134742,-1.4022557074,0.00335724323913,0.0274121509376,yes,down,6.57,6.91,8.97,30.37,19.11,11.09,7.48333333333,20.19
EVM0000875,,-,0.208845138182,-2.25949453627,6.45519159616E-6,0.000196008978266,yes,down,3.81,6.58,5.18,42.63,16.24,16.19,5.19,25.02
EVM0000876,,-,13.3484778728,3.73860333564,0.00127888448042,0.0133459680433,yes,up,3.67,4.72,2.4,0,0,0.73,3.59666666667,0.243333333333
EVM0000881,,-,3.66218544255,1.87270484692,2.04451122105E-5,0.000514535201594,yes,up,38.46,40.93,33.41,9.84,6.13,15.12,37.6,10.3633333333
EVM0000887,,-,0.274351011164,-1.86590520179,0.00403235872975,0.0313842991062,yes,down,7.13,8.44,11.29,50.59,40.79,8.27,8.95333333333,33.2166666667
EVM0000900,,-,12.6979215134,3.66652046057,0.00229541465214,0.020643952082,yes,up,0.83,1.05,1.96,0.19,0.12,0,1.28,0.103333333333
EVM0000913,,-,0.348911694438,-1.51906614188,0.00154647561785,0.0153867968597,yes,down,9.73,18.32,9.39,23.89,32.17,50.39,12.48,35.4833333333
EVM0000914,,-,0.441245508971,-1.18034650028,0.00518477959672,0.0374645643645,yes,down,5.19,4.01,4.77,14.17,11.16,6.87,4.65666666667,10.7333333333
EVM0000922,,-,0.199263428606,-2.32725114241,0.000596038139056,0.00764866468479,yes,down,1.54,1.46,0.91,1.81,6.34,11.41,1.30333333333,6.52
EVM0000926,,-,5.89815287067,2.56026321523,9.29831557473E-7,3.89927977381E-5,yes,up,127.17,130.87,107.18,25.06,9.37,32.27,121.74,22.2333333333
EVM0000928,,-,0.373409190022,-1.42117066053,0.0042579569062,0.0326641239978,yes,down,9.35,13.97,11.85,46.12,34.2,14.47,11.7233333333,31.5966666667
EVM0000936,,-,4.21364569636,2.0750690105,0.0012045128284,0.0128203657316,yes,up,2.25,8.69,2.47,1.1,1,1,4.47,1.03333333333
EVM0000937,,-,6.34921894613,2.6665791286,0.00280401425241,0.0239380544289,yes,up,1.69,0.71,0.69,0.38,0.04,0.08,1.03,0.166666666667
EVM0000943,,-,2.66498603587,1.4141279735,0.00130744261899,0.0135582770277,yes,up,8.58,11.29,9.56,2.78,3.06,5.18,9.81,3.67333333333
EVM0000948,,-,0.180960246054,-2.4662552988,1.93510370421E-6,7.02752261219E-5,yes,down,4.35,3.31,3.59,32.62,21.21,9.69,3.75,21.1733333333
EVM0000963,,-,3.21139652621,1.68320081239,2.29071332236E-5,0.000561332962312,yes,up,2177.06,1914.17,2821.29,1019.63,673.5,534.01,2304.17333333,742.38
EVM0000967,,-,24.5798768403,4.61940578186,0.00307720642075,0.0257611407045,yes,up,0.43,1.33,1.11,0,0.12,0,0.956666666667,0.04
EVM0000968,,-,8.81068812956,3.13925470045,0.00681066678662,0.0458199657323,yes,up,1.53,0.62,1.46,0.21,0,0.2,1.20333333333,0.136666666667
EVM0000979,,-,0.326757432815,-1.61370804123,0.00618010931359,0.0428805597693,yes,down,2.15,3.9,2.41,11.07,11.2,3.66,2.82,8.64333333333
EVM0000988,,-,11.5163076912,3.52560633515,3.46176933465E-9,3.17468725144E-7,yes,up,13.41,11.52,13.57,1.81,1.29,0.32,12.8333333333,1.14
EVM0001012,,-,22.1426060644,4.46875312437,0.00335354664006,0.0274049054412,yes,up,1.26,0.46,3.55,0.24,0,0,1.75666666667,0.08
EVM0001029,,-,3.37820068335,1.75625503456,0.000886931450553,0.01021802744,yes,up,4.58,9.23,5.05,1.92,2.38,1.27,6.28666666667,1.85666666667
EVM0001033,,-,0.358110016392,-1.48152522326,0.00393835646931,0.0308708643214,yes,down,4.99,8.06,6.4,23.83,22.49,8.07,6.48333333333,18.13
EVM0001039,,-,0.283007333614,-1.82108865656,6.43958467888E-5,0.00131234543882,yes,down,18.17,42.94,24.29,106.8,124.43,67.88,28.4666666667,99.7033333333
EVM0001043,,-,21.1271273216,4.40102471069,1.34741620519E-5,0.000367363114922,yes,up,5.98,1.98,1.66,0,0.27,0.21,3.20666666667,0.16
EVM0001069,,-,0.327185914808,-1.61181745258,0.00664459422251,0.0449023229968,yes,down,4.78,4.55,5.84,7.74,22.71,16.91,5.05666666667,15.7866666667
EVM0001082,,-,0.377667360738,-1.4048119882,0.00180074835308,0.0172276019996,yes,down,11.25,8.77,7.03,36.28,19.4,17.75,9.01666666667,24.4766666667
EVM0001083,,-,0.327675614757,-1.60965978172,0.000349870423903,0.00518607931203,yes,down,34.77,48.19,41.6,181.67,136.18,67.51,41.52,128.453333333
EVM0001086,,-,0.499973346749,-1.00007690707,0.00766249921619,0.0497310945765,yes,down,23.64,25.94,27.5,68.74,51.53,35.67,25.6933333333,51.98
EVM0001120,,-,0.357878090361,-1.4824598716,6.7473855064E-5,0.00136587542949,yes,down,4.09,4.77,3.08,11.65,10.56,11.36,3.98,11.19
EVM0001122,,-,0.407802632169,-1.2940570076,0.000238435537874,0.00387601834979,yes,down,26.96,43.61,40.66,115.11,76.23,82.34,37.0766666667,91.2266666667
EVM0001124,,-,9.05720910538,3.17906656571,1.95578531412E-5,0.000496687408865,yes,up,42.87,28.17,32.58,1.4,1.5,8.76,34.54,3.88666666667
EVM0001138,,-,0.119742298197,-3.06199522983,9.31020917319E-5,0.00180037037451,yes,down,47.18,99.19,43.1,77.75,929.89,537.41,63.1566666667,515.016666667
EVM0001139,,-,3.18275448512,1.67027587304,0.000616430285453,0.00783833411992,yes,up,1.62,3.32,2.29,0.97,0.7,0.58,2.41,0.75
EVM0001142,,-,3.41535471185,1.77203542169,0.000359946697294,0.00530943308649,yes,up,358.44,155.5,206.55,71.12,68.15,90.76,240.163333333,76.6766666667
EVM0001151,,-,2.91946979112,1.54570638309,4.12145469944E-5,0.000912650907712,yes,up,23.74,27.68,24.09,11.62,6.98,7.75,25.17,8.78333333333
EVM0001156,,-,0.256134451851,-1.96502677646,2.66094285475E-7,1.32014755073E-5,yes,down,12.12,16.48,12.05,60.79,62.06,36.61,13.55,53.1533333333
EVM0001176,,-,4.27379028568,2.09551611688,7.77357295319E-7,3.36077470676E-5,yes,up,19.56,17.68,30.14,6.87,4.68,4.5,22.46,5.35
EVM0001197,,-,0.0538828247788,-4.21403070446,3.40629045198E-5,0.000778005308516,yes,down,60.09,2.88,38.61,94.79,1057.67,857.54,33.86,670
EVM0001210,,-,0.225288431769,-2.15015485969,0.00689057446818,0.0462547324189,yes,down,13.7,32.36,21.63,29.64,226.11,33.81,22.5633333333,96.52
EVM0001213,,-,0.308428277687,-1.69699305269,0.000912770903562,0.0104146449982,yes,down,10.02,7.16,5.96,13.52,27.82,34.42,7.71333333333,25.2533333333
EVM0001217,,-,3.54819710391,1.82708615421,1.74810317917E-7,9.0951454233E-6,yes,up,15.9,20.08,20.11,5.69,5.87,4.37,18.6966666667,5.31
EVM0001227,,-,0.206100270281,-2.27858169805,3.09165997512E-5,0.000711512824186,yes,down,9.34,7.4,6.82,17.83,38.17,59.63,7.85333333333,38.5433333333
EVM0001228,,-,2.32446031736,1.21689579672,0.00706416008945,0.0470719335428,yes,up,2.05,2.57,2.81,1,0.76,1.43,2.47666666667,1.06333333333
EVM0001229,,-,2.97674299504,1.57373466807,0.00215335046124,0.019678176988,yes,up,3.27,6.59,3.44,1.7,1.19,1.54,4.43333333333,1.47666666667
EVM0001285,,-,5.38568190858,2.42912902329,0.00322918227689,0.0266282887301,yes,up,0.26,0.43,0.35,0.14,0.04,0.01,0.346666666667,0.0633333333333
EVM0001289,,-,4.31430958429,2.10912970447,7.63953867449E-8,4.50385530037E-6,yes,up,6.54,10.61,6.91,2.32,1.51,1.72,8.02,1.85
EVM0001294,,-,0.345880534692,-1.53165427023,7.31252426257E-6,0.000216266149925,yes,down,15.34,20.12,22.74,65.91,57.23,46.1,19.4,56.4133333333
EVM0001298,,-,0.18640815938,-2.42346308447,0.00284744865587,0.024222233295,yes,down,4.47,2.91,3.95,4.99,8.81,47.93,3.77666666667,20.5766666667
EVM0001305,,-,7.85417495126,2.97345973431,0.00162532542056,0.0159873558974,yes,up,1.87,1.33,2.47,0.12,0,0.59,1.89,0.236666666667
EVM0001307,,-,0.174408606017,-2.51945686469,0.00729675603392,0.0482664272115,yes,down,0.21,0.18,0.2,1.9,0.83,0.8,0.196666666667,1.17666666667
EVM0001324,,-,0.444174144102,-1.17080268053,0.00109169578255,0.0119128678002,yes,down,1441.62,1186.67,1542.32,2569.84,3225.51,3688.63,1390.20333333,3161.32666667
EVM0001335,,-,4.64676948659,2.21622807851,0.00244128770279,0.0216133116077,yes,up,1.49,2.97,1.61,0.52,0.16,0.55,2.02333333333,0.41
EVM0001346,,-,0.45047223475,-1.15048990788,0.00728668176272,0.0482536715709,yes,down,37.35,33.77,26.64,50.3,71.45,98.36,32.5866666667,73.37
EVM0001347,,-,20.9219287096,4.38694394894,1.8872494357E-8,1.35964763052E-6,yes,up,40.85,9.46,15.73,1.49,0.37,1.47,22.0133333333,1.11
EVM0001351,,-,0.440205467743,-1.18375102999,0.00145810523995,0.0147829564193,yes,down,3.03,4.35,3.71,9.72,8.64,6.94,3.69666666667,8.43333333333
EVM0001357,,-,0.34927831012,-1.51755103948,0.00065578819691,0.00818968506155,yes,down,4.73,2.98,5.2,9.84,13.68,14.08,4.30333333333,12.5333333333
EVM0001382,,-,0.326229635029,-1.61604025101,0.000916753078079,0.0104344992513,yes,down,14.11,22.93,19.06,93.24,49.29,30.53,18.7,57.6866666667
EVM0001383,,-,26.1244960863,4.7073313043,1.47839544544E-20,1.34223522492E-17,yes,up,2518.08,1338.36,2243.49,99.77,104,43.47,2033.31,82.4133333333
EVM0001386,,-,13.6891039626,3.77495611117,4.92203652683E-5,0.00106255049285,yes,up,2.11,2.85,2.38,0,0.25,0.3,2.44666666667,0.183333333333
EVM0001400,,-,6.47904513632,2.69578120839,7.53726558505E-5,0.00149412301849,yes,up,78.92,101.46,130.53,28.19,17.88,3.28,103.636666667,16.45
EVM0001402,,-,20.5669906254,4.36225880818,1.37217702023E-8,1.0602549078E-6,yes,up,656.01,400.78,480.12,13.03,73.49,7.71,512.303333333,31.41
EVM0001409,,-,5.28322543335,2.40141897049,0.000733481114341,0.00888495668726,yes,up,20.95,34.32,69.62,14.53,7.52,2.16,41.63,8.07
EVM0001421,,-,76.4915487738,6.25722845425,3.76487163256E-7,1.78492269201E-5,yes,up,7.24,19.6,20.35,0.61,0,0,15.73,0.203333333333
EVM0001431,,-,0.273835343418,-1.86861943031,0.00271096148216,0.0233518209645,yes,down,26.85,24.93,24.56,162.83,101.47,26.16,25.4466666667,96.82
EVM0001441,,-,0.0437969759182,-4.51302493133,0.00316915949188,0.0263207349256,yes,down,0,0.08,0.03,0.06,0.46,1.64,0.0366666666667,0.72
EVM0001445,,-,0.0378813032449,-4.72237022453,0.000290392409428,0.0045107799282,yes,down,0.1,1.69,0.47,0.32,4.73,51.52,0.753333333333,18.8566666667
EVM0001446,,-,0.0594833146389,-4.07137114763,1.38061843971E-16,6.96368600783E-14,yes,down,3.67,2.43,2.75,28.04,63.97,58.01,2.95,50.0066666667
EVM0001460,,-,7.95751399586,2.99231778931,0.00154413872454,0.0153719687282,yes,up,8.49,3.01,3.91,1.46,0,0.57,5.13666666667,0.676666666667
EVM0001462,,-,0.4408804366,-1.18154063392,0.00469256212193,0.0347933871977,yes,down,29.81,42.77,34.44,119.34,73.72,51.33,35.6733333333,81.4633333333
EVM0001479,,-,0.160675469757,-2.63777840459,5.72384753943E-9,5.02094800101E-7,yes,down,41.75,36.04,61.55,304.76,385.94,186.25,46.4466666667,292.316666667
EVM0001486,,-,0.00306558701311,-8.34962093022,8.91602816405E-11,1.2264942379E-8,yes,down,0.16,0,0,5.36,18.65,31.02,0.0533333333333,18.3433333333
EVM0001500,,-,0.37550117319,-1.41311067969,0.000896775492324,0.0102865757357,yes,down,34.36,26.39,37.87,72.8,121.47,71.66,32.8733333333,88.6433333333
EVM0001507,,-,0.154470401817,-2.69459766609,2.83437206712E-5,0.000664942222154,yes,down,9.73,9.59,9.15,34.69,122.58,26.88,9.49,61.3833333333
EVM0001512,,-,10.1626204561,3.34520054735,1.50956357172E-8,1.13737159068E-6,yes,up,17.32,22.32,14.64,0.77,1.18,3.33,18.0933333333,1.76
EVM0001520,,-,0.391519662546,-1.35284333183,0.00133347971234,0.0137810612502,yes,down,12.29,16.03,13.04,52.31,32.13,22.14,13.7866666667,35.5266666667
EVM0001523,,-,0.375343553749,-1.41371638891,0.00425544446325,0.0326586477446,yes,down,53.97,67.14,74.75,129.82,282.48,107.02,65.2866666667,173.106666667
EVM0001529,,-,4.56308612115,2.19000988266,0.00105163710221,0.0115941873115,yes,up,6.91,7.58,5.57,2.2,1.93,0.32,6.68666666667,1.48333333333
