"Gene ID","Gene Name","Gene Description",FC(M40/M5),Log2FC(M40/M5),Pvalue,Padjust,Significant,Regulate,M40_1,M40_2,M40_3,M5_1,M5_2,M5_3,M40,M5
EVM0000443,,-,0.277865471452,-1.84754152361,9.67462699493E-5,0.0023298303179,yes,down,19.07,20.08,31.11,51.67,76.09,110.34,23.42,79.3666666667
EVM0000451,,-,0.391535680225,-1.35278431014,0.00125064084857,0.0146474353248,yes,down,28.29,26.2,41.36,93.65,87.32,53.08,31.95,78.0166666667
EVM0000473,,-,0.254105630287,-1.97649975296,0.00168399086793,0.0182155118901,yes,down,10.98,3.6,3.36,15.85,31.44,17.58,5.98,21.6233333333
EVM0000521,,-,0.0382637017928,-4.7078797369,7.22877573349E-6,0.000304644163847,yes,down,1.46,0.24,0.19,24.46,18.29,3.24,0.63,15.33
EVM0000524,,-,0.223408746944,-2.16224242328,2.16877058836E-5,0.000726296096813,yes,down,29.78,30.92,39.63,208.93,161.72,64.5,33.4433333333,145.05
EVM0000530,,-,3.54386020995,1.8253216969,0.0015926880485,0.0174799552243,yes,up,13.72,14.43,16.01,4.88,2.8,4.47,14.72,4.05
EVM0000543,,-,0.441947693492,-1.17805246465,0.00477541256456,0.0372377935063,yes,down,45.15,26.27,41.37,107.51,80.66,52.91,37.5966666667,80.36
EVM0000584,,-,0.347644459306,-1.52431549859,0.00071006801572,0.00985560722389,yes,down,15.14,7.47,7.67,33.15,28.21,20.6,10.0933333333,27.32
EVM0000607,,-,0.337478531124,-1.56713236762,0.000389882312001,0.00639926146398,yes,down,29.62,35.97,48.25,150.94,102.62,73.74,37.9466666667,109.1
EVM0000608,,-,0.172409662219,-2.53608746637,0.00389603931471,0.032194102604,yes,down,0.69,0.29,1.16,1.32,5.59,4.45,0.713333333333,3.78666666667
EVM0000615,,-,6.72685824025,2.74993285558,0.00717490190451,0.0483346134643,yes,up,3.46,1.77,1.09,0.35,0,0.52,2.10666666667,0.29
EVM0000630,,-,3.18516299771,1.67136720293,0.000121596385387,0.00273920506001,yes,up,233.3,152.5,134.32,50.76,35.95,67.84,173.373333333,51.5166666667
EVM0000653,,-,0.275162508501,-1.86164418184,2.03752134312E-6,0.000104688125722,yes,down,76.74,51.76,75.5,299.56,244.13,158.93,68,234.206666667
EVM0000654,,-,0.227683150625,-2.1349005641,0.00328318935036,0.0288901406589,yes,down,8.75,8.26,9.57,11.68,20.89,77.07,8.86,36.5466666667
EVM0000671,,-,4.41059304925,2.1409726539,0.00101586355568,0.0127220375007,yes,up,10.13,26.5,11.59,4.07,1.67,5.1,16.0733333333,3.61333333333
EVM0000687,,-,6.15168730924,2.62098217286,3.17182712536E-5,0.000987221861371,yes,up,80.25,151.51,67.4,19.84,5.58,22.53,99.72,15.9833333333
EVM0000689,,-,0.00514889383909,-7.60152175999,4.09160040551E-13,1.42758792753E-10,yes,down,0.69,0.49,0.73,28.29,307,6.86,0.636666666667,114.05
EVM0000698,,-,0.0548615679362,-4.18806033497,1.29619764904E-14,6.07714166518E-12,yes,down,3.13,3.19,3.44,42.56,96.08,29.61,3.25333333333,56.0833333333
EVM0000731,,-,2.97971030225,1.5751720737,0.0015237458812,0.0170221589394,yes,up,22.01,23.85,29.59,10.97,4.02,9.4,25.15,8.13
EVM0000740,,-,0.0109349648078,-6.51490761243,6.67619911245E-5,0.00175724588218,yes,down,0,0,0.05,3.02,2.57,0.25,0.0166666666667,1.94666666667
EVM0000774,,-,0.0989362304527,-3.33735725703,1.68399262564E-5,0.000601546222915,yes,down,3.04,4.11,4.7,8.3,40.9,64.45,3.95,37.8833333333
EVM0000777,,-,2.26484278789,1.17941091031,0.00711330897747,0.0481158586966,yes,up,93.14,138.69,78.96,48.18,40.29,46.26,103.596666667,44.91
EVM0000785,,-,0.410912428278,-1.2830971286,0.0011443505641,0.0138680868443,yes,down,73.38,74.76,105.61,244.73,205.28,143.96,84.5833333333,197.99
EVM0000790,,-,2.87474276669,1.52343286881,0.00579073974897,0.0421059774469,yes,up,12.71,8.23,7.85,4.89,2.21,2.5,9.59666666667,3.2
EVM0000792,,-,2.28389188233,1.19149435626,0.00544085661023,0.0405023699709,yes,up,395.59,244.25,199.9,141.23,99.58,127.86,279.913333333,122.89
EVM0000793,,-,2.48598043255,1.31381494081,0.000533022319079,0.00787973173793,yes,up,129.37,91.11,76.1,44.63,32.76,36.1,98.86,37.83
EVM0000810,,-,3.72758701563,1.89824203072,0.00224085102801,0.0219878927228,yes,up,68.11,122.39,121.35,17.01,14.27,49.43,103.95,26.9033333333
EVM0000812,,-,0.256878034465,-1.96084456364,0.00200541421614,0.0204396939435,yes,down,12.8,13.12,14.39,71.7,67.56,13.17,13.4366666667,50.81
EVM0000827,,-,3.83407535805,1.93887869319,3.04953248736E-5,0.000957157654976,yes,up,24.4,22.25,32.78,6.28,8.57,5.01,26.4766666667,6.62
EVM0000844,,-,0.0248316242999,-5.33167755481,5.21094944618E-14,2.11296958219E-11,yes,down,4.72,8.17,9.39,85.76,230.72,543.17,7.42666666667,286.55
EVM0000849,,-,0.266152948384,-1.90967254668,0.00020226089501,0.00391550994559,yes,down,13.67,6.82,11.43,38.36,50.33,26.23,10.64,38.3066666667
EVM0000851,,-,13.7812290358,3.78463265092,4.04874735101E-8,4.02273884154E-6,yes,up,51.29,68.94,21.29,3.09,1.21,5.75,47.1733333333,3.35
EVM0000860,,-,3.78631181731,1.92079322741,0.00542687167988,0.0405023699709,yes,up,28.31,55.7,61.51,4.91,8.03,23.85,48.5066666667,12.2633333333
EVM0000863,,-,2.60223710212,1.37975241881,0.00265324399032,0.0249258732541,yes,up,303.35,241.77,215.59,83.6,61.59,136.49,253.57,93.8933333333
EVM0000866,,-,0.33680018818,-1.57003515041,0.000824216898517,0.0110309778131,yes,down,25.79,25.21,24.36,88.27,90.09,37.03,25.12,71.7966666667
EVM0000875,,-,0.150231641753,-2.73473938994,5.63178487082E-8,5.28085427606E-6,yes,down,4.37,3.27,4.08,42.63,16.24,16.19,3.90666666667,25.02
EVM0000876,,-,16.0562160466,4.00506002921,0.00349042764875,0.0298926970768,yes,up,7.97,3.98,2,0,0,0.73,4.65,0.243333333333
EVM0000881,,-,3.84019320453,1.94117889642,0.000122598278108,0.00275718438501,yes,up,53.5,43.15,29.05,9.84,6.13,15.12,41.9,10.3633333333
EVM0000887,,-,0.179881990919,-2.47487733805,0.000154020327834,0.00323184192796,yes,down,6.5,5.73,6.25,50.59,40.79,8.27,6.16,33.2166666667
EVM0000914,,-,0.38967392417,-1.35966070105,0.00248826127545,0.0236753640029,yes,down,5.73,4.01,3.46,14.17,11.16,6.87,4.4,10.7333333333
EVM0000922,,-,0.14884387755,-2.748128215,0.000321539911625,0.00550692156862,yes,down,1.91,0.71,0.59,1.81,6.34,11.41,1.07,6.52
EVM0000926,,-,3.70170692266,1.88819067642,0.00131511995823,0.0152596633669,yes,up,102.85,60.38,86.45,25.06,9.37,32.27,83.2266666667,22.2333333333
EVM0000928,,-,0.351019242237,-1.51037797627,0.00283189690975,0.0259859017351,yes,down,13.18,9.96,11.6,46.12,34.2,14.47,11.58,31.5966666667
EVM0000936,,-,3.21219179409,1.68355803611,0.00735740438586,0.0491246720076,yes,up,5.98,2.6,2.08,1.1,1,1,3.55333333333,1.03333333333
EVM0000942,,-,0.392916038619,-1.34770703586,0.00454593790699,0.0359708547265,yes,down,10.87,6.25,8.7,30.03,20.9,11.25,8.60666666667,20.7266666667
EVM0000948,,-,0.108143645127,-3.20897920456,1.15256920909E-8,1.35204686444E-6,yes,down,3.51,1.4,2.4,32.62,21.21,9.69,2.43666666667,21.1733333333
EVM0000967,,-,50.9638461799,5.67140225504,0.00211363600514,0.0211546904504,yes,up,5.86,0.41,0.33,0,0.12,0,2.2,0.04
EVM0000991,,-,0.229183645269,-2.12542399901,2.57315068044E-6,0.000128683265529,yes,down,56.23,46.29,73.97,338.02,261.33,139.06,58.83,246.136666667
EVM0001017,,-,6.05657348823,2.59850181851,0.00104076682428,0.012936723003,yes,up,12.2,8.75,5.45,1.62,1.3,1.3,8.8,1.40666666667
EVM0001039,,-,0.384364098954,-1.3794545056,0.000779023124981,0.0106058837968,yes,down,37.29,40.43,41.56,106.8,124.43,67.88,39.76,99.7033333333
EVM0001073,,-,7.23464260383,2.85492174842,0.00684087888181,0.0469289921645,yes,up,90.23,29.36,12.81,0.43,3.03,13.22,44.1333333333,5.56
EVM0001079,,-,0.287287309638,-1.79943382888,2.58835894569E-5,0.000842125199323,yes,down,383.1,229.04,357.65,712.29,1297.3,1144.7,323.263333333,1051.43
EVM0001094,,-,5.97326642745,2.57852007219,0.00173451917285,0.0185348939816,yes,up,18.25,18.45,30.22,1.35,0.79,8.32,22.3066666667,3.48666666667
EVM0001102,,-,0.190764241467,-2.39013732969,0.0002933424298,0.0051685868806,yes,down,0.47,0.27,1.03,3.14,2.63,3,0.59,2.92333333333
EVM0001124,,-,6.3009466504,2.65556859452,0.000851609090301,0.0112669234407,yes,up,21.9,19.1,37.68,1.4,1.5,8.76,26.2266666667,3.88666666667
EVM0001142,,-,6.54319788084,2.70999590166,7.62486911088E-12,2.07992565946E-9,yes,up,444.9,490.09,575.99,71.12,68.15,90.76,503.66,76.6766666667
EVM0001151,,-,3.78135816166,1.9189045046,3.18479891291E-5,0.000987221861371,yes,up,30.55,41.22,29.96,11.62,6.98,7.75,33.91,8.78333333333
EVM0001197,,-,0.00756205507766,-7.04700592754,4.08814579217E-12,1.15725379849E-9,yes,down,2.51,0.49,13.11,94.79,1057.67,857.54,5.37,670
EVM0001204,,-,0.033526763372,-4.89854297573,0.00693419912447,0.0473721316097,yes,down,0,0.16,0.47,0,1.64,18.84,0.21,6.82666666667
EVM0001218,,-,0.326248473544,-1.61595694329,0.000123189387562,0.00275895276361,yes,down,87.36,106.54,93.24,417.04,257.26,204.59,95.7133333333,292.963333333
EVM0001227,,-,0.308615898709,-1.69611570894,0.00280918523151,0.0258724407786,yes,down,13.18,13.69,10.8,17.83,38.17,59.63,12.5566666667,38.5433333333
EVM0001229,,-,4.63610014278,2.21291172983,0.000767638342256,0.0104889599717,yes,up,12.26,6.46,3.11,1.7,1.19,1.54,7.27666666667,1.47666666667
EVM0001233,,-,0.117531722052,-3.0888778992,0.000328092459735,0.0056063453,yes,down,1.13,1.68,1.83,10.86,25.16,1.8,1.54666666667,12.6066666667
EVM0001239,,-,0.408804176953,-1.29051815781,0.0034910077714,0.0298926970768,yes,down,37.57,29.38,24.24,97.18,73.25,43.32,30.3966666667,71.25
EVM0001255,,-,0.355879183339,-1.49054054803,0.00123528526859,0.014524282825,yes,down,3.82,2.56,4.44,12.17,7.21,9.64,3.60666666667,9.67333333333
EVM0001267,,-,0.370650171685,-1.43186991524,0.00309230306676,0.0278140425123,yes,down,11.06,12.46,15.64,50.61,33.21,18.34,13.0533333333,34.0533333333
EVM0001269,,-,0.200018928478,-2.32179156124,0.000113450989908,0.00262520026795,yes,down,56.63,45.01,142.83,251.84,611.01,279.36,81.49,380.736666667
EVM0001294,,-,0.329318685231,-1.60244372348,7.17037227803E-6,0.000303034071232,yes,down,18.33,17.87,22.08,65.91,57.23,46.1,19.4266666667,56.4133333333
EVM0001298,,-,0.183916930659,-2.44287380027,0.00312708488078,0.027974426073,yes,down,4.3,3.44,4.45,4.99,8.81,47.93,4.06333333333,20.5766666667
EVM0001321,,-,7.65459978975,2.93632695037,0.000289095400367,0.0051207772039,yes,up,49.91,223.42,131.22,7.59,7.32,37.24,134.85,17.3833333333
EVM0001324,,-,0.362299651131,-1.46474467831,0.000121430864068,0.00273920506001,yes,down,1046.92,1181.77,1386.18,2569.84,3225.51,3688.63,1204.95666667,3161.32666667
EVM0001330,,-,0.38092080382,-1.39243701269,0.0075443222209,0.0499944639047,yes,down,14.5,20.82,25.02,50.07,73.71,30.11,20.1133333333,51.2966666667
EVM0001347,,-,13.9405176393,3.80121222724,0.000263888388625,0.00478154286781,yes,up,6.91,1.95,40.57,1.49,0.37,1.47,16.4766666667,1.11
EVM0001366,,-,0.211658945453,-2.24018663157,0.000406384665178,0.00657711880438,yes,down,10.21,7.79,16.14,66.3,72.47,15.08,11.38,51.2833333333
EVM0001376,,-,0.124406514904,-3.00686605658,0.00336427966802,0.02930802123,yes,down,0.54,0.13,0.05,2.24,2.15,0.9,0.24,1.76333333333
EVM0001382,,-,0.271940114492,-1.87863911267,0.00033170503371,0.00565519388721,yes,down,13.58,12.29,23.1,93.24,49.29,30.53,16.3233333333,57.6866666667
EVM0001396,,-,2.66837083396,1.41595917745,0.000527096564459,0.00785305834814,yes,up,421.81,355.48,248.8,136.59,141.54,92.45,342.03,123.526666667
EVM0001409,,-,0.02048789664,-5.60908431,3.29825396605E-7,2.3676413518E-5,yes,down,0.14,0.27,0.11,14.53,7.52,2.16,0.173333333333,8.07
EVM0001412,,-,0.371417518171,-1.42888623227,0.00342831607929,0.0295195793413,yes,down,3.94,1.79,4.27,6.56,7.14,11.15,3.33333333333,8.28333333333
EVM0001418,,-,0.248994930603,-2.00581172475,0.00050965328231,0.00766086335442,yes,down,6.73,2.95,1.6,12.38,15.87,13.81,3.76,14.02
EVM0001446,,-,0.0402477294471,-4.63494879308,7.64066539521E-18,6.74311193673E-15,yes,down,1.76,2.75,1.8,28.04,63.97,58.01,2.10333333333,50.0066666667
EVM0001475,,-,0.442043979424,-1.17773818287,0.000393206219019,0.00643323108391,yes,down,29.98,22.12,27.37,65.85,52.66,52.12,26.49,56.8766666667
EVM0001479,,-,0.175826031993,-2.5077794098,3.87193645586E-5,0.00115488394925,yes,down,31.09,27.84,104.83,304.76,385.94,186.25,54.5866666667,292.316666667
EVM0001486,,-,0.00772927201874,-7.0154517443,8.32718120931E-9,1.02403852199E-6,yes,down,0,0,0.41,5.36,18.65,31.02,0.136666666667,18.3433333333
EVM0001500,,-,0.342346866546,-1.54646928719,0.000413673696401,0.00667349082484,yes,down,26.59,31.02,37.74,72.8,121.47,71.66,31.7833333333,88.6433333333
EVM0001507,,-,0.122657552866,-3.02729202164,5.64613459536E-6,0.000249878930189,yes,down,10.09,5.54,8.6,34.69,122.58,26.88,8.07666666667,61.3833333333
EVM0001523,,-,0.208953555734,-2.25874578587,1.02848450753E-5,0.000403935944148,yes,down,51.29,29.86,35.08,129.82,282.48,107.02,38.7433333333,173.106666667
EVM0001524,,-,4.89592201512,2.29158057819,0.00041828981272,0.00672476955651,yes,up,14.92,13.3,5.97,2.03,1.92,2.76,11.3966666667,2.23666666667
EVM0001534,,-,0.106090036446,-3.23663892445,6.97341329761E-6,0.000295542711028,yes,down,11.48,10.28,44.53,163.03,339.4,86.07,22.0966666667,196.166666667
EVM0001561,,-,10.6217912737,3.40895517965,0.00121913636342,0.0144021282365,yes,up,5.8,3.67,2.55,0.61,0,0.45,4.00666666667,0.353333333333
EVM0001570,,-,3.73145385015,1.89973784328,2.43448081943E-5,0.000797478509475,yes,up,50.87,38.11,26.45,9.22,10.68,9.64,38.4766666667,9.84666666667
EVM0001582,,-,3.22953987075,1.69132863133,0.0042438670861,0.0342499934872,yes,up,388.81,111.08,175.17,102.51,63.39,31.08,225.02,65.66
EVM0001591,,-,0.0753765206296,-3.72974098785,9.82881576934E-6,0.000391145153813,yes,down,0.14,0.35,0.61,6.85,6,1.63,0.366666666667,4.82666666667
EVM0001592,,-,0.40163999645,-1.31602515078,0.000484531569239,0.00738756761288,yes,down,45.56,44.88,63.87,138.49,132.76,96.04,51.4366666667,122.43
EVM0001611,,-,0.366405509069,-1.44848689973,0.00459530036901,0.0361527485245,yes,down,129.47,122.78,99.49,415.39,380.97,133.09,117.246666667,309.816666667
EVM0001630,,-,0.182628856959,-2.4530133531,0.00102428062963,0.0128012291616,yes,down,0.93,0.5,1.57,1.99,9.52,3.67,1,5.06
EVM0001642,,-,0.350474731794,-1.51261766101,0.00277514544899,0.0256201924013,yes,down,1.27,0.69,1.71,2.72,3.77,3.25,1.22333333333,3.24666666667
EVM0001649,,-,4.13713494627,2.04863201659,0.00675805578713,0.0466320955742,yes,up,55.75,8.68,10.39,6.03,2.79,7.68,24.94,5.5
EVM0001694,,-,0.165567973825,-2.59450445872,4.05759946589E-6,0.000189056412381,yes,down,7.25,3.58,3.59,49.15,16.67,17.03,4.80666666667,27.6166666667
EVM0001698,,-,0.161290167497,-2.63226960268,2.92826070248E-5,0.00092685011222,yes,down,10.19,11.68,11.48,87.01,95.91,20.8,11.1166666667,67.9066666667
EVM0001723,,-,0.28739151719,-1.79891061586,0.00693234218608,0.0473721316097,yes,down,1,0.48,0.87,3.07,3.62,0.94,0.783333333333,2.54333333333
EVM0001724,,-,0.276448256212,-1.85491862344,0.000864064996851,0.0113915352792,yes,down,31.39,24.63,27.76,131.83,126.4,34.98,27.9266666667,97.7366666667
EVM0001737,,-,0.188799024922,-2.40507678116,0.00030421296936,0.00527998259528,yes,down,34.76,38.14,97,96.62,313.11,428.92,56.6333333333,279.55
EVM0001762,,-,0.425023613191,-1.23438509908,0.00557931921115,0.0411738938145,yes,down,105.89,110.67,88.55,326.05,238.18,135.45,101.703333333,233.226666667
EVM0001763,,-,8.90823304749,3.15513930084,2.10201115914E-6,0.000107633015087,yes,up,62.68,41.29,11.65,3.37,2.72,6.11,38.54,4.06666666667
EVM0001777,,-,0.281335119884,-1.82963843516,0.00285424640258,0.026143015127,yes,down,178.02,166.54,306.38,303.74,565.98,1301.66,216.98,723.793333333
EVM0001807,,-,0.242197527095,-2.0457439601,0.000416429706278,0.0067035352825,yes,down,14.18,18.51,19.02,110.53,73.63,23.85,17.2366666667,69.3366666667
EVM0001822,,-,9.24200978169,3.20820661644,0.000209439748081,0.00400793946487,yes,up,3.19,7.54,8.59,0.94,0.17,0.93,6.44,0.68
EVM0001823,,-,0.127414983084,-2.97239315677,0.0025265088174,0.0239603108644,yes,down,4.78,2.79,10.47,3.33,16.61,108.94,6.01333333333,42.96
EVM0001832,,-,0.364192529936,-1.45722676383,0.00157229597992,0.0173823350375,yes,down,21.93,15.84,14.17,52.44,57.44,25.56,17.3133333333,45.1466666667
EVM0001836,,-,2.50631544628,1.3255680045,0.000496381850201,0.00750374033799,yes,up,696.03,540.47,454.1,281.47,170.86,199.81,563.533333333,217.38
EVM0001845,,-,0.322293665477,-1.63355226167,0.000669885518027,0.00946355219111,yes,down,64.09,64.34,84.81,150.87,155.82,323.35,71.08,210.013333333
EVM0001867,,-,4.58966187835,2.19838787381,1.82616531066E-5,0.000635669861288,yes,up,14.11,11.73,8.65,3.21,1.38,2.59,11.4966666667,2.39333333333
EVM0001877,,-,0.179698618464,-2.47634877754,4.14908443951E-6,0.00019270292415,yes,down,16.77,17.27,33.65,145.85,156.99,58.6,22.5633333333,120.48
EVM0001879,,-,0.465948604379,-1.10175726511,0.00173995891226,0.018548441128,yes,down,47.65,46.79,52.95,110.2,105.06,92.19,49.13,102.483333333
EVM0001883,,-,0.0322455536787,-4.95475594794,1.02469803943E-7,8.99037700907E-6,yes,down,7.7,5.99,39.04,575.93,903.64,52.2,17.5766666667,510.59
EVM0001884,,-,0.152064196747,-2.7172475819,0.00143613674994,0.0162368949957,yes,down,10.27,12.46,10.07,16,164.71,25.87,10.9333333333,68.86
EVM0001892,,-,0.350675742737,-1.51179045627,0.00737651787964,0.0492303815606,yes,down,11.93,7.22,7.19,36.08,26.33,9.09,8.78,23.8333333333
EVM0001893,,-,2.63906100293,1.40002469951,0.00573386654908,0.0418817915462,yes,up,146.83,133.78,73.96,35.79,29.4,63.15,118.19,42.78
EVM0001944,,-,4.52643413544,2.17837496176,1.7489307886E-6,9.17454846904E-5,yes,up,77.11,78.28,50.65,12.53,13.72,17.79,68.68,14.68
EVM0001967,,-,0.450068336305,-1.15178402464,0.0048242733111,0.037482430081,yes,down,202.2,213.54,333.79,610.83,596.02,397.89,249.843333333,534.913333333
EVM0001970,,-,0.39597060248,-1.3365347687,0.00323273984734,0.0286189006247,yes,down,28.38,28.89,57.25,104.89,98.39,75.21,38.1733333333,92.83
EVM0001979,,-,2.83208497244,1.50186455196,0.00485823438904,0.0376488070965,yes,up,13.34,9.09,5.63,4.41,2.1,2.93,9.35333333333,3.14666666667
EVM0001983,,-,2.96994086228,1.57043420424,0.00582011668931,0.0421831935699,yes,up,43.51,40.92,31.67,8.25,7.79,21.23,38.7,12.4233333333
EVM0001989,,-,0.200808931768,-2.31610465463,3.48293925858E-11,8.29437106293E-9,yes,down,142.13,141.26,162.1,944.4,646.2,660.18,148.496666667,750.26
EVM0002014,,-,7.72460122774,2.94946045773,0.00245044234767,0.0233867598869,yes,up,13.15,8.27,3.48,0.67,2.27,0.17,8.3,1.03666666667
EVM0002020,,-,2.9128140223,1.54241359105,0.00627439506534,0.0443613332542,yes,up,18.77,6.55,6.86,3.26,2.44,4.49,10.7266666667,3.39666666667
EVM0002027,,-,0.17212339085,-2.53848492795,0.00340390044858,0.0294637230199,yes,down,1.2,4.87,11.74,11.73,58.73,28.44,5.93666666667,32.9666666667
EVM0002033,,-,3.99100868818,1.99675341951,0.00065542913056,0.0092967672001,yes,up,23.35,16.39,16.21,5.31,2.39,5.77,18.65,4.49
EVM0002038,,-,3.56174541252,1.83258439875,0.00600278016789,0.0430907707458,yes,up,8.97,11.55,26.14,2.24,3.56,6.56,15.5533333333,4.12
EVM0002051,,-,0.353662441254,-1.49955508109,5.74760881135E-5,0.00155652301438,yes,down,107.63,60.45,76.04,236.31,177.33,238.97,81.3733333333,217.536666667
EVM0002066,,-,0.0107375370071,-6.54119308612,7.53610587843E-41,3.7688065498E-37,yes,down,20.51,23.89,29.73,2305.92,3261.75,1313.1,24.71,2293.59
EVM0002075,,-,5.8912855143,2.55858247323,0.00033008691077,0.00563400901283,yes,up,33.3,24.86,9.8,5.05,2.42,3.85,22.6533333333,3.77333333333
EVM0002097,,-,0.256732790539,-1.96166052267,0.00230004543993,0.0224366591257,yes,down,1.65,2.39,3.15,4.82,7.64,14.22,2.39666666667,8.89333333333
EVM0002198,,-,6.03535950943,2.59343971084,6.75572615911E-5,0.00176828264438,yes,up,23.58,15.04,12.37,2.23,1.37,4.37,16.9966666667,2.65666666667
EVM0002207,,-,0.153163235312,-2.7068580548,0.000446715082375,0.00702522681434,yes,down,3.13,5.71,9.31,58.12,51.68,11.66,6.05,40.4866666667
