Gene_ID,Category
EVM0014364,Symbiotic_specific_UP
EVM0014369,Symbiotic_specific_UP
EVM0014378,Symbiotic_specific_UP
EVM0014385,Symbiotic_specific_UP
EVM0014387,Symbiotic_specific_UP
EVM0014390,NonSymbiotic_specific_DOWN
EVM0014441,Symbiotic_specific_UP
EVM0014443,Symbiotic_specific_UP
EVM0014486,NonSymbiotic_specific_DOWN
EVM0014506,Symbiotic_specific_UP
EVM0014530,NonSymbiotic_specific_DOWN
EVM0014535,Symbiotic_specific_UP
EVM0014547,NonSymbiotic_specific_DOWN
EVM0014571,Symbiotic_specific_UP
EVM0014613,Symbiotic_specific_UP
EVM0014640,Symbiotic_specific_UP
EVM0014699,NonSymbiotic_specific_DOWN
EVM0014746,Symbiotic_specific_UP
EVM0014800,Symbiotic_specific_UP
EVM0014820,Symbiotic_specific_UP
EVM0014832,Symbiotic_specific_UP
EVM0014847,Symbiotic_specific_UP
EVM0014887,Symbiotic_specific_UP
EVM0014915,Symbiotic_specific_UP
EVM0014948,Symbiotic_specific_UP
EVM0014977,Symbiotic_specific_UP
EVM0014982,Symbiotic_specific_UP
EVM0014983,Symbiotic_specific_UP
EVM0015076,Symbiotic_specific_UP
EVM0015078,Symbiotic_specific_UP
EVM0015081,Symbiotic_specific_UP
EVM0015096,Symbiotic_specific_UP
EVM0015109,Symbiotic_specific_UP
EVM0015160,Symbiotic_specific_UP
EVM0015183,Symbiotic_specific_UP
EVM0015197,Symbiotic_specific_UP
EVM0015206,Symbiotic_specific_UP
EVM0015218,Symbiotic_specific_UP
EVM0015255,NonSymbiotic_specific_DOWN
EVM0015280,Symbiotic_specific_UP
EVM0015283,Symbiotic_specific_UP
EVM0015359,Symbiotic_specific_UP
EVM0015392,Symbiotic_specific_UP
EVM0015457,NonSymbiotic_specific_DOWN
EVM0015463,Symbiotic_specific_UP
EVM0015511,Symbiotic_specific_UP
EVM0015521,Symbiotic_specific_UP
EVM0015551,Symbiotic_specific_UP
EVM0015599,NonSymbiotic_specific_DOWN
EVM0015604,Symbiotic_specific_UP
EVM0015609,Symbiotic_specific_UP
EVM0015651,Symbiotic_specific_UP
EVM0015695,Symbiotic_specific_UP
EVM0015706,NonSymbiotic_specific_DOWN
EVM0015708,Symbiotic_specific_UP
EVM0015804,NonSymbiotic_specific_DOWN
EVM0015849,Symbiotic_specific_UP
EVM0015866,Symbiotic_specific_UP
EVM0015867,Symbiotic_specific_UP
EVM0015881,Symbiotic_specific_UP
EVM0015886,Symbiotic_specific_UP
EVM0015896,Symbiotic_specific_UP
EVM0015901,Symbiotic_specific_UP
EVM0015908,NonSymbiotic_specific_DOWN
EVM0015948,Symbiotic_specific_UP
EVM0015956,Symbiotic_specific_UP
EVM0015971,Symbiotic_specific_UP
EVM0016008,NonSymbiotic_specific_DOWN
EVM0016019,Symbiotic_specific_UP
EVM0016130,Symbiotic_specific_UP
EVM0016165,Symbiotic_specific_UP
EVM0016176,Symbiotic_specific_UP
EVM0016234,Symbiotic_specific_UP
EVM0016260,NonSymbiotic_specific_DOWN
EVM0016275,Symbiotic_specific_UP
EVM0016306,Symbiotic_specific_UP
EVM0016328,Symbiotic_specific_UP
EVM0016356,NonSymbiotic_specific_DOWN
EVM0016386,Symbiotic_specific_UP
EVM0016402,Symbiotic_specific_UP
EVM0016414,Symbiotic_specific_UP
EVM0016415,NonSymbiotic_specific_DOWN
EVM0016427,NonSymbiotic_specific_DOWN
EVM0016476,Symbiotic_specific_UP
EVM0016492,Symbiotic_specific_UP
EVM0016514,Symbiotic_specific_UP
EVM0016540,Symbiotic_specific_UP
EVM0016541,Symbiotic_specific_UP
EVM0016563,NonSymbiotic_specific_DOWN
EVM0016595,Symbiotic_specific_UP
EVM0016651,Symbiotic_specific_UP
EVM0016656,Symbiotic_specific_UP
EVM0016673,Symbiotic_specific_UP
EVM0016680,Symbiotic_specific_UP
EVM0016704,Symbiotic_specific_UP
EVM0016721,Symbiotic_specific_UP
EVM0016743,Symbiotic_specific_UP
EVM0016748,Symbiotic_specific_UP
EVM0016767,Symbiotic_specific_UP
EVM0016845,NonSymbiotic_specific_DOWN
EVM0016849,Symbiotic_specific_UP
EVM0016850,NonSymbiotic_specific_DOWN
EVM0016880,Symbiotic_specific_UP
EVM0016909,NonSymbiotic_specific_DOWN
EVM0016936,NonSymbiotic_specific_DOWN
EVM0016956,Symbiotic_specific_UP
EVM0016989,Symbiotic_specific_UP
EVM0017024,Symbiotic_specific_UP
EVM0017042,NonSymbiotic_specific_DOWN
EVM0017065,Symbiotic_specific_UP
EVM0017087,Symbiotic_specific_UP
EVM0017117,NonSymbiotic_specific_DOWN
EVM0017179,Symbiotic_specific_UP
EVM0017195,Symbiotic_specific_UP
EVM0017222,Symbiotic_specific_UP
EVM0017227,Symbiotic_specific_UP
EVM0017247,Symbiotic_specific_UP
EVM0017249,Symbiotic_specific_UP
EVM0017252,Symbiotic_specific_UP
EVM0017270,NonSymbiotic_specific_DOWN
EVM0017276,Symbiotic_specific_UP
EVM0017284,Symbiotic_specific_UP
EVM0017285,Symbiotic_specific_UP
EVM0017289,Symbiotic_specific_UP
EVM0017308,Symbiotic_specific_UP
EVM0017337,Symbiotic_specific_UP
EVM0017355,NonSymbiotic_specific_DOWN
EVM0017375,Symbiotic_specific_UP
EVM0017399,Symbiotic_specific_UP
EVM0017402,NonSymbiotic_specific_DOWN
EVM0017405,NonSymbiotic_specific_DOWN
EVM0017407,Symbiotic_specific_UP
EVM0017417,Symbiotic_specific_UP
EVM0017434,Symbiotic_specific_UP
EVM0017458,Symbiotic_specific_UP
EVM0017494,Symbiotic_specific_UP
EVM0017506,Symbiotic_specific_UP
EVM0017568,Symbiotic_specific_UP
EVM0017619,Symbiotic_specific_UP
EVM0017639,Symbiotic_specific_UP
EVM0017670,NonSymbiotic_specific_DOWN
EVM0017709,Symbiotic_specific_UP
EVM0017720,NonSymbiotic_specific_DOWN
EVM0017772,Symbiotic_specific_UP
EVM0017782,Symbiotic_specific_UP
EVM0017796,Symbiotic_specific_UP
EVM0017797,Symbiotic_specific_UP
EVM0017807,Symbiotic_specific_UP
EVM0017834,Symbiotic_specific_UP
EVM0017842,Symbiotic_specific_UP
EVM0017852,Symbiotic_specific_UP
EVM0017904,Symbiotic_specific_UP
EVM0017930,Symbiotic_specific_UP
EVM0017957,Symbiotic_specific_UP
EVM0017968,NonSymbiotic_specific_DOWN
EVM0017978,Symbiotic_specific_UP
EVM0017991,Symbiotic_specific_UP
EVM0018002,Symbiotic_specific_UP
EVM0018050,Symbiotic_specific_UP
EVM0018072,NonSymbiotic_specific_DOWN
EVM0018089,Symbiotic_specific_UP
EVM0018100,Symbiotic_specific_UP
EVM0018123,Symbiotic_specific_UP
EVM0018149,Symbiotic_specific_UP
EVM0018158,NonSymbiotic_specific_DOWN
EVM0018164,Symbiotic_specific_UP
EVM0018181,Symbiotic_specific_UP
EVM0018186,Symbiotic_specific_UP
EVM0018199,NonSymbiotic_specific_DOWN
EVM0018204,Symbiotic_specific_UP
EVM0018232,Symbiotic_specific_UP
EVM0018262,Symbiotic_specific_UP
EVM0018295,Symbiotic_specific_UP
EVM0018342,Symbiotic_specific_UP
EVM0018350,Symbiotic_specific_UP
EVM0018376,Symbiotic_specific_UP
EVM0018377,Symbiotic_specific_UP
EVM0018398,Symbiotic_specific_UP
EVM0018402,Symbiotic_specific_UP
EVM0018408,Symbiotic_specific_UP
EVM0018418,Symbiotic_specific_UP
EVM0018454,Symbiotic_specific_UP
EVM0018468,Symbiotic_specific_UP
EVM0018476,Symbiotic_specific_UP
EVM0018488,Symbiotic_specific_UP
EVM0018562,Symbiotic_specific_UP
EVM0018567,Symbiotic_specific_UP
EVM0018569,NonSymbiotic_specific_DOWN
EVM0018584,NonSymbiotic_specific_DOWN
EVM0018593,NonSymbiotic_specific_DOWN
EVM0018596,Symbiotic_specific_UP
EVM0018601,NonSymbiotic_specific_DOWN
EVM0018608,Symbiotic_specific_UP
EVM0018642,Symbiotic_specific_UP
EVM0018701,NonSymbiotic_specific_DOWN
EVM0018715,Symbiotic_specific_UP
EVM0018720,NonSymbiotic_specific_DOWN
EVM0018735,NonSymbiotic_specific_DOWN
EVM0018737,Symbiotic_specific_UP
EVM0018745,NonSymbiotic_specific_DOWN
EVM0018775,Symbiotic_specific_UP
EVM0018791,Symbiotic_specific_UP
EVM0018793,Symbiotic_specific_UP
EVM0018794,Symbiotic_specific_UP
EVM0018796,Symbiotic_specific_UP
EVM0018813,Symbiotic_specific_UP
EVM0018862,Symbiotic_specific_UP
EVM0018881,NonSymbiotic_specific_DOWN
EVM0018896,Symbiotic_specific_UP
EVM0018898,Symbiotic_specific_UP
EVM0018912,Symbiotic_specific_UP
EVM0018932,Symbiotic_specific_UP
EVM0018946,Symbiotic_specific_UP
EVM0018987,Symbiotic_specific_UP
EVM0018997,Symbiotic_specific_UP
EVM0019025,Symbiotic_specific_UP
EVM0019031,Symbiotic_specific_UP
EVM0019037,Symbiotic_specific_UP
EVM0019118,Symbiotic_specific_UP
EVM0019124,NonSymbiotic_specific_DOWN
EVM0019136,Symbiotic_specific_UP
EVM0019174,Symbiotic_specific_UP
EVM0019192,Symbiotic_specific_UP
EVM0019259,Symbiotic_specific_UP
EVM0019262,Symbiotic_specific_UP
EVM0019274,Symbiotic_specific_UP
EVM0019312,Symbiotic_specific_UP
EVM0019320,Symbiotic_specific_UP
EVM0019333,NonSymbiotic_specific_DOWN
EVM0019336,Symbiotic_specific_UP
EVM0019367,NonSymbiotic_specific_DOWN
EVM0019375,Symbiotic_specific_UP
EVM0019414,Symbiotic_specific_UP
EVM0019416,Symbiotic_specific_UP
EVM0019428,Symbiotic_specific_UP
EVM0019429,Symbiotic_specific_UP
EVM0019445,Symbiotic_specific_UP
EVM0019446,NonSymbiotic_specific_DOWN
EVM0019454,Symbiotic_specific_UP
EVM0019482,Symbiotic_specific_UP
EVM0019487,Symbiotic_specific_UP
EVM0019500,NonSymbiotic_specific_DOWN
EVM0019503,Symbiotic_specific_UP
EVM0019518,Symbiotic_specific_UP
EVM0019519,NonSymbiotic_specific_DOWN
EVM0019661,Symbiotic_specific_UP
EVM0019672,Symbiotic_specific_UP
EVM0019676,Symbiotic_specific_UP
EVM0019692,Symbiotic_specific_UP
EVM0019704,Symbiotic_specific_UP
EVM0019705,Symbiotic_specific_UP
EVM0019773,Symbiotic_specific_UP
EVM0019777,Symbiotic_specific_UP
EVM0019784,Symbiotic_specific_UP
EVM0019787,Symbiotic_specific_UP
EVM0019815,Symbiotic_specific_UP
EVM0019832,Symbiotic_specific_UP
EVM0019838,Symbiotic_specific_UP
EVM0019842,NonSymbiotic_specific_DOWN
EVM0019849,Symbiotic_specific_UP
EVM0019854,Symbiotic_specific_UP
EVM0019916,Symbiotic_specific_UP
EVM0019934,Symbiotic_specific_UP
EVM0019935,Symbiotic_specific_UP
EVM0019954,Symbiotic_specific_UP
EVM0019969,NonSymbiotic_specific_DOWN
EVM0019974,Symbiotic_specific_UP
EVM0019988,NonSymbiotic_specific_DOWN
EVM0020002,Symbiotic_specific_UP
EVM0020046,NonSymbiotic_specific_DOWN
EVM0020050,Symbiotic_specific_UP
EVM0020068,Symbiotic_specific_UP
EVM0020075,Symbiotic_specific_UP
EVM0020094,NonSymbiotic_specific_DOWN
EVM0020112,Symbiotic_specific_UP
EVM0020119,NonSymbiotic_specific_DOWN
EVM0020124,Symbiotic_specific_UP
EVM0020154,Symbiotic_specific_UP
EVM0020155,Symbiotic_specific_UP
EVM0020165,NonSymbiotic_specific_DOWN
EVM0020183,Symbiotic_specific_UP
EVM0020203,Symbiotic_specific_UP
EVM0020288,Symbiotic_specific_UP
EVM0020296,Symbiotic_specific_UP
EVM0020298,Symbiotic_specific_UP
EVM0020301,Symbiotic_specific_UP
EVM0020328,Symbiotic_specific_UP
EVM0020331,Symbiotic_specific_UP
EVM0020336,Symbiotic_specific_UP
EVM0020375,Symbiotic_specific_UP
EVM0020409,Symbiotic_specific_UP
EVM0020416,Symbiotic_specific_UP
EVM0020440,Symbiotic_specific_UP
EVM0020453,Symbiotic_specific_UP
EVM0020459,Symbiotic_specific_UP
EVM0020461,Symbiotic_specific_UP
EVM0020478,Symbiotic_specific_UP
EVM0020543,Symbiotic_specific_UP
EVM0020585,NonSymbiotic_specific_DOWN
EVM0020592,Symbiotic_specific_UP
EVM0020593,Symbiotic_specific_UP
EVM0020612,Symbiotic_specific_UP
EVM0020717,Symbiotic_specific_UP
EVM0020741,Symbiotic_specific_UP
EVM0020751,Symbiotic_specific_UP
EVM0020801,Symbiotic_specific_UP
EVM0020822,Symbiotic_specific_UP
EVM0020885,Symbiotic_specific_UP
EVM0020893,Symbiotic_specific_UP
EVM0020914,Symbiotic_specific_UP
EVM0020921,Symbiotic_specific_UP
EVM0020954,Symbiotic_specific_UP
EVM0020993,Symbiotic_specific_UP
EVM0021030,Symbiotic_specific_UP
EVM0021061,Symbiotic_specific_UP
EVM0021133,Symbiotic_specific_UP
EVM0021173,Symbiotic_specific_UP
EVM0021192,Symbiotic_specific_UP
EVM0021268,Symbiotic_specific_UP
EVM0021280,Symbiotic_specific_UP
EVM0021292,NonSymbiotic_specific_DOWN
EVM0021312,Symbiotic_specific_UP
EVM0021335,Symbiotic_specific_UP
EVM0021343,NonSymbiotic_specific_DOWN
EVM0021344,Symbiotic_specific_UP
EVM0021352,NonSymbiotic_specific_DOWN
EVM0021366,Symbiotic_specific_UP
EVM0021373,Symbiotic_specific_UP
EVM0021399,NonSymbiotic_specific_DOWN
EVM0021410,NonSymbiotic_specific_DOWN
EVM0021443,NonSymbiotic_specific_DOWN
EVM0021459,Symbiotic_specific_UP
EVM0021472,Symbiotic_specific_UP
EVM0021474,Symbiotic_specific_UP
EVM0021490,Symbiotic_specific_UP
EVM0021509,Symbiotic_specific_UP
EVM0021521,Symbiotic_specific_UP
EVM0021527,NonSymbiotic_specific_DOWN
EVM0021592,Symbiotic_specific_UP
EVM0021597,Symbiotic_specific_UP
EVM0021601,Symbiotic_specific_UP
EVM0021612,Symbiotic_specific_UP
EVM0021655,Symbiotic_specific_UP
EVM0021709,Symbiotic_specific_UP
EVM0021731,Symbiotic_specific_UP
EVM0021739,Symbiotic_specific_UP
EVM0021767,Symbiotic_specific_UP
EVM0021786,Symbiotic_specific_UP
EVM0021792,NonSymbiotic_specific_DOWN
EVM0021854,Symbiotic_specific_UP
EVM0021888,Symbiotic_specific_UP
EVM0021897,Symbiotic_specific_UP
EVM0021958,Symbiotic_specific_UP
EVM0021961,NonSymbiotic_specific_DOWN
EVM0021988,Symbiotic_specific_UP
EVM0022014,NonSymbiotic_specific_DOWN
EVM0022032,Symbiotic_specific_UP
EVM0022059,Symbiotic_specific_UP
EVM0022069,Symbiotic_specific_UP
EVM0022075,Symbiotic_specific_UP
EVM0022093,Symbiotic_specific_UP
EVM0022096,Symbiotic_specific_UP
EVM0022098,Symbiotic_specific_UP
EVM0022145,Symbiotic_specific_UP
EVM0022202,NonSymbiotic_specific_DOWN
EVM0022233,Symbiotic_specific_UP
EVM0022263,NonSymbiotic_specific_DOWN
EVM0022266,NonSymbiotic_specific_DOWN
EVM0022301,NonSymbiotic_specific_DOWN
EVM0022307,Symbiotic_specific_UP
EVM0022422,Symbiotic_specific_UP
EVM0022433,Symbiotic_specific_UP
EVM0022436,Symbiotic_specific_UP
EVM0022459,Symbiotic_specific_UP
EVM0022460,Symbiotic_specific_UP
EVM0022467,Symbiotic_specific_UP
EVM0022469,Symbiotic_specific_UP
EVM0022480,Symbiotic_specific_UP
EVM0022481,Symbiotic_specific_UP
EVM0022521,NonSymbiotic_specific_DOWN
EVM0022528,Symbiotic_specific_UP
EVM0022568,Symbiotic_specific_UP
EVM0022586,Symbiotic_specific_UP
EVM0022654,Symbiotic_specific_UP
EVM0022724,NonSymbiotic_specific_DOWN
EVM0022735,NonSymbiotic_specific_DOWN
EVM0022755,Symbiotic_specific_UP
EVM0022762,Symbiotic_specific_UP
EVM0022823,Symbiotic_specific_UP
EVM0022842,Symbiotic_specific_UP
EVM0022844,Symbiotic_specific_UP
EVM0022851,NonSymbiotic_specific_DOWN
EVM0022868,Symbiotic_specific_UP
EVM0022930,Symbiotic_specific_UP
EVM0022952,Symbiotic_specific_UP
EVM0022997,Symbiotic_specific_UP
EVM0022998,Symbiotic_specific_UP
EVM0023001,Symbiotic_specific_UP
EVM0023030,Symbiotic_specific_UP
EVM0023040,Symbiotic_specific_UP
EVM0023046,Symbiotic_specific_UP
EVM0023062,Symbiotic_specific_UP
EVM0023079,Symbiotic_specific_UP
EVM0023097,Symbiotic_specific_UP
EVM0023113,Symbiotic_specific_UP
EVM0023114,Symbiotic_specific_UP
EVM0023128,NonSymbiotic_specific_DOWN
EVM0023137,Symbiotic_specific_UP
EVM0023181,Symbiotic_specific_UP
EVM0023199,Symbiotic_specific_UP
EVM0023230,Symbiotic_specific_UP
EVM0023253,Symbiotic_specific_UP
EVM0023259,Symbiotic_specific_UP
EVM0023261,Symbiotic_specific_UP
EVM0023264,Symbiotic_specific_UP
EVM0023277,Symbiotic_specific_UP
EVM0023292,Symbiotic_specific_UP
EVM0023293,Symbiotic_specific_UP
EVM0023299,NonSymbiotic_specific_DOWN
EVM0023355,Symbiotic_specific_UP
EVM0023402,Symbiotic_specific_UP
EVM0023409,Symbiotic_specific_UP
EVM0023426,NonSymbiotic_specific_DOWN
EVM0023509,Symbiotic_specific_UP
EVM0023544,Symbiotic_specific_UP
EVM0023554,Symbiotic_specific_UP
EVM0023562,Symbiotic_specific_UP
EVM0023578,Symbiotic_specific_UP
EVM0023582,Symbiotic_specific_UP
EVM0023604,Symbiotic_specific_UP
EVM0023655,NonSymbiotic_specific_DOWN
EVM0023667,Symbiotic_specific_UP
EVM0023672,Symbiotic_specific_UP
EVM0023692,NonSymbiotic_specific_DOWN
EVM0023711,Symbiotic_specific_UP
EVM0023718,Symbiotic_specific_UP
EVM0023723,Symbiotic_specific_UP
EVM0023828,Symbiotic_specific_UP
EVM0023843,NonSymbiotic_specific_DOWN
EVM0023848,Symbiotic_specific_UP
EVM0023862,Symbiotic_specific_UP
EVM0023868,Symbiotic_specific_UP
EVM0023913,Symbiotic_specific_UP
EVM0023943,Symbiotic_specific_UP
EVM0023966,NonSymbiotic_specific_DOWN
EVM0023981,Symbiotic_specific_UP
EVM0024031,Symbiotic_specific_UP
EVM0024088,Symbiotic_specific_UP
EVM0024194,NonSymbiotic_specific_DOWN
EVM0024195,Symbiotic_specific_UP
EVM0024204,Symbiotic_specific_UP
EVM0024226,NonSymbiotic_specific_DOWN
EVM0024253,Symbiotic_specific_UP
EVM0024268,Symbiotic_specific_UP
EVM0024281,Symbiotic_specific_UP
EVM0024298,Symbiotic_specific_UP
EVM0024344,Symbiotic_specific_UP
EVM0024349,NonSymbiotic_specific_DOWN
EVM0024360,Symbiotic_specific_UP
EVM0024387,Symbiotic_specific_UP
EVM0024419,Symbiotic_specific_UP
EVM0024429,Symbiotic_specific_UP
EVM0024436,Symbiotic_specific_UP
EVM0024455,Symbiotic_specific_UP
EVM0024462,Symbiotic_specific_UP
EVM0024483,Symbiotic_specific_UP
EVM0024494,Symbiotic_specific_UP
EVM0024540,Symbiotic_specific_UP
EVM0024559,Symbiotic_specific_UP
EVM0024583,Symbiotic_specific_UP
EVM0024586,NonSymbiotic_specific_DOWN
EVM0024594,Symbiotic_specific_UP
EVM0024599,Symbiotic_specific_UP
EVM0024600,Symbiotic_specific_UP
EVM0024609,Symbiotic_specific_UP
EVM0024626,Symbiotic_specific_UP
EVM0024655,NonSymbiotic_specific_DOWN
EVM0024669,Symbiotic_specific_UP
EVM0024684,NonSymbiotic_specific_DOWN
EVM0024696,NonSymbiotic_specific_DOWN
EVM0024720,Symbiotic_specific_UP
EVM0024731,Symbiotic_specific_UP
EVM0024753,NonSymbiotic_specific_DOWN
EVM0024783,Symbiotic_specific_UP
EVM0024787,NonSymbiotic_specific_DOWN
EVM0024794,Symbiotic_specific_UP
EVM0024798,Symbiotic_specific_UP
EVM0024839,Symbiotic_specific_UP
EVM0024878,NonSymbiotic_specific_DOWN
EVM0024885,Symbiotic_specific_UP
EVM0024957,Symbiotic_specific_UP
EVM0024995,NonSymbiotic_specific_DOWN
EVM0024996,Symbiotic_specific_UP
EVM0025031,Symbiotic_specific_UP
EVM0025038,Symbiotic_specific_UP
EVM0025051,Symbiotic_specific_UP
EVM0025074,Symbiotic_specific_UP
EVM0025081,NonSymbiotic_specific_DOWN
EVM0025114,Symbiotic_specific_UP
EVM0025120,Symbiotic_specific_UP
EVM0025135,NonSymbiotic_specific_DOWN
EVM0025161,Symbiotic_specific_UP
EVM0025166,Symbiotic_specific_UP
EVM0025188,Symbiotic_specific_UP
EVM0025208,Symbiotic_specific_UP
EVM0025250,Symbiotic_specific_UP
EVM0025298,NonSymbiotic_specific_DOWN
EVM0025330,Symbiotic_specific_UP
EVM0025335,Symbiotic_specific_UP
EVM0025340,Symbiotic_specific_UP
EVM0025354,Symbiotic_specific_UP
EVM0025355,Symbiotic_specific_UP
EVM0025359,Symbiotic_specific_UP
EVM0025364,Symbiotic_specific_UP
EVM0025399,Symbiotic_specific_UP
EVM0025406,Symbiotic_specific_UP
EVM0025415,Symbiotic_specific_UP
EVM0025470,Symbiotic_specific_UP
EVM0025474,Symbiotic_specific_UP
EVM0025484,NonSymbiotic_specific_DOWN
EVM0025572,Symbiotic_specific_UP
EVM0025588,Symbiotic_specific_UP
EVM0025594,Symbiotic_specific_UP
EVM0025601,Symbiotic_specific_UP
EVM0025607,Symbiotic_specific_UP
EVM0025618,Symbiotic_specific_UP
EVM0025629,NonSymbiotic_specific_DOWN
EVM0025764,Symbiotic_specific_UP
EVM0025788,Symbiotic_specific_UP
EVM0025793,Symbiotic_specific_UP
EVM0025812,NonSymbiotic_specific_DOWN
EVM0025832,NonSymbiotic_specific_DOWN
EVM0025835,Symbiotic_specific_UP
EVM0025844,Symbiotic_specific_UP
EVM0025876,Symbiotic_specific_UP
EVM0025925,Symbiotic_specific_UP
EVM0025940,NonSymbiotic_specific_DOWN
EVM0025946,Symbiotic_specific_UP
EVM0025955,NonSymbiotic_specific_DOWN
EVM0025957,Symbiotic_specific_UP
EVM0025964,Symbiotic_specific_UP
EVM0026014,Symbiotic_specific_UP
EVM0026069,Symbiotic_specific_UP
EVM0026078,Symbiotic_specific_UP
EVM0026087,Symbiotic_specific_UP
EVM0026096,Symbiotic_specific_UP
EVM0026099,Symbiotic_specific_UP
EVM0026100,Symbiotic_specific_UP
EVM0026112,Symbiotic_specific_UP
EVM0026169,Symbiotic_specific_UP
EVM0026183,Symbiotic_specific_UP
EVM0026201,NonSymbiotic_specific_DOWN
EVM0026245,Symbiotic_specific_UP
EVM0026300,Symbiotic_specific_UP
EVM0026310,NonSymbiotic_specific_DOWN
EVM0026378,Symbiotic_specific_UP
EVM0026384,NonSymbiotic_specific_DOWN
EVM0026387,Symbiotic_specific_UP
EVM0026415,Symbiotic_specific_UP
EVM0026417,Symbiotic_specific_UP
EVM0026419,Symbiotic_specific_UP
EVM0026423,Symbiotic_specific_UP
EVM0026427,Symbiotic_specific_UP
EVM0026489,Symbiotic_specific_UP
EVM0026499,Symbiotic_specific_UP
EVM0026510,Symbiotic_specific_UP
EVM0026528,NonSymbiotic_specific_DOWN
EVM0026584,Symbiotic_specific_UP
EVM0026585,NonSymbiotic_specific_DOWN
EVM0026610,Symbiotic_specific_UP
EVM0026667,NonSymbiotic_specific_DOWN
EVM0026693,Symbiotic_specific_UP
EVM0026720,Symbiotic_specific_UP
EVM0026737,Symbiotic_specific_UP
EVM0026740,Symbiotic_specific_UP
EVM0026814,Symbiotic_specific_UP
EVM0026820,Symbiotic_specific_UP
EVM0026832,Symbiotic_specific_UP
EVM0026865,NonSymbiotic_specific_DOWN
EVM0026874,Symbiotic_specific_UP
EVM0026876,NonSymbiotic_specific_DOWN
EVM0027014,Symbiotic_specific_UP
EVM0027017,Symbiotic_specific_UP
EVM0027025,Symbiotic_specific_UP
EVM0027035,Symbiotic_specific_UP
EVM0027096,Symbiotic_specific_UP
EVM0027116,NonSymbiotic_specific_DOWN
EVM0027126,Symbiotic_specific_UP
EVM0027132,Symbiotic_specific_UP
EVM0027136,Symbiotic_specific_UP
EVM0027165,Symbiotic_specific_UP
EVM0027209,Symbiotic_specific_UP
EVM0027211,Symbiotic_specific_UP
EVM0027217,Symbiotic_specific_UP
EVM0027247,NonSymbiotic_specific_DOWN
EVM0027253,Symbiotic_specific_UP
EVM0027269,NonSymbiotic_specific_DOWN
EVM0027276,Symbiotic_specific_UP
EVM0027302,Symbiotic_specific_UP
EVM0027306,NonSymbiotic_specific_DOWN
EVM0027367,Symbiotic_specific_UP
EVM0027404,Symbiotic_specific_UP
EVM0027450,Symbiotic_specific_UP
EVM0027494,Symbiotic_specific_UP
EVM0027576,Symbiotic_specific_UP
EVM0027614,Symbiotic_specific_UP
EVM0027624,Symbiotic_specific_UP
EVM0027626,Symbiotic_specific_UP
EVM0027640,NonSymbiotic_specific_DOWN
EVM0027641,Symbiotic_specific_UP
EVM0027650,Symbiotic_specific_UP
EVM0027665,Symbiotic_specific_UP
EVM0027671,Symbiotic_specific_UP
EVM0027683,Symbiotic_specific_UP
EVM0027736,Symbiotic_specific_UP
EVM0027766,NonSymbiotic_specific_DOWN
EVM0027767,NonSymbiotic_specific_DOWN
EVM0027855,NonSymbiotic_specific_DOWN
EVM0027866,NonSymbiotic_specific_DOWN
EVM0027874,NonSymbiotic_specific_DOWN
EVM0027875,Symbiotic_specific_UP
EVM0027892,Symbiotic_specific_UP
EVM0027934,Symbiotic_specific_UP
EVM0027959,Symbiotic_specific_UP
EVM0027982,NonSymbiotic_specific_DOWN
EVM0027989,NonSymbiotic_specific_DOWN
EVM0027994,NonSymbiotic_specific_DOWN
EVM0028003,Symbiotic_specific_UP
EVM0028005,Symbiotic_specific_UP
EVM0028025,Symbiotic_specific_UP
EVM0028039,Symbiotic_specific_UP
EVM0028068,NonSymbiotic_specific_DOWN
EVM0028073,Symbiotic_specific_UP
EVM0028112,Symbiotic_specific_UP
EVM0028141,Symbiotic_specific_UP
EVM0028153,Symbiotic_specific_UP
EVM0028164,NonSymbiotic_specific_DOWN
EVM0028182,Symbiotic_specific_UP
EVM0028203,NonSymbiotic_specific_DOWN
EVM0028210,NonSymbiotic_specific_DOWN
EVM0028264,Symbiotic_specific_UP
