"Gene ID","Gene Name","Gene Description",FC(MS10/M5),Log2FC(MS10/M5),Pvalue,Padjust,Significant,Regulate,MS10_1,MS10_2,MS10_3,M5_1,M5_2,M5_3,MS10,M5
EVM0000448,,-,0.272715415063,-1.87453184492,0.000146527946383,0.00449303669758,yes,down,8.31,6.01,4.89,32.74,23.41,11.38,6.40333333333,22.51
EVM0000460,,-,0.212573771075,-2.23396449742,1.57580538799E-6,0.000138928148492,yes,down,3.69,2.13,3.25,20.03,12.72,8.3,3.02333333333,13.6833333333
EVM0000473,,-,0.315203726127,-1.66564350542,0.00200373528678,0.0275684920407,yes,down,9.08,9.31,3.44,15.85,31.44,17.58,7.27666666667,21.6233333333
EVM0000508,,-,21.0940631674,4.39876511068,7.46421682705E-6,0.000472460317844,yes,up,11.07,98.68,69.63,7.03,1.26,0.65,59.7933333333,2.98
EVM0000515,,-,0.228983652873,-2.12668348679,0.00432856824287,0.045258348121,yes,down,6.74,2.41,2.49,23.48,20.15,3,3.88,15.5433333333
EVM0000524,,-,0.352326138983,-1.50501658292,0.0036760397096,0.0406150678912,yes,down,76.25,38.21,46.93,208.93,161.72,64.5,53.7966666667,145.05
EVM0000530,,-,2.90863973066,1.5403446127,0.00180337765033,0.0255756185132,yes,up,12.53,12.71,10.84,4.88,2.8,4.47,12.0266666667,4.05
EVM0000540,,-,0.321372293185,-1.63768254113,0.00304474350553,0.0362849432935,yes,down,20.04,26.95,45.88,96.45,64.5,132.98,30.9566666667,97.9766666667
EVM0000547,,-,48.3880757295,5.59657966294,0.000362284843615,0.00852891713385,yes,up,0.9,0.62,1.03,0,0,0,0.85,0
EVM0000549,,-,3.41171455449,1.77049694676,8.10441305039E-5,0.00292979618223,yes,up,28.98,30.04,32.54,7.45,6.24,12.5,30.52,8.73
EVM0000563,,-,13.6551932605,3.77137782744,0.000178005940544,0.00520464069813,yes,up,2.44,0.94,1.18,0.15,0.09,0.07,1.52,0.103333333333
EVM0000568,,-,5.82039029144,2.54111589757,0.00368913810584,0.040707730823,yes,up,6.15,15.36,16.93,2.6,1.51,2.98,12.8133333333,2.36333333333
EVM0000615,,-,9.1505443698,3.19385757249,4.33174526207E-5,0.00183462152276,yes,up,4.1,2.41,2.18,0.35,0,0.52,2.89666666667,0.29
EVM0000646,,-,0.0650291231653,-3.94277021877,0.00451034175812,0.0464750778654,yes,down,0.04,0.01,0.02,0,0.83,0.26,0.0233333333333,0.363333333333
EVM0000653,,-,0.380821665501,-1.39281253688,0.000974608438232,0.0169088692898,yes,down,148.23,74.3,65.63,299.56,244.13,158.93,96.0533333333,234.206666667
EVM0000656,,-,2.64104574403,1.40110928981,0.00392434194978,0.0420935002435,yes,up,4.73,6.01,6.12,2.33,2.04,1.93,5.62,2.1
EVM0000666,,-,3.94597684855,1.98038249165,1.2442360643E-6,0.000113159995743,yes,up,14.27,15.8,15.52,4.75,3.03,3.45,15.1966666667,3.74333333333
EVM0000689,,-,0.0489832168138,-4.35156866845,8.6271245394E-5,0.00306112345053,yes,down,9.71,7.31,1.82,28.29,307,6.86,6.28,114.05
EVM0000698,,-,0.136323214815,-2.87489683175,4.7331863853E-6,0.000335202707943,yes,down,15.77,4.82,5.05,42.56,96.08,29.61,8.54666666667,56.0833333333
EVM0000740,,-,0.0232758355074,-5.4250232342,5.11721025086E-6,0.000346842674431,yes,down,0.04,0.04,0.08,3.02,2.57,0.25,0.0533333333333,1.94666666667
EVM0000768,,-,7.74312154733,2.95291528898,0.00375696403915,0.0409850622453,yes,up,10.14,4.3,2.62,0.31,0,1.64,5.68666666667,0.65
EVM0000791,,-,4.6169979131,2.20695508028,0.00055425370151,0.0114017904311,yes,up,10.26,6.53,5.69,3,1.01,0.63,7.49333333333,1.54666666667
EVM0000812,,-,0.237077475868,-2.07656949237,0.0023076746934,0.0303013819924,yes,down,22.28,9.61,7.37,71.7,67.56,13.17,13.0866666667,50.81
EVM0000817,,-,0.357098869272,-1.48560452915,0.003771111671,0.0410875218631,yes,down,1.44,1.11,1.18,4.53,3.88,1.6,1.24333333333,3.33666666667
EVM0000827,,-,9.15142123912,3.19399581503,2.55572608547E-8,4.37256898583E-6,yes,up,31.81,90.18,58.61,6.28,8.57,5.01,60.2,6.62
EVM0000849,,-,0.154373792755,-2.69550024041,8.85586444097E-8,1.25433883229E-5,yes,down,10.53,4.33,4.2,38.36,50.33,26.23,6.35333333333,38.3066666667
EVM0000863,,-,3.1845487436,1.67108895443,0.000302721758691,0.00750506741777,yes,up,296.07,267.33,340.54,83.6,61.59,136.49,301.313333333,93.8933333333
EVM0000865,,-,0.314246080539,-1.67003334427,0.000820313312935,0.0148740965871,yes,down,10.09,5.79,4.4,30.37,19.11,11.09,6.76,20.19
EVM0000875,,-,0.291078984629,-1.78051741161,0.000325496674968,0.00785556221152,yes,down,9.36,6.26,7.04,42.63,16.24,16.19,7.55333333333,25.02
EVM0000876,,-,11.6884735541,3.54701462957,0.0025523057995,0.0324856292858,yes,up,3.18,3.11,3.57,0,0,0.73,3.28666666667,0.243333333333
EVM0000926,,-,3.1620681382,1.66086845612,0.00389096112725,0.041839333092,yes,up,61.07,84.01,59.73,25.06,9.37,32.27,68.27,22.2333333333
EVM0000937,,-,11.0532852205,3.46640332124,3.24951230547E-6,0.00024956254506,yes,up,2.49,1.84,1.55,0.38,0.04,0.08,1.96,0.166666666667
EVM0000948,,-,0.212391803232,-2.23520000514,0.000208917757376,0.00577486210918,yes,down,4.49,7.2,2.33,32.62,21.21,9.69,4.67333333333,21.1733333333
EVM0000988,,-,8.08539199786,3.01531772047,9.72992605765E-6,0.000579769387159,yes,up,6.01,11.02,10.44,1.81,1.29,0.32,9.15666666667,1.14
EVM0000991,,-,0.412312742347,-1.27818904711,0.0047709209316,0.0480148594631,yes,down,146.76,108.09,68.12,338.02,261.33,139.06,107.656666667,246.136666667
EVM0001039,,-,0.335764940681,-1.57447649757,4.39725916134E-5,0.00184877465469,yes,down,43.7,28.94,32.4,106.8,124.43,67.88,35.0133333333,99.7033333333
EVM0001081,,-,0.357557825744,-1.48375151546,0.000126342865476,0.00405800132977,yes,down,31.58,29.99,34.99,107,95.5,60.95,32.1866666667,87.8166666667
EVM0001083,,-,0.409954384509,-1.28646470443,0.00453502919811,0.046565804196,yes,down,68.45,45.96,49.6,181.67,136.18,67.51,54.67,128.453333333
EVM0001102,,-,0.313471625518,-1.67359323424,0.00399068873242,0.0426727111982,yes,down,0.66,0.62,1.47,3.14,2.63,3,0.916666666667,2.92333333333
EVM0001120,,-,0.422313469731,-1.24361383211,0.000146907739244,0.00449303669758,yes,down,6.06,4.53,4.31,11.65,10.56,11.36,4.96666666667,11.19
EVM0001122,,-,0.413594144586,-1.27371233389,7.55131102353E-5,0.00278856233986,yes,down,48.76,33.8,35.77,115.11,76.23,82.34,39.4433333333,91.2266666667
EVM0001138,,-,0.0905477666227,-3.4651771325,0.000402477789486,0.00909126300957,yes,down,7.76,59.17,68.33,77.75,929.89,537.41,45.0866666667,515.016666667
EVM0001142,,-,2.78764566276,1.4790471921,3.8844929896E-5,0.00166416227634,yes,up,227.94,231.94,180.07,71.12,68.15,90.76,213.316666667,76.6766666667
EVM0001151,,-,2.73231829291,1.45012555568,0.000528019622157,0.011059610995,yes,up,22.12,24.8,25.83,11.62,6.98,7.75,24.25,8.78333333333
EVM0001154,,-,9.45111173037,3.24048404294,4.80904169124E-5,0.00198329929414,yes,up,84.01,49.94,75.39,3.23,1.71,16.37,69.78,7.10333333333
EVM0001156,,-,0.272428402676,-1.87605097207,1.76739569308E-6,0.000151943271524,yes,down,15.95,12.8,15.95,60.79,62.06,36.61,14.9,53.1533333333
EVM0001176,,-,4.92700607796,2.30071125136,0.000818707991264,0.014872709464,yes,up,8.09,25.86,42,6.87,4.68,4.5,25.3166666667,5.35
EVM0001185,,-,2.33602252935,1.2240541881,0.00502032632633,0.0495721365252,yes,up,44.74,32.05,49,24.06,11.43,17.27,41.93,17.5866666667
EVM0001217,,-,2.22830152357,1.15594446478,0.00415529275485,0.0438896447456,yes,up,19.09,10.55,8.5,5.69,5.87,4.37,12.7133333333,5.31
EVM0001227,,-,0.0914861487729,-3.45030285741,2.79931779667E-8,4.69633121616E-6,yes,down,5.66,4.3,1.6,17.83,38.17,59.63,3.85333333333,38.5433333333
EVM0001229,,-,2.54164324094,1.34576153993,0.00278009895575,0.0343388920339,yes,up,4.57,3.52,3.68,1.7,1.19,1.54,3.92333333333,1.47666666667
EVM0001239,,-,0.29037387942,-1.78401641334,7.84765097335E-5,0.00286696424566,yes,down,33.86,17.93,14.81,97.18,73.25,43.32,22.2,71.25
EVM0001289,,-,4.66443140389,2.22170122668,6.90091584655E-8,1.05664214019E-5,yes,up,8.45,7.75,10.3,2.32,1.51,1.72,8.83333333333,1.85
EVM0001294,,-,0.363210552573,-1.46112197617,2.90714066339E-6,0.000227309460015,yes,down,27.37,19.03,18.28,65.91,57.23,46.1,21.56,56.4133333333
EVM0001324,,-,0.170575656607,-2.55151632512,1.08643195083E-10,3.91115502298E-8,yes,down,558.51,736.64,398.15,2569.84,3225.51,3688.63,564.433333333,3161.32666667
EVM0001347,,-,24.6643944055,4.6243579596,7.95879824864E-5,0.00289532702603,yes,up,9.02,72.54,1.3,1.49,0.37,1.47,27.62,1.11
EVM0001383,,-,14.5776669993,3.86568794501,7.26374189415E-8,1.10103035027E-5,yes,up,323.49,1619.65,1436.79,99.77,104,43.47,1126.64333333,82.4133333333
EVM0001386,,-,9.62811178048,3.26725289131,0.00152103321002,0.0228551772775,yes,up,3.17,1.22,1.32,0,0.25,0.3,1.90333333333,0.183333333333
EVM0001402,,-,13.1319105913,3.71500492734,0.000204030399297,0.00569184753032,yes,up,81.26,373.6,492.64,13.03,73.49,7.71,315.833333333,31.41
EVM0001405,,-,2.68159280601,1.42309018379,0.0038575604951,0.0416442413263,yes,up,65.49,70.48,71.51,26.75,14.69,36.7,69.16,26.0466666667
EVM0001421,,-,91.9894936064,6.52339719098,1.19632110654E-5,0.000675569566048,yes,up,2.32,16.33,32.98,0.61,0,0,17.21,0.203333333333
EVM0001433,,-,2.67704122136,1.42063935392,0.000667978284707,0.0129838748703,yes,up,6.51,4.3,3.63,1.95,1.3,1.84,4.81333333333,1.69666666667
EVM0001445,,-,0.0313904997649,-4.99352819167,0.000127800768978,0.00409721203699,yes,down,0.17,0.57,1,0.32,4.73,51.52,0.58,18.8566666667
EVM0001446,,-,0.0763096038349,-3.71199155299,5.51570454855E-13,4.53863688566E-10,yes,down,3.93,5.5,2.62,28.04,63.97,58.01,4.01666666667,50.0066666667
EVM0001460,,-,22.0691939689,4.46396203405,2.2043275767E-5,0.00108212444675,yes,up,4.06,10.36,27.55,1.46,0,0.57,13.99,0.676666666667
EVM0001479,,-,0.136517189252,-2.87284547863,1.994205492E-12,1.37839483607E-9,yes,down,44.99,45.55,34.44,304.76,385.94,186.25,41.66,292.316666667
EVM0001486,,-,0.0208495964447,-5.58383672999,1.03816334069E-5,0.000604022307308,yes,down,1.41,0,0,5.36,18.65,31.02,0.47,18.3433333333
EVM0001500,,-,0.381236582904,-1.39124153009,0.000419126901677,0.0093693568706,yes,down,44.58,35.61,27.28,72.8,121.47,71.66,35.8233333333,88.6433333333
EVM0001507,,-,0.181883940569,-2.45890992894,0.000323027466104,0.00780687358641,yes,down,19.71,10.1,7.06,34.69,122.58,26.88,12.29,61.3833333333
EVM0001520,,-,0.379662883386,-1.39720912983,0.00213419306126,0.02883514858,yes,down,21.45,11.37,10.34,52.31,32.13,22.14,14.3866666667,35.5266666667
EVM0001523,,-,0.253406262114,-1.98047591844,8.99309422133E-5,0.00315214337007,yes,down,52.04,53.5,33.64,129.82,282.48,107.02,46.3933333333,173.106666667
EVM0001534,,-,0.187995745399,-2.41122808278,0.000249540680149,0.00660993264757,yes,down,77.44,27.04,19.45,163.03,339.4,86.07,41.31,196.166666667
EVM0001550,,-,8.76080370164,3.13106322635,0.00155571392156,0.0232376252687,yes,up,346.26,2235.19,2078.01,412.02,130.89,20.35,1553.15333333,187.753333333
EVM0001570,,-,2.84294329002,1.50738532096,8.698493525E-5,0.00308012229738,yes,up,30.32,23.82,31.92,9.22,10.68,9.64,28.6866666667,9.84666666667
EVM0001591,,-,0.0920353204757,-3.441668558,1.17438492545E-5,0.000667545115521,yes,down,1.03,0.22,0.24,6.85,6,1.63,0.496666666667,4.82666666667
EVM0001592,,-,0.476511653565,-1.06941659778,0.00435917604671,0.0455145390254,yes,down,94.14,49.73,44.13,138.49,132.76,96.04,62.6666666667,122.43
EVM0001599,,-,0.307275734473,-1.70239425291,0.000532438226136,0.0111091794095,yes,down,18.78,20.22,16.63,41.19,88.9,47.75,18.5433333333,59.28
EVM0001611,,-,0.339310954647,-1.55932008671,0.00278553500911,0.0343814606839,yes,down,164.42,92.68,79.03,415.39,380.97,133.09,112.043333333,309.816666667
EVM0001643,,-,3.99989816094,1.99996326886,0.00317658206148,0.037312727366,yes,up,6.34,3.11,3.74,0.56,0.86,1.65,4.39666666667,1.02333333333
EVM0001644,,-,0.0839171323645,-3.57489081112,0.00498584550213,0.0493651270546,yes,down,0.2,0.08,0.29,4.27,2.52,0.16,0.19,2.31666666667
EVM0001655,,-,2.6944399772,1.42998544883,0.00087265113099,0.0155251066465,yes,up,70.48,39.17,34.92,18.05,21.34,11.18,48.19,16.8566666667
EVM0001694,,-,0.263623037913,-1.92345164248,0.000252568933552,0.00666319262867,yes,down,10.22,6.66,6,49.15,16.67,17.03,7.62666666667,27.6166666667
EVM0001724,,-,0.277011738176,-1.85198098414,0.00225142924801,0.0298120286632,yes,down,49.29,21.62,16.98,131.83,126.4,34.98,29.2966666667,97.7366666667
EVM0001762,,-,0.419724797936,-1.25248439268,0.00299500182831,0.035869527687,yes,down,122.39,87.39,94,326.05,238.18,135.45,101.26,233.226666667
EVM0001807,,-,0.296413917545,-1.75431490668,0.00238535577518,0.0309086793964,yes,down,21.24,23.81,18.31,110.53,73.63,23.85,21.12,69.3366666667
EVM0001822,,-,10.0513523523,3.32931771577,2.09077912906E-5,0.00103520525359,yes,up,7.26,3.62,10.01,0.94,0.17,0.93,6.96333333333,0.68
EVM0001848,,-,9.9749013986,3.31830258044,1.68694993755E-5,0.000872769309008,yes,up,813.03,3727.15,4808.78,434.48,434.86,137.83,3116.32,335.723333333
EVM0001867,,-,2.5468472811,1.34871245258,0.00374301996758,0.0409299181425,yes,up,6.48,5.86,6.51,3.21,1.38,2.59,6.28333333333,2.39333333333
EVM0001877,,-,0.352150723466,-1.50573504825,0.00349858749469,0.0394618746137,yes,down,71.63,37.68,28.07,145.85,156.99,58.6,45.7933333333,120.48
EVM0001883,,-,0.130445112,-2.93848520996,0.000394469975345,0.00896501261082,yes,down,62.98,84.78,58.73,575.93,903.64,52.2,68.83,510.59
EVM0001892,,-,0.296977466833,-1.7515746242,0.00217654271839,0.0292235106245,yes,down,11.17,5.21,6.19,36.08,26.33,9.09,7.52333333333,23.8333333333
EVM0001925,,-,0.0703159691756,-3.83000381863,0.000415763320652,0.00930620489749,yes,down,0.29,0.5,0.13,0.37,1.13,10.79,0.306666666667,4.09666666667
EVM0001937,,-,26.3949656372,4.7221908827,3.04414079052E-7,3.45351113659E-5,yes,up,39.3,296.27,253.5,14.22,8.36,1.4,196.356666667,7.99333333333
EVM0001939,,-,0.261554422996,-1.93481692808,0.00335864789034,0.0384099507247,yes,down,11.88,11.83,13.73,56.28,71.89,11.67,12.48,46.6133333333
EVM0001944,,-,3.60136758415,1.84854485994,1.93469372467E-5,0.000974679520769,yes,up,51.28,45.04,63.93,12.53,13.72,17.79,53.4166666667,14.68
EVM0001970,,-,0.235310614042,-2.08736169791,1.37758905114E-9,3.66226750827E-7,yes,down,29.96,17.52,20.98,104.89,98.39,75.21,22.82,92.83
EVM0001989,,-,0.472283512497,-1.08227492326,0.00320063722522,0.0373758916049,yes,down,399.08,258.98,376.27,944.4,646.2,660.18,344.776666667,750.26
EVM0002034,,-,12.4297861365,3.63572956888,0.00268762976096,0.0335990215216,yes,up,18.53,10.87,18.17,3.92,0,0,15.8566666667,1.30666666667
EVM0002038,,-,3.98066877131,1.99301083077,0.000140731480322,0.00436911317187,yes,up,20.38,18.38,13.29,2.24,3.56,6.56,17.35,4.12
EVM0002066,,-,0.102196849341,-3.29057737522,2.13209711295E-7,2.52346836382E-5,yes,down,148,141.63,368.3,2305.92,3261.75,1313.1,219.31,2293.59
EVM0002119,,-,34.1698424828,5.09465169209,7.81168261308E-6,0.000485560703431,yes,up,9.62,7.61,15.16,0,1.05,0,10.7966666667,0.35
EVM0002134,,-,0.222452619568,-2.16843000732,0.000966737712431,0.0167891735385,yes,down,17.41,5.49,8.21,62.58,54.06,13.25,10.37,43.2966666667
EVM0002140,,-,13.332719982,3.73689922672,1.15829855327E-5,0.00066057422444,yes,up,4.89,24.92,48.56,3.41,1.8,1.08,26.1233333333,2.09666666667
EVM0002147,,-,0.442796193299,-1.17528527551,0.00198215607179,0.0274013255364,yes,down,13.93,15.91,15.33,33.43,25.8,40.45,15.0566666667,33.2266666667
EVM0002198,,-,6.32792357924,2.66173217685,3.99798726415E-6,0.000295235982583,yes,up,19.56,13.44,19.24,2.23,1.37,4.37,17.4133333333,2.65666666667
EVM0002208,,-,2.46727693419,1.30291965693,0.000270066826685,0.00693425670895,yes,up,83.97,69.73,93.03,33.19,30.51,34.56,82.2433333333,32.7533333333
EVM0002212,,-,3.44210795283,1.78329234449,8.59901826549E-5,0.00305742871662,yes,up,27.66,17.63,29.78,9.37,6.92,5.1,25.0233333333,7.13
EVM0002245,,-,0.00791246483417,-6.98165710196,0.000599746153694,0.0120436271244,yes,down,0,0,0.14,0,1.23,15.49,0.0466666666667,5.57333333333
EVM0002251,,-,0.12553414075,-2.99384831643,0.0025626126958,0.032560255429,yes,down,1.73,1.09,1.1,0.49,6.28,22.23,1.30666666667,9.66666666667
EVM0002283,,-,8.68743164707,3.11892972161,0.000179636446179,0.0052257875252,yes,up,1298.31,5119.18,6895.42,434.46,1226.61,294.27,4437.63666667,651.78
EVM0002287,,-,0.236182679446,-2.0820249269,0.000767469572257,0.0142527295278,yes,down,25.47,11.91,16.47,97.18,97.11,21.81,17.95,72.0333333333
EVM0002292,,-,0.455237530527,-1.1353085942,0.00489598676075,0.0488467963197,yes,down,58.33,48.4,54.45,153.06,120.36,72.46,53.7266666667,115.293333333
EVM0002308,,-,0.00672145340821,-7.21701105789,3.28981351349E-9,8.00675739622E-7,yes,down,0.41,0,0.11,2.85,14.86,49.58,0.173333333333,22.43
EVM0002315,,-,0.250302434703,-1.99825577063,0.0026432920776,0.0332673613263,yes,down,84.92,28.32,19.33,221.52,196.2,57.38,44.19,158.366666667
EVM0002354,,-,0.183817006607,-2.44365784506,0.000229903508703,0.00616883948817,yes,down,3.19,1.23,0.71,6.36,13.74,4.81,1.71,8.30333333333
EVM0002378,,-,0.361151241712,-1.46932496422,0.00422501300843,0.0444359250065,yes,down,9.01,10.71,3.08,19.69,22.27,17.32,7.6,19.76
EVM0002385,,-,26.9301476863,4.75115023656,4.99111345599E-7,5.42430443519E-5,yes,up,365.43,1872.76,2139,161.43,80.29,10.41,1459.06333333,84.0433333333
EVM0002390,,-,0.214824327581,-2.21877071565,0.00180394079962,0.0255756185132,yes,down,9.13,4.57,6,45.24,36.32,5.63,6.56666666667,29.0633333333
EVM0002393,,-,0.289172279599,-1.78999883444,0.000748647756562,0.0140310555677,yes,down,99.76,100.37,115.33,186.63,298.73,574.22,105.153333333,353.193333333
EVM0002413,,-,2.74040343345,1.45438829778,0.00493392423944,0.0490849847856,yes,up,12.55,14.1,21.42,6.01,4.1,7.46,16.0233333333,5.85666666667
EVM0002434,,-,3.90485805731,1.96527010695,1.63483280948E-6,0.000142963699155,yes,up,69.08,65.54,82.85,18.02,13.51,23.17,72.49,18.2333333333
EVM0002438,,-,4.27636765872,2.09638589343,0.00361530045078,0.040209906808,yes,up,4.29,2.73,2.04,0.56,0.28,1.11,3.02,0.65
EVM0002460,,-,0.116193481028,-3.10539896549,6.47680198423E-5,0.00251927811517,yes,down,0.68,0.21,1.1,2.73,4.21,9.73,0.663333333333,5.55666666667
EVM0002471,,-,0.133693308335,-2.90300083794,0.00259530551981,0.0328789438287,yes,down,1.02,0.48,0.23,1.67,0.97,9.04,0.576666666667,3.89333333333
EVM0002481,,-,0.184478886657,-2.43847238353,0.000107815148716,0.00359661345522,yes,down,80.22,30.81,44.47,360.48,370.06,81.76,51.8333333333,270.766666667
EVM0002494,,-,0.374668068526,-1.41631506716,0.00238739549642,0.0309086793964,yes,down,1.9,1.94,2.73,5.73,4.87,6.61,2.19,5.73666666667
EVM0002502,,-,25.7037309315,4.68390587865,0.00045868514923,0.00995960858523,yes,up,0.51,1.07,0.62,0.08,0,0,0.733333333333,0.0266666666667
EVM0002509,,-,0.31460585225,-1.66838258709,0.0018460569606,0.0260558720722,yes,down,21.54,10.14,8.04,47.74,49.98,18.57,13.24,38.7633333333
EVM0002511,,-,0.30366164156,-1.71946341564,0.00140907242946,0.021701222443,yes,down,2.39,1.74,2.71,10.53,7.96,3.52,2.28,7.33666666667
EVM0002514,,-,6.87307456212,2.78095561044,1.9120268588E-5,0.000966076728655,yes,up,41.65,117.88,99.53,14.46,18.32,5.62,86.3533333333,12.8
EVM0002516,,-,0.330196009833,-1.5986054084,0.00110545343615,0.0183322796321,yes,down,10.4,5.82,5.58,21.99,28.59,11.58,7.26666666667,20.72
EVM0002531,,-,3.50607325597,1.80985614011,0.00195019936161,0.0271113797012,yes,up,15.48,35.73,38.52,11.13,9.72,5.23,29.91,8.69333333333
EVM0002581,,-,0.44011032977,-1.18406286146,0.00116563040547,0.0190199182309,yes,down,54.48,35.52,41.57,119.04,99.33,67.49,43.8566666667,95.2866666667
EVM0002589,,-,0.0278373320361,-5.16683524162,2.26892999847E-8,3.92071103735E-6,yes,down,0.67,0.44,0.28,1.9,8.96,34.83,0.463333333333,15.23
EVM0002626,,-,4.34756771617,2.12020849861,0.000853967539314,0.0153714157076,yes,up,18.78,14.24,11.2,1.72,2.07,5.79,14.74,3.19333333333
EVM0002641,,-,0.0801651522002,-3.64088095651,0.00016506094479,0.00489237242876,yes,down,0.08,0.07,0.06,0.35,1.42,0.69,0.07,0.82
EVM0002652,,-,0.43520723545,-1.20022555286,0.00119556367268,0.0193639939648,yes,down,59.95,50.9,64.71,130.09,157.39,106.09,58.52,131.19
EVM0002669,,-,5.24348599943,2.39052627015,0.000179390936299,0.0052257875252,yes,up,4.12,2.31,4.45,0.67,0.42,0.94,3.62666666667,0.676666666667
EVM0002679,,-,3.32839989463,1.73482877823,0.000180807109259,0.00525100310586,yes,up,12.93,13.05,16.2,2.8,4.26,5.3,14.06,4.12
EVM0002746,,-,0.254253410738,-1.97566096733,0.00203588822228,0.0278544326849,yes,down,25.46,10.54,11.88,83.86,74.72,16.89,15.96,58.49
EVM0002758,,-,0.32285565301,-1.63103880685,0.00120929025647,0.0194655178908,yes,down,1.8,1.8,2.6,7.12,5.39,6.48,2.06666666667,6.33
