GO_ID,GO_Term,Annotated,Significant,Expected,elimKS_pvalue,Ontology
GO:0019184,nonribosomal peptide biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,41,0,1.91,1.000000e+00,BP
GO:0032981,mitochondrial respiratory chain complex I assembly,7,0,0.33,1.000000e+00,BP
GO:0031047,regulatory ncRNA-mediated gene silencing,38,1,1.77,1.000000e+00,BP
GO:0006366,transcription by RNA polymerase II,20,0,0.93,1.000000e+00,BP
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,6,0,0.28,1.000000e+00,BP
GO:0045010,actin nucleation,10,0,0.47,1.000000e+00,BP
GO:0006526,L-arginine biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006892,post-Golgi vesicle-mediated transport,10,0,0.47,1.000000e+00,BP
GO:0000470,maturation of LSU-rRNA,8,0,0.37,1.000000e+00,BP
GO:0071103,DNA conformation change,8,0,0.37,1.000000e+00,BP
GO:0046355,mannan catabolic process,18,0,0.84,1.000000e+00,BP
GO:0009085,L-lysine biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0009168,purine ribonucleoside monophosphate biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0043043,peptide biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0030245,cellulose catabolic process,46,1,2.14,1.000000e+00,BP
GO:1990544,mitochondrial ATP transmembrane transport,5,0,0.23,1.000000e+00,BP
GO:0000272,polysaccharide catabolic process,184,5,8.56,1.000000e+00,BP
GO:0051169,nuclear transport,10,0,0.47,1.000000e+00,BP
GO:0009165,nucleotide biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0006222,UMP biosynthetic process,13,0,0.61,1.000000e+00,BP
GO:0006631,fatty acid metabolic process,49,0,2.28,1.000000e+00,BP
GO:0099116,tRNA 5'-end processing,6,0,0.28,1.000000e+00,BP
GO:0042853,L-alanine catabolic process,8,0,0.37,1.000000e+00,BP
GO:0006031,chitin biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0009423,chorismate biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0032543,mitochondrial translation,9,0,0.42,1.000000e+00,BP
GO:0006665,sphingolipid metabolic process,20,0,0.93,1.000000e+00,BP
GO:0006685,sphingomyelin catabolic process,11,0,0.51,1.000000e+00,BP
GO:0006636,unsaturated fatty acid biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0071897,DNA biosynthetic process,10,0,0.47,1.000000e+00,BP
GO:0009099,L-valine biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0009395,phospholipid catabolic process,9,0,0.42,1.000000e+00,BP
GO:0023051,regulation of signaling,6,0,0.28,1.000000e+00,BP
GO:0016559,peroxisome fission,6,0,0.28,1.000000e+00,BP
GO:0000245,spliceosomal complex assembly,9,0,0.42,1.000000e+00,BP
GO:0008652,amino acid biosynthetic process,29,0,1.35,1.000000e+00,BP
GO:0006098,pentose-phosphate shunt,10,0,0.47,1.000000e+00,BP
GO:0006839,mitochondrial transport,15,0,0.70,1.000000e+00,BP
GO:0009820,alkaloid metabolic process,21,0,0.98,1.000000e+00,BP
GO:0006826,iron ion transport,28,0,1.30,1.000000e+00,BP
GO:0009082,branched-chain amino acid biosynthetic process,14,0,0.65,1.000000e+00,BP
GO:0140021,mitochondrial ADP transmembrane transport,5,0,0.23,1.000000e+00,BP
GO:0071826,protein-RNA complex organization,48,0,2.23,1.000000e+00,BP
GO:0019318,hexose metabolic process,5,0,0.23,1.000000e+00,BP
GO:0006147,guanine catabolic process,6,0,0.28,1.000000e+00,BP
GO:0009190,cyclic nucleotide biosynthetic process,12,0,0.56,1.000000e+00,BP
GO:0006412,translation,220,4,10.24,1.000000e+00,BP
GO:0000162,L-tryptophan biosynthetic process,6,0,0.28,1.000000e+00,BP
GO:0010468,regulation of gene expression,228,7,10.61,1.000000e+00,BP
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0009067,aspartate family amino acid biosynthetic process,10,0,0.47,1.000000e+00,BP
GO:0006772,thiamine metabolic process,5,0,0.23,1.000000e+00,BP
GO:0006559,L-phenylalanine catabolic process,8,0,0.37,1.000000e+00,BP
GO:0006233,dTDP biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0006646,phosphatidylethanolamine biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006829,zinc ion transport,5,0,0.23,1.000000e+00,BP
GO:0046514,ceramide catabolic process,5,0,0.23,1.000000e+00,BP
GO:0046488,phosphatidylinositol metabolic process,10,0,0.47,1.000000e+00,BP
GO:0019725,cellular homeostasis,10,0,0.47,1.000000e+00,BP
GO:0035556,intracellular signal transduction,223,9,10.38,1.000000e+00,BP
GO:0007094,mitotic spindle assembly checkpoint signaling,5,0,0.23,1.000000e+00,BP
GO:0016070,RNA metabolic process,80,2,3.72,1.000000e+00,BP
GO:0006084,acetyl-CoA metabolic process,5,0,0.23,1.000000e+00,BP
GO:0007010,cytoskeleton organization,7,0,0.33,1.000000e+00,BP
GO:0016052,carbohydrate catabolic process,5,0,0.23,1.000000e+00,BP
GO:0030071,regulation of mitotic metaphase/anaphase transition,5,0,0.23,1.000000e+00,BP
GO:0006351,DNA-templated transcription,235,4,10.94,1.000000e+00,BP
GO:0006744,ubiquinone biosynthetic process,22,0,1.02,1.000000e+00,BP
GO:0007031,peroxisome organization,6,0,0.28,1.000000e+00,BP
GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane,6,0,0.28,1.000000e+00,BP
GO:0006886,intracellular protein transport,146,5,6.80,1.000000e+00,BP
GO:0048193,Golgi vesicle transport,79,0,3.68,1.000000e+00,BP
GO:0032366,intracellular sterol transport,6,0,0.28,1.000000e+00,BP
GO:0006094,gluconeogenesis,7,0,0.33,1.000000e+00,BP
GO:0043086,negative regulation of catalytic activity,7,0,0.33,1.000000e+00,BP
GO:0031222,arabinan catabolic process,20,0,0.93,1.000000e+00,BP
GO:0009156,ribonucleoside monophosphate biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0046653,tetrahydrofolate metabolic process,6,0,0.28,1.000000e+00,BP
GO:0007186,G protein-coupled receptor signaling pathway,80,2,3.72,1.000000e+00,BP
GO:0046486,glycerolipid metabolic process,11,0,0.51,1.000000e+00,BP
GO:0009229,thiamine diphosphate biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0015937,coenzyme A biosynthetic process,12,0,0.56,1.000000e+00,BP
GO:0006325,chromatin organization,90,2,4.19,1.000000e+00,BP
GO:0071562,nucleus-vacuole junction assembly,10,0,0.47,1.000000e+00,BP
GO:0045490,pectin catabolic process,59,0,2.75,1.000000e+00,BP
GO:0016998,cell wall macromolecule catabolic process,23,0,1.07,1.000000e+00,BP
GO:0007015,actin filament organization,27,0,1.26,1.000000e+00,BP
GO:0051276,chromosome organization,133,0,6.19,1.000000e+00,BP
GO:0006081,aldehyde metabolic process,9,0,0.42,1.000000e+00,BP
GO:0001678,intracellular glucose homeostasis,10,0,0.47,1.000000e+00,BP
GO:0071824,protein-DNA complex organization,6,0,0.28,1.000000e+00,BP
GO:0006086,pyruvate decarboxylation to acetyl-CoA,8,0,0.37,1.000000e+00,BP
GO:0006399,tRNA metabolic process,59,0,2.75,1.000000e+00,BP
GO:0006751,glutathione catabolic process,5,0,0.23,1.000000e+00,BP
GO:0006801,superoxide metabolic process,13,0,0.61,1.000000e+00,BP
GO:0006862,nucleotide transport,5,0,0.23,1.000000e+00,BP
GO:0000075,cell cycle checkpoint signaling,11,0,0.51,1.000000e+00,BP
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0006032,chitin catabolic process,87,3,4.05,1.000000e+00,BP
GO:0006271,DNA strand elongation involved in DNA replication,13,0,0.61,1.000000e+00,BP
GO:0046854,phosphatidylinositol phosphate biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0006007,glucose catabolic process,10,0,0.47,1.000000e+00,BP
GO:0009166,nucleotide catabolic process,9,0,0.42,1.000000e+00,BP
GO:0006166,purine ribonucleoside salvage,10,0,0.47,1.000000e+00,BP
GO:0043933,protein-containing complex organization,111,3,5.17,1.000000e+00,BP
GO:0006541,L-glutamine metabolic process,67,0,3.12,1.000000e+00,BP
GO:0042744,hydrogen peroxide catabolic process,12,0,0.56,1.000000e+00,BP
GO:0019856,pyrimidine nucleobase biosynthetic process,7,0,0.33,1.000000e+00,BP
GO:0008299,isoprenoid biosynthetic process,49,0,2.28,1.000000e+00,BP
GO:0000055,ribosomal large subunit export from nucleus,6,0,0.28,1.000000e+00,BP
GO:0046274,lignin catabolic process,11,0,0.51,1.000000e+00,BP
GO:0046654,tetrahydrofolate biosynthetic process,8,0,0.37,1.000000e+00,BP
GO:0046373,L-arabinose metabolic process,29,0,1.35,1.000000e+00,BP
GO:0006790,sulfur compound metabolic process,7,0,0.33,1.000000e+00,BP
GO:0009098,L-leucine biosynthetic process,13,0,0.61,1.000000e+00,BP
GO:0045493,xylan catabolic process,60,0,2.79,1.000000e+00,BP
GO:0009063,amino acid catabolic process,7,0,0.33,1.000000e+00,BP
GO:0010629,negative regulation of gene expression,83,1,3.86,1.000000e+00,BP
GO:0032968,positive regulation of transcription elongation by RNA polymerase II,6,0,0.28,1.000000e+00,BP
GO:0046416,D-amino acid metabolic process,19,0,0.88,1.000000e+00,BP
GO:0033108,mitochondrial respiratory chain complex assembly,14,0,0.65,1.000000e+00,BP
GO:0006177,GMP biosynthetic process,5,0,0.23,1.000000e+00,BP
GO:0042176,regulation of protein catabolic process,13,0,0.61,1.000000e+00,BP
GO:0030833,regulation of actin filament polymerization,7,0,0.33,1.000000e+00,BP
GO:0051726,regulation of cell cycle,5,0,0.23,1.000000e+00,BP
GO:0009062,fatty acid catabolic process,18,0,0.84,1.000000e+00,BP
GO:0009253,peptidoglycan catabolic process,5,0,0.23,1.000000e+00,BP
GO:0006633,fatty acid biosynthetic process,84,1,3.91,1.000000e+00,BP
GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process,9,0,0.42,1.000000e+00,BP
GO:0007076,mitotic chromosome condensation,8,0,0.37,1.000000e+00,BP
GO:0006171,cAMP biosynthetic process,14,0,0.65,1.000000e+00,BP
