"Gene ID","Gene Name","Gene Description",FC(M20/M5),Log2FC(M20/M5),Pvalue,Padjust,Significant,Regulate,M20_1,M20_2,M20_3,M5_1,M5_2,M5_3,M20,M5
EVM0000272,,-,0.0212654029585,-5.5553479969,5.52039904568E-9,9.31963605226E-7,yes,down,0.19,0.56,0.15,5.67,23.96,3.85,0.3,11.16
EVM0000274,,-,0.188802591002,-2.40504953146,1.69341223687E-8,2.20415053824E-6,yes,down,52.46,64.04,85.59,388.19,321.5,175.86,67.3633333333,295.183333333
EVM0000284,,-,0.363933669566,-1.45825256564,0.00342703023285,0.0362720623838,yes,down,10.67,14.95,14.88,38.28,39.25,13.83,13.5,30.4533333333
EVM0000288,,-,3.97638365797,1.99145696081,0.000238764521593,0.00534976853835,yes,up,218.6,137.38,128.89,32.28,17.98,53.64,161.623333333,34.6333333333
EVM0000309,,-,2.83953535983,1.5056548773,5.55212636985E-5,0.00176621840919,yes,up,31.88,40.41,36.89,9.3,10.97,11.28,36.3933333333,10.5166666667
EVM0000352,,-,0.0316320826886,-4.98246764228,7.68495783045E-7,5.34841697824E-5,yes,down,6.05,0.4,1.1,48.12,150.5,20.44,2.51666666667,73.02
EVM0000363,,-,115.051683809,6.84613828768,1.31901715116E-5,0.00056794347082,yes,up,1.41,1.65,5.31,0,0,0,2.79,0
EVM0000385,,-,19.9614499126,4.31914461044,1.12232672999E-5,0.000497059560338,yes,up,2.3,6.43,7.19,0,0.08,0.54,5.30666666667,0.206666666667
EVM0000391,,-,0.106281573799,-3.23403659861,1.16979061432E-6,7.52683009989E-5,yes,down,0.63,1.25,1.07,14.02,6.47,2.4,0.983333333333,7.63
EVM0000396,,-,0.361709347857,-1.46709721204,0.000290354182998,0.00619646791547,yes,down,91.07,106.68,140.88,221.88,340.66,203.9,112.876666667,255.48
EVM0000427,,-,8.2549614927,3.04526148535,0.000808812145936,0.0130720909008,yes,up,0.5,8.22,10.94,0.52,0.58,0.75,6.55333333333,0.616666666667
EVM0000437,,-,75.9656814046,6.24727590227,0.000692550019078,0.0116456315338,yes,up,0.43,9.29,2.29,0,0,0,4.00333333333,0
EVM0000440,,-,0.42046607182,-1.24993870342,0.00169008647385,0.0223200300434,yes,down,73.99,98.2,78.15,182.02,203.89,104.13,83.4466666667,163.346666667
EVM0000443,,-,0.296671318294,-1.75306263876,4.14802607584E-5,0.00144934411105,yes,down,26.51,29.11,30.85,51.67,76.09,110.34,28.8233333333,79.3666666667
EVM0000451,,-,0.457789852691,-1.12724261023,0.00278318257877,0.0314432058624,yes,down,34.54,53.46,43,93.65,87.32,53.08,43.6666666667,78.0166666667
EVM0000460,,-,0.212881749879,-2.23187582048,1.80353663227E-6,0.000106408661304,yes,down,2.14,4.29,4.32,20.03,12.72,8.3,3.58333333333,13.6833333333
EVM0000464,,-,0.46875569415,-1.09309187933,0.00482617680652,0.0459984017485,yes,down,22.47,29.21,30.76,67.45,43.96,34.08,27.48,48.4966666667
EVM0000473,,-,0.226205531863,-2.14429388398,3.53012529483E-5,0.00129089204165,yes,down,6.43,4.89,6.31,15.85,31.44,17.58,5.87666666667,21.6233333333
EVM0000515,,-,0.241396110725,-2.05052566272,0.00260636768843,0.0300695307223,yes,down,3.5,4.99,5.17,23.48,20.15,3,4.55333333333,15.5433333333
EVM0000524,,-,0.308590456631,-1.69623464861,0.000529720721895,0.00963913464341,yes,down,53.01,57.01,50.22,208.93,161.72,64.5,53.4133333333,145.05
EVM0000530,,-,3.60418055511,1.84967128625,0.000938766805545,0.0146181852067,yes,up,18.91,18.49,14.56,4.88,2.8,4.47,17.32,4.05
EVM0000543,,-,0.453698606787,-1.1401938654,0.00365654643422,0.0380866055283,yes,down,33.16,56.09,44.72,107.51,80.66,52.91,44.6566666667,80.36
EVM0000552,,-,0.190529472882,-2.39191391033,5.98777443481E-6,0.000292543099965,yes,down,4.42,3.8,5.64,20.75,29.31,10.17,4.62,20.0766666667
EVM0000568,,-,48.8083379661,5.60905572044,2.61303128028E-7,2.15240562126E-5,yes,up,4.06,151.96,290.33,2.6,1.51,2.98,148.783333333,2.36333333333
EVM0000584,,-,0.410451682627,-1.28471569344,0.000558867287226,0.00987486643988,yes,down,13.1,13.24,14.1,33.15,28.21,20.6,13.48,27.32
EVM0000607,,-,0.368615344482,-1.43981196709,0.000227717366975,0.00517018485258,yes,down,45.75,48.45,50.05,150.94,102.62,73.74,48.0833333333,109.1
EVM0000608,,-,0.147887815162,-2.75742490472,0.00309879935136,0.0338269063637,yes,down,0.1,0.78,1.32,1.32,5.59,4.45,0.733333333333,3.78666666667
EVM0000653,,-,0.313740486234,-1.67235638298,2.49838175943E-5,0.000968179713184,yes,down,58.61,111.84,101.3,299.56,244.13,158.93,90.5833333333,234.206666667
EVM0000658,,-,0.349444105629,-1.51686638315,0.00394153188066,0.0401715840389,yes,down,12.66,16.15,14.3,56.96,31.96,13.81,14.37,34.2433333333
EVM0000671,,-,4.18907477398,2.0666316362,0.00136734570059,0.0190634599679,yes,up,26.02,19.77,7.5,4.07,1.67,5.1,17.7633333333,3.61333333333
EVM0000687,,-,3.28965935118,1.71793819861,0.00205499487297,0.025859570169,yes,up,71.99,61.89,53.2,19.84,5.58,22.53,62.36,15.9833333333
EVM0000689,,-,0.00998041347654,-6.64668469874,1.93473855054E-9,3.66546966947E-7,yes,down,1.94,2,0.25,28.29,307,6.86,1.39666666667,114.05
EVM0000695,,-,0.274743728997,-1.86384154273,0.00123350478478,0.0176595214823,yes,down,29.89,27.22,15.86,121.26,76.22,30.22,24.3233333333,75.9
EVM0000698,,-,0.0729127791951,-3.77768449641,1.29026741881E-12,6.47069110532E-10,yes,down,3.74,6.12,5.42,42.56,96.08,29.61,5.09333333333,56.0833333333
EVM0000706,,-,10.5126006489,3.39404770797,0.000543708054839,0.00975425784062,yes,up,64.52,146.05,20.14,10.48,0,8.15,76.9033333333,6.21
EVM0000740,,-,0.0115331407399,-6.43807074419,5.22338686272E-5,0.00170672792803,yes,down,0.07,0,0,3.02,2.57,0.25,0.0233333333333,1.94666666667
EVM0000774,,-,0.173528795593,-2.52675300953,0.00133296033139,0.0187064251939,yes,down,5.05,15.49,4.79,8.3,40.9,64.45,8.44333333333,37.8833333333
EVM0000785,,-,0.478765456595,-1.06260903074,0.00264883392844,0.0303553631491,yes,down,89.98,139.01,117.98,244.73,205.28,143.96,115.656666667,197.99
EVM0000788,,-,0.106477760043,-3.23137596797,0.000202065492643,0.00474575580587,yes,down,4.31,3.32,15.69,39.84,122.91,13.22,7.77333333333,58.6566666667
EVM0000810,,-,3.55609109987,1.83029228357,0.00210598571353,0.0263254850081,yes,up,133.54,134.12,78.76,17.01,14.27,49.43,115.473333333,26.9033333333
EVM0000812,,-,0.251795891714,-1.98967335056,0.00142766562977,0.0197590313744,yes,down,11.51,20.19,15.14,71.7,67.56,13.17,15.6133333333,50.81
EVM0000827,,-,3.45725284643,1.78962611906,8.85897402984E-5,0.00253022388916,yes,up,24.35,37.5,21.94,6.28,8.57,5.01,27.93,6.62
EVM0000844,,-,0.105173333421,-3.24915913758,1.26792569104E-6,8.03695202896E-5,yes,down,38.34,27.4,44.19,85.76,230.72,543.17,36.6433333333,286.55
EVM0000849,,-,0.292852391102,-1.77175442097,0.00103953954089,0.0157138197799,yes,down,8.03,11.52,21.88,38.36,50.33,26.23,13.81,38.3066666667
EVM0000851,,-,4.55171199037,2.18640927399,0.000387406807201,0.00769813878204,yes,up,16.28,14.03,24.56,3.09,1.21,5.75,18.29,3.35
EVM0000854,,-,0.226480988506,-2.14253814369,0.000710929894066,0.0118727381231,yes,down,0.82,2.3,1.2,5.04,6.73,3.51,1.44,5.09333333333
EVM0000865,,-,0.352996890767,-1.50227261874,0.0024105420464,0.0286226688253,yes,down,7.75,7.24,10.5,30.37,19.11,11.09,8.49666666667,20.19
EVM0000866,,-,0.309865192011,-1.69028739267,0.000229756673061,0.00517954065527,yes,down,24.48,26.09,29.9,88.27,90.09,37.03,26.8233333333,71.7966666667
EVM0000875,,-,0.240330316243,-2.05690944752,0.000518272305196,0.00947166246077,yes,down,2.95,12.87,6.79,42.63,16.24,16.19,7.53666666667,25.02
EVM0000887,,-,0.23290718708,-2.10217293578,0.00112512688147,0.0166099900052,yes,down,8.42,12.17,7.35,50.59,40.79,8.27,9.31333333333,33.2166666667
EVM0000915,,-,2.51460555481,1.33033211424,0.00523274731098,0.048649713413,yes,up,26.06,29.28,23.38,6.55,6.18,13.01,26.24,8.58
EVM0000921,,-,0.221513223224,-2.17453527191,0.00263745078578,0.0302836184163,yes,down,5.61,6.89,13.45,49.19,41.76,5.79,8.65,32.2466666667
EVM0000922,,-,0.273120648853,-1.87238970399,0.00542891020895,0.0497144725955,yes,down,1.84,2.96,1.89,1.81,6.34,11.41,2.23,6.52
EVM0000929,,-,0.308629372465,-1.69605272419,0.00244874096491,0.0288552053854,yes,down,8,14.42,14.02,44.22,40.52,11.41,12.1466666667,32.05
EVM0000948,,-,0.187280657228,-2.41672619243,5.00660227032E-5,0.00165441037425,yes,down,2.15,8.61,4.2,32.62,21.21,9.69,4.98666666667,21.1733333333
EVM0000967,,-,36.3719285474,5.18475351867,0.00102864198176,0.0156398377643,yes,up,1.3,1.15,2.67,0,0.12,0,1.70666666667,0.04
EVM0000972,,-,6.84576542892,2.77521185905,0.00143619492757,0.0198127505745,yes,up,11.08,32.87,7.8,0.48,0.79,4.6,17.25,1.95666666667
EVM0000991,,-,0.342627102808,-1.54528881755,0.000550962962869,0.00981455745082,yes,down,109.96,110.85,80.28,338.02,261.33,139.06,100.363333333,246.136666667
EVM0001039,,-,0.329976956738,-1.59956281454,3.74990897101E-5,0.00134609890241,yes,down,32.98,44.03,43.32,106.8,124.43,67.88,40.11,99.7033333333
EVM0001043,,-,205.643316316,7.68400037285,0.000122445553043,0.00324360718966,yes,up,0.23,26.29,100.44,0,0.27,0.21,42.32,0.16
EVM0001081,,-,0.365894000442,-1.45050233486,6.10246227842E-5,0.00191274052039,yes,down,33.44,43.51,40.24,107,95.5,60.95,39.0633333333,87.8166666667
EVM0001083,,-,0.404303537864,-1.3064892669,0.00402566902862,0.0408338385526,yes,down,60.53,58.05,66.74,181.67,136.18,67.51,61.7733333333,128.453333333
EVM0001102,,-,0.307744209903,-1.70019638171,0.0013010174647,0.0184556646491,yes,down,0.82,1.68,0.78,3.14,2.63,3,1.09333333333,2.92333333333
EVM0001122,,-,0.400943932461,-1.31852758892,0.000100870254912,0.0028103573799,yes,down,38.11,43.87,50.5,115.11,76.23,82.34,44.16,91.2266666667
EVM0001124,,-,4.5618483646,2.1896184924,0.00470824407442,0.0453304741462,yes,up,19.06,18.72,27.78,1.4,1.5,8.76,21.8533333333,3.88666666667
EVM0001142,,-,4.45924452652,2.15679931325,6.59415703414E-9,1.06072614707E-6,yes,up,385.42,400.92,433,71.12,68.15,90.76,406.446666667,76.6766666667
EVM0001144,,-,3.9074380647,1.9662230058,0.00307723242012,0.0336345448689,yes,up,1.59,2.22,2.82,0.55,0.23,0.6,2.21,0.46
EVM0001156,,-,0.440199116644,-1.18377184474,0.00176947513574,0.0230844074518,yes,down,23.88,31.48,30.04,60.79,62.06,36.61,28.4666666667,53.1533333333
EVM0001157,,-,4.29360850469,2.10219065089,0.003238815671,0.0347983906782,yes,up,8.94,20.95,3.97,1.15,1.39,3.69,11.2866666667,2.07666666667
EVM0001166,,-,0.454486521862,-1.13769058404,0.00227897582612,0.0276650018046,yes,down,48.08,63.8,47.53,130.55,89.64,70.41,53.1366666667,96.8666666667
EVM0001197,,-,0.0403332010935,-4.63188827824,6.84358994607E-9,1.08046344602E-6,yes,down,36.52,46.5,17.01,94.79,1057.67,857.54,33.3433333333,670
EVM0001227,,-,0.18010812464,-2.4730648325,6.86068954831E-6,0.000325854087711,yes,down,7.25,8.87,9.63,17.83,38.17,59.63,8.58333333333,38.5433333333
EVM0001239,,-,0.24423028022,-2.03368601489,7.84628628259E-5,0.00229462510566,yes,down,9.19,26.01,29.82,97.18,73.25,43.32,21.6733333333,71.25
EVM0001289,,-,3.06862482103,1.61759226851,0.000470126627169,0.00882833603509,yes,up,3.92,10.02,7.32,2.32,1.51,1.72,7.08666666667,1.85
EVM0001294,,-,0.287001257816,-1.8008710352,1.70469822159E-6,0.000101632200616,yes,down,12.63,27.04,20.52,65.91,57.23,46.1,20.0633333333,56.4133333333
EVM0001321,,-,6.05660503466,2.59850933295,0.000229147721473,0.00517954065527,yes,up,140.2,163.58,81.85,7.59,7.32,37.24,128.543333333,17.3833333333
EVM0001324,,-,0.271861651624,-1.87905543346,6.95619498096E-7,4.92158010873E-5,yes,down,1014.4,1343.28,802.8,2569.84,3225.51,3688.63,1053.49333333,3161.32666667
EVM0001347,,-,25.0979031249,4.64949493007,8.08874997923E-8,8.08737963874E-6,yes,up,5.07,70.35,33.22,1.49,0.37,1.47,36.2133333333,1.11
EVM0001382,,-,0.325474735978,-1.61938253212,0.000639657468934,0.01091771722,yes,down,21.93,24.46,20.78,93.24,49.29,30.53,22.39,57.6866666667
EVM0001412,,-,0.255979835348,-1.96589792759,3.09685432004E-5,0.00116053764859,yes,down,3.01,1.85,2.75,6.56,7.14,11.15,2.53666666667,8.28333333333
EVM0001418,,-,0.246260216564,-2.02174451618,4.74139439313E-7,3.60917481238E-5,yes,down,2.71,5.33,4.84,12.38,15.87,13.81,4.29333333333,14.02
EVM0001431,,-,0.272334087454,-1.87655052226,0.00233128654963,0.0280725755352,yes,down,27.55,30.21,35.58,162.83,101.47,26.16,31.1133333333,96.82
EVM0001446,,-,0.132329309534,-2.91779545628,2.39071257782E-8,2.85063217933E-6,yes,down,8.32,11.36,4.84,28.04,63.97,58.01,8.17333333333,50.0066666667
EVM0001479,,-,0.144988890228,-2.78598573691,1.04867014413E-11,4.06383514263E-9,yes,down,50.01,51.82,51.96,304.76,385.94,186.25,51.2633333333,292.316666667
EVM0001486,,-,0.00893099925218,-6.80696268317,8.5351690028E-9,1.27429906574E-6,yes,down,0.55,0,0,5.36,18.65,31.02,0.183333333333,18.3433333333
EVM0001500,,-,0.315134338808,-1.66596112781,0.000168976556513,0.00418436905449,yes,down,31.99,26.75,42.74,72.8,121.47,71.66,33.8266666667,88.6433333333
EVM0001504,,-,39.0168861457,5.28602673902,0.00475989113616,0.0455704119947,yes,up,1.21,3.84,3.23,0,0,0,2.76,0
EVM0001507,,-,0.179537582329,-2.47764222207,0.000200472885316,0.00471783029721,yes,down,8.8,12.8,19.77,34.69,122.58,26.88,13.79,61.3833333333
EVM0001523,,-,0.225522809081,-2.14865474175,1.89014013621E-5,0.000769183280727,yes,down,35.28,66.95,44.41,129.82,282.48,107.02,48.88,173.106666667
EVM0001534,,-,0.129743925623,-2.94626109911,2.67311301967E-7,2.18082536356E-5,yes,down,20.25,33.26,41.43,163.03,339.4,86.07,31.6466666667,196.166666667
EVM0001561,,-,7.63980876793,2.93353652661,0.00484430939867,0.0460541377412,yes,up,3.4,2.83,3.61,0.61,0,0.45,3.28,0.353333333333
EVM0001570,,-,2.57097352493,1.36231475383,0.00109102453977,0.0161906522434,yes,up,33.13,26.6,30.91,9.22,10.68,9.64,30.2133333333,9.84666666667
EVM0001591,,-,0.0545206765392,-4.19705272533,1.27447410167E-5,0.000552045399165,yes,down,0.44,0,0.48,6.85,6,1.63,0.306666666667,4.82666666667
EVM0001599,,-,0.120109527574,-3.05757749889,1.82659532979E-8,2.34175014799E-6,yes,down,7.74,10.44,7.64,41.19,88.9,47.75,8.60666666667,59.28
EVM0001611,,-,0.3496976826,-1.51581985937,0.00192850724742,0.0246170453474,yes,down,119.02,142.05,130.28,415.39,380.97,133.09,130.45,309.816666667
EVM0001614,,-,8.00035257042,3.00006358005,0.000531362229385,0.00963913464341,yes,up,1.41,1.72,1.4,0.25,0.06,0.15,1.51,0.153333333333
EVM0001670,,-,8.10907203922,3.01953682924,1.39176643344E-6,8.66095235639E-5,yes,up,24.51,29.1,9.96,3.75,1.8,1.05,21.19,2.2
EVM0001694,,-,0.225893756272,-2.14628369986,4.57420348878E-5,0.00155989487375,yes,down,5.25,10.74,6.8,49.15,16.67,17.03,7.59666666667,27.6166666667
EVM0001698,,-,0.194359341632,-2.36320164426,0.000119752600726,0.00320047271941,yes,down,16.24,17.36,13.25,87.01,95.91,20.8,15.6166666667,67.9066666667
EVM0001701,,-,3.74268908867,1.90407520617,0.00390378410469,0.0399061287585,yes,up,15.55,23.39,14.85,2.28,1.54,7.74,17.93,3.85333333333
EVM0001724,,-,0.298318032168,-1.74507690926,0.00407209437235,0.0411334603927,yes,down,16.43,38.87,52.74,131.83,126.4,34.98,36.0133333333,97.7366666667
EVM0001762,,-,0.347968816621,-1.52297007077,0.00024366948355,0.00543112204446,yes,down,81.23,111.34,101.3,326.05,238.18,135.45,97.9566666667,233.226666667
EVM0001763,,-,3.50308153082,1.80862456585,0.000117237418204,0.00313817145651,yes,up,17.47,17.68,16.8,3.37,2.72,6.11,17.3166666667,4.06666666667
EVM0001807,,-,0.247008086333,-2.01736982262,0.0003948048985,0.00773772221187,yes,down,22.66,17.68,20.23,110.53,73.63,23.85,20.19,69.3366666667
EVM0001822,,-,16.0566016006,4.00509467188,2.37185327912E-6,0.000131306721631,yes,up,22.22,8.84,6.37,0.94,0.17,0.93,12.4766666667,0.68
EVM0001832,,-,0.25946315317,-1.94639842148,1.80692744051E-5,0.000743940794896,yes,down,11.76,12.88,18,52.44,57.44,25.56,14.2133333333,45.1466666667
EVM0001847,,-,0.352392607442,-1.50474443544,0.00447910330864,0.043741804419,yes,down,97.1,105.09,113.65,328.2,340.98,100.31,105.28,256.496666667
EVM0001867,,-,3.8691901083,1.95203161572,4.71067542685E-5,0.00158739969241,yes,up,9.17,10.79,13.76,3.21,1.38,2.59,11.24,2.39333333333
EVM0001877,,-,0.313252530535,-1.67460193083,0.000359848551421,0.00726186844543,yes,down,41.06,46.07,49.49,145.85,156.99,58.6,45.54,120.48
EVM0001883,,-,0.0293104077636,-5.09244315097,8.45510638214E-11,2.28838125273E-8,yes,down,18.24,21.32,14.97,575.93,903.64,52.2,18.1766666667,510.59
EVM0001894,,-,0.367766800363,-1.44313684655,0.00467971588047,0.0451067470197,yes,down,68.12,87.32,93.61,277.23,210.76,75.63,83.0166666667,187.873333333
EVM0001900,,-,3.45092016522,1.78698109836,0.00117394837502,0.0171378371082,yes,up,7.08,8.99,8.49,2.37,1.02,2.45,8.18666666667,1.94666666667
EVM0001939,,-,0.264906286512,-1.91644601406,0.00228252008315,0.0276650018046,yes,down,13.5,18.06,13.57,56.28,71.89,11.67,15.0433333333,46.6133333333
EVM0001944,,-,2.74487235933,1.45673906331,0.000390062927118,0.00769813878204,yes,up,46.05,46.85,53.04,12.53,13.72,17.79,48.6466666667,14.68
EVM0001970,,-,0.255723808541,-1.96734160945,1.96475785804E-5,0.000793864602784,yes,down,19.95,20.95,45.39,104.89,98.39,75.21,28.7633333333,92.83
EVM0001989,,-,0.231785870492,-2.10913547157,2.36791266625E-7,1.9599649938E-5,yes,down,151.56,161.97,304.72,944.4,646.2,660.18,206.083333333,750.26
EVM0002035,,-,11.9004452833,3.57294365128,0.00156825964298,0.0211386523103,yes,up,8.74,5.32,7.27,0,0.35,1.13,7.11,0.493333333333
EVM0002038,,-,7.93025758707,2.98736772766,8.59447496101E-9,1.27429906574E-6,yes,up,39.01,43.97,36.96,2.24,3.56,6.56,39.98,4.12
EVM0002051,,-,0.231971789549,-2.10797872726,7.57668968302E-11,2.11787107844E-8,yes,down,56.61,64.48,61.64,236.31,177.33,238.97,60.91,217.536666667
EVM0002066,,-,0.0117001048605,-6.41733472996,5.02018107032E-32,2.853303581E-28,yes,down,29.27,17.96,48.42,2305.92,3261.75,1313.1,31.8833333333,2293.59
EVM0002134,,-,0.275803739647,-1.85828607627,0.001537486104,0.0207731185097,yes,down,10.42,17.91,15.4,62.58,54.06,13.25,14.5766666667,43.2966666667
EVM0002140,,-,3.96490762223,1.98728725319,0.000724676649196,0.012066856978,yes,up,12.74,9.06,7.07,3.41,1.8,1.08,9.62333333333,2.09666666667
EVM0002198,,-,4.59587658926,2.20034005855,0.00106370490137,0.0159238211355,yes,up,19.21,11.07,12.93,2.23,1.37,4.37,14.4033333333,2.65666666667
EVM0002207,,-,0.172843868718,-2.53245866703,0.00044369269499,0.00843494453415,yes,down,4.13,13.19,8.18,58.12,51.68,11.66,8.5,40.4866666667
EVM0002233,,-,0.31314783077,-1.67508420971,0.000556133817422,0.00984697582644,yes,down,62.81,61.3,61.78,204.73,217.13,80.14,61.9633333333,167.333333333
EVM0002245,,-,0.0148720404045,-6.07125359488,0.00279431950031,0.0314432058624,yes,down,0,0,0.35,0,1.23,15.49,0.116666666667,5.57333333333
EVM0002253,,-,0.229886665806,-2.12100530753,0.00500222881667,0.0469933903873,yes,down,2.4,6.45,6.41,27.65,23.16,2.72,5.08666666667,17.8433333333
EVM0002287,,-,0.234439614243,-2.09271172631,0.000306007228674,0.00645758571303,yes,down,16.78,23.54,21.19,97.18,97.11,21.81,20.5033333333,72.0333333333
EVM0002295,,-,0.271335825285,-1.88184855133,0.00065284795838,0.0111184707952,yes,down,10.21,12.06,11.11,42.35,46.85,12.76,11.1266666667,33.9866666667
EVM0002308,,-,0.0768886945636,-3.70108470467,0.000104224821874,0.00287562692197,yes,down,2.2,0.97,3.17,2.85,14.86,49.58,2.11333333333,22.43
EVM0002315,,-,0.217958768045,-2.19787285329,3.53554972407E-5,0.00129089204165,yes,down,33.35,50.76,42.26,221.52,196.2,57.38,42.1233333333,158.366666667
EVM0002337,,-,0.24642655957,-2.02077033847,0.00161146385039,0.0215337540071,yes,down,7.34,10.17,10.07,51.15,34.54,6.94,9.19333333333,30.8766666667
EVM0002354,,-,0.176305279706,-2.50385241608,6.17328975342E-5,0.00192432840193,yes,down,1.66,1.24,2.45,6.36,13.74,4.81,1.78333333333,8.30333333333
EVM0002366,,-,0.116720849372,-3.09886580806,0.000329075685125,0.006808061051,yes,down,43.5,79.25,71.78,71.21,142.05,1104.81,64.8433333333,439.356666667
EVM0002373,,-,0.23627671908,-2.08145061083,4.54796840725E-5,0.00155717689382,yes,down,28.79,36.61,31.83,160.88,135.09,46.13,32.41,114.033333333
EVM0002378,,-,0.434577019574,-1.20231620804,0.00348778064356,0.0367553447178,yes,down,7.55,15.51,8.9,19.69,22.27,17.32,10.6533333333,19.76
EVM0002383,,-,0.427506539812,-1.22598160499,0.0014643688889,0.0200715063703,yes,down,7.83,8.34,11.16,14.32,17.91,20.1,9.11,17.4433333333
EVM0002390,,-,0.214955555517,-2.21788969769,0.00105284436453,0.0158477810496,yes,down,6.29,9.53,6.89,45.24,36.32,5.63,7.57,29.0633333333
EVM0002459,,-,0.354150461629,-1.49756567207,7.0056785693E-5,0.00210306030432,yes,down,22.27,32.29,31.32,50.3,63.41,82.67,28.6266666667,65.46
EVM0002460,,-,0.0755735455313,-3.72597488139,3.53513622595E-6,0.000184335192014,yes,down,0.39,0.19,1,2.73,4.21,9.73,0.526666666667,5.55666666667
EVM0002465,,-,11.8781064984,3.57023296781,0.00319392531452,0.0345608152946,yes,up,0.54,17.85,9.94,0.29,0,1.5,9.44333333333,0.596666666667
EVM0002481,,-,0.141408253782,-2.8220617644,2.06896743715E-6,0.000118382428761,yes,down,47.99,45.81,40.08,360.48,370.06,81.76,44.6266666667,270.766666667
EVM0002502,,-,24.5514454943,4.61773606224,0.00109934855637,0.0162999932476,yes,up,0.67,0.77,1.07,0.08,0,0,0.836666666667,0.0266666666667
EVM0002511,,-,0.294864740611,-1.76187477702,0.00151427944536,0.0205319425863,yes,down,1.86,2.33,3.7,10.53,7.96,3.52,2.63,7.33666666667
EVM0002528,,-,0.353091574658,-1.50188569844,0.00279551443633,0.0314432058624,yes,down,15.27,22.95,20.37,59.69,57.12,19.04,19.53,45.2833333333
EVM0002550,,-,33.5132360773,5.06665909648,0.00120623890799,0.0173566072743,yes,up,0.2,8.89,15.75,0,0,0.55,8.28,0.183333333333
EVM0002581,,-,0.474122605997,-1.076667913,0.00288557920184,0.0321371724171,yes,down,43.36,65.9,56.33,119.04,99.33,67.49,55.1966666667,95.2866666667
EVM0002589,,-,0.0919034394498,-3.44373733496,0.000158407234335,0.00398377839622,yes,down,0.66,2.18,2.63,1.9,8.96,34.83,1.82333333333,15.23
EVM0002626,,-,4.24871912693,2.08702797355,0.00295029036193,0.0326870701502,yes,up,17.73,15.35,16.23,1.72,2.07,5.79,16.4366666667,3.19333333333
EVM0002634,,-,0.0171358831673,-5.86683564086,0.00010405280042,0.00287553371144,yes,down,0.11,0,0.14,0.29,8.29,2.53,0.0833333333333,3.70333333333
EVM0002646,,-,10.4494481526,3.38535484881,0.000554651408796,0.00984142693434,yes,up,1.31,2.74,2.1,0.11,0,0.34,2.05,0.15
EVM0002652,,-,0.317249512462,-1.6563101479,6.7196971802E-6,0.000321650717302,yes,down,51.78,48.97,49.34,130.09,157.39,106.09,50.03,131.19
EVM0002656,,-,0.427864009174,-1.22477576664,0.000442330714295,0.00843494453415,yes,down,16.26,23.45,22.93,45.82,36.26,38.29,20.88,40.1233333333
EVM0002658,,-,0.164503614808,-2.60380880875,0.00328608448648,0.0351732746886,yes,down,8.59,15.46,7.75,12.74,22.16,119.66,10.6,51.52
